user_id,e1,e2,e3,e4,e5,e6,e7,e8
U0000,-1.0432,0.614,-1.7421,-0.4472,-0.5959,-0.8516,0.5398,-0.5772
U0001,0.5637,-1.2015,0.4813,-0.9323,0.0008,1.577,0.4366,0.2887
U0002,-0.0436,-0.6945,-0.8963,0.4024,-0.072,0.258,0.2312,-0.9338
U0003,-0.4873,0.3328,0.7973,0.7391,-1.6208,0.6081,0.8032,-0.4785
U0004,-1.4691,-0.392,-0.2076,0.7127,-0.6219,1.0174,0.0018,1.2254
U0005,-0.0682,-0.0845,1.524,-0.0127,0.1747,-1.9666,0.925,0.361
U0006,1.1873,-0.6965,-0.2608,-2.4135,0.8595,0.5192,0.3083,-0.0876
U0007,0.1258,1.7022,0.458,-0.4539,0.207,0.4614,-0.3045,-0.4498
U0008,-1.0275,0.3258,-1.1478,-2.0201,1.3803,-1.0836,0.4932,0.0311
U0009,-0.6703,-0.5356,-1.1898,0.0492,-0.8692,0.5018,1.13,0.1075
U0010,0.9654,-0.1653,-0.0791,-0.3752,0.1339,0.0079,-0.0209,-1.0843
U0011,0.3385,0.9894,2.5374,-0.2979,-1.4584,0.5255,1.2338,0.7211
U0012,-1.0312,0.6947,-0.2426,0.7081,-0.6914,0.5894,0.0491,0.4743
U0013,1.2656,0.6097,0.0091,-0.0349,3.018,-0.716,0.3826,-0.1026
U0014,-1.3188,-0.4321,0.0699,0.1235,1.7054,1.4102,-0.8368,-0.6606
U0015,-1.9737,-1.7314,-2.2645,-1.3656,-0.5066,2.913,-1.3342,-0.4376
U0016,0.0,1.9996,-0.0445,0.5113,-0.3652,0.4429,1.0545,-1.0339
U0017,-1.3037,1.0343,-2.5217,-0.3881,-0.303,-0.4341,1.07,-1.3201
U0018,0.076,-0.7905,-0.1641,0.4463,-1.6125,-0.1861,-1.2319,1.2043
U0019,0.7969,-0.1836,0.2704,2.4345,-1.5854,0.5173,-2.1412,0.7047
U0020,0.9444,0.8152,-0.3309,0.2794,-1.9078,0.8044,0.4229,0.4722
U0021,-0.8886,0.9059,-0.169,-0.091,-0.3865,-0.782,-0.4771,-1.6384
U0022,0.7996,0.9294,-0.4474,-0.7109,0.7871,0.2552,-0.11,-3.067
U0023,-0.8195,0.3655,-0.8657,1.1781,-0.7317,0.4293,-1.4067,2.5405
U0024,-0.7536,-0.7058,0.8586,-0.278,0.4584,0.0546,0.7078,0.1109
U0025,0.1734,1.0428,-0.598,-1.36,-0.349,0.1067,0.6797,1.0071
U0026,-0.0318,0.6119,1.3142,-0.54,0.0574,-2.1221,-1.0218,0.1115
U0027,0.9605,0.6209,-0.0554,-0.6545,0.4125,-0.8338,-0.0605,-1.2481
U0028,0.3356,-0.1955,-0.3087,-2.035,0.6304,-1.562,-1.6977,-2.1683
U0029,0.1968,-0.2295,0.0695,-0.4499,0.3716,0.0616,-0.0863,-1.5111
U0030,0.8757,0.5731,0.1551,-0.0286,-1.5914,-0.8158,0.4046,-0.1247
U0031,-0.0428,0.2795,0.8155,0.0048,0.4896,-0.5985,0.3545,-3.3602
U0032,0.6013,-0.5216,-0.1728,-0.5648,-0.0648,-0.2972,-0.5063,-0.3986
U0033,-1.5348,0.4781,1.5373,1.9283,-2.0192,-1.057,-0.4185,-0.4282
U0034,0.3804,1.3819,-0.578,0.246,0.1085,1.7432,0.021,0.9852
U0035,-0.7871,-2.275,1.1216,0.0955,-1.0348,-1.4512,0.2443,-0.1425
U0036,-0.7822,-0.4708,0.3652,0.0308,-0.0742,-0.977,0.6885,1.3188
U0037,0.2184,0.4852,0.4585,-0.3378,-0.4611,0.6946,-0.223,0.217
U0038,-0.5279,-0.4855,0.8225,-0.467,-0.5928,1.2337,1.149,-1.5263
U0039,0.4486,-0.4847,0.5581,0.2044,-1.9911,0.9268,0.618,-0.2328
