row_id,f1,f2,f3,f4
R00000,0.085673,-0.58881,0.442873,-2.030881
R00001,2.890924,2.19835,1.664784,1.774143
R00002,2.227177,-1.184268,0.308237,-2.353139
R00003,-1.520206,8.501367,0.845081,-0.202929
R00004,4.519488,-1.018319,0.155085,1.386348
R00005,4.843501,3.785408,-0.284522,-1.368611
R00006,2.080983,8.464528,-1.645842,3.313939
R00007,4.27941,7.415213,1.463264,-0.469234
R00008,3.601468,5.390109,-0.380551,3.33575
R00009,2.684709,3.553264,0.435279,0.249315
R00010,0.814402,4.029896,-0.098743,-2.090503
R00011,2.902185,1.901322,-1.463742,-3.557441
R00012,1.091579,2.834338,-0.752556,-1.687731
R00013,4.118134,4.501926,0.098573,2.038607
R00014,-1.296813,2.929418,2.403806,-1.053165
R00015,1.474909,3.395509,0.714381,-2.743783
R00016,4.841828,4.796922,-1.800307,1.410156
R00017,2.636562,-1.200395,-0.460423,-0.466095
R00018,4.617585,3.229089,0.38035,4.735776
R00019,5.013167,-0.258567,0.111756,1.758834
R00020,2.479058,4.791005,-1.017925,3.880159
R00021,2.973196,6.701569,0.024636,0.525489
R00022,2.323176,4.447627,0.339622,-3.124461
R00023,3.454951,2.209943,-2.741998,0.098273
R00024,3.164586,4.856674,-0.04555,-1.905944
R00025,3.424958,8.065076,-1.196933,2.201975
R00026,2.481409,2.550059,-1.386436,-4.043274
R00027,0.567602,1.00652,0.168273,1.37848
R00028,3.166108,3.078749,-0.801389,0.77464
R00029,2.540949,3.002309,0.827589,-1.655187
R00030,1.436594,1.475623,-0.881783,0.058069
R00031,2.644846,-2.14211,0.332568,-0.067107
R00032,2.468075,2.391822,-2.606024,5.984618
R00033,3.732828,1.777733,0.456418,-1.057142
R00034,3.230023,1.520733,0.895974,-0.67667
R00035,5.29852,5.150247,-1.162262,-4.26616
R00036,2.451823,3.627475,1.133887,4.26491
R00037,2.518339,0.316677,0.283256,3.326233
R00038,1.902499,7.916611,-1.196404,1.909664
R00039,3.104462,5.065772,-2.969204,2.146935
R00040,1.182907,3.584338,0.57655,-0.768539
R00041,1.76802,4.999557,-0.781649,3.13785
R00042,3.98901,5.657443,-1.055567,3.887453
R00043,3.675008,7.801088,0.570752,-0.143092
R00044,1.564847,3.185575,1.170798,-3.715886
R00045,1.52173,1.221969,0.709449,2.715122
R00046,1.750869,0.358489,1.339673,-0.25766
R00047,3.308385,8.560373,-0.064152,-3.036943
R00048,3.204225,2.753822,-0.12204,1.057372
R00049,0.917712,3.484958,0.088999,4.487519
R00050,3.507817,5.544054,1.58939,0.564691
R00051,1.745186,3.034003,1.116066,4.776937
R00052,3.708135,0.94537,0.851899,-2.398499
R00053,1.447801,2.818022,1.213257,0.375125
R00054,1.7181,3.914405,0.242176,3.979509
R00055,3.022575,2.054859,-0.228462,4.851742
R00056,4.268937,5.762031,-0.070364,1.100772
R00057,4.778481,4.508528,-0.803646,-2.525864
R00058,3.398715,7.448608,-1.85038,4.761895
R00059,3.414356,8.825538,-0.943117,-1.218787
R00060,3.880365,8.299087,-1.359408,-1.290998
R00061,2.897687,-0.099391,-0.355681,2.364685
