user_id,e1,e2,e3,e4,e5,e6,e7,e8
U0000,-2.0184,0.0083,0.2438,0.0106,0.6906,0.3786,0.1194,0.4458
U0001,0.4112,-0.3255,1.356,-1.2373,-0.234,0.9782,-0.504,1.1853
U0002,0.5356,1.8922,0.5455,0.394,-0.1138,-0.6847,0.3822,-0.2479
U0003,0.5338,0.5492,-0.9435,1.4298,0.6577,1.1321,-0.6234,0.5
U0004,0.7842,1.1155,-0.0361,-1.8424,0.7585,-1.1041,1.7545,-0.2052
U0005,0.046,-1.3965,0.3539,0.6625,0.0721,-0.8386,0.2859,-0.5126
U0006,-1.8046,-0.2903,0.3219,-0.3989,2.1481,-0.2736,1.5232,0.6357
U0007,2.4313,0.5854,0.1226,-0.9213,0.4628,1.1734,-1.359,-0.8927
U0008,-1.5167,1.2934,0.3854,-0.0075,0.2684,0.2031,-0.8089,-0.8189
U0009,-0.3977,2.4718,-0.5959,0.3368,-0.4714,-0.6193,1.3805,0.8959
U0010,1.2526,-0.3556,0.9796,0.2743,1.2843,-0.7391,-0.4144,-0.1102
U0011,0.1664,-1.1133,-1.0813,1.1537,1.4307,-1.0334,0.2655,0.7488
U0012,-1.6255,-0.4735,0.8408,0.2331,1.3126,1.2591,-0.835,0.9546
U0013,-1.4654,1.0361,1.6119,-0.1443,0.3664,1.9411,-1.5626,0.2405
U0014,0.7285,-1.705,1.3556,-0.7583,-1.0183,-1.2071,-0.6667,-1.251
U0015,-0.7407,-1.1479,0.483,0.9097,-0.4985,-0.8306,1.304,0.0612
U0016,-0.7044,0.3254,-0.0282,0.3038,0.5839,0.5022,-0.9502,-0.1148
U0017,-0.6777,-0.7007,-0.6048,0.3927,-0.058,0.6725,-0.7794,2.6924
U0018,-0.3755,0.2356,-0.0997,0.0687,0.6826,0.8599,0.1544,-0.6256
U0019,-0.9784,-0.7254,1.7522,0.5623,-1.5809,-0.4446,-0.0047,-0.6241
U0020,-0.056,2.5096,0.9033,1.4408,0.584,-1.0826,0.4636,-0.0184
U0021,-0.4984,0.444,1.5184,0.1842,0.4416,-0.1949,-1.8543,-0.0753
U0022,0.6469,1.9921,-0.2489,0.5922,0.467,-1.1626,1.98,-1.4966
U0023,0.5509,-0.9478,-2.112,0.194,-1.4584,-0.473,-0.8317,0.4084
U0024,0.0331,1.7237,-0.36,-0.8512,0.3011,-0.3099,1.1151,-0.141
U0025,0.3002,0.7903,0.3926,1.2449,-0.3202,0.0177,-0.2616,-1.0439
U0026,-1.9505,0.0934,1.7471,1.0066,0.1385,0.445,-0.4933,0.3259
U0027,1.9372,0.1702,2.4137,0.9241,-0.3032,-0.2091,0.7822,0.4323
U0028,0.4332,0.506,-0.0111,-0.3418,-0.8326,2.025,-0.5516,-0.752
U0029,-0.4038,-0.882,-1.1859,-0.0544,-0.2352,-1.1509,0.3598,-0.8982
U0030,0.8187,-0.3218,-0.5854,0.3225,-1.2182,-1.3024,1.1673,0.3637
U0031,0.6916,0.0522,0.2336,-0.5075,-1.6961,0.471,-2.1268,1.6112
U0032,-0.0978,1.425,-2.2181,-0.5146,1.9307,0.0085,0.5629,-0.5768
U0033,-2.4043,1.7249,0.5258,0.4593,0.625,-1.0782,-0.0092,-0.341
U0034,0.4667,1.32,-0.6022,1.348,1.146,-0.5028,0.8249,1.7674
U0035,-0.3995,-0.0904,-1.1769,-0.0723,0.1662,0.8195,1.0608,-0.5908
U0036,0.0744,0.4157,-2.8263,-0.3949,2.1836,0.5967,0.919,-1.1666
U0037,0.6896,-0.5602,-2.4796,-0.0857,0.0742,-0.6804,1.3952,-0.0239
U0038,1.0777,-0.7681,0.3182,0.296,0.6814,-1.6825,0.4572,0.9472
U0039,-0.0018,-0.5645,-0.3773,0.4492,1.4031,0.7948,1.6906,-0.7055
