account_id,label_time,churned
A0000,1772742002000,1
A0001,1772394410000,1
A0002,1773053746000,1
A0003,1771996968000,1
A0004,1772439865000,1
A0005,1772928533000,1
A0006,1773100633000,1
A0007,1772588849000,1
A0008,1772211722000,1
A0009,1772146854000,0
A0010,1773315106000,1
A0011,1773570536000,0
A0012,1773426144000,0
A0013,1772351231000,0
A0014,1772555264000,1
A0015,1773642624000,1
A0016,1773048307000,1
A0017,1773621906000,1
A0018,1773612874000,1
A0019,1772947227000,0
A0020,1772867923000,1
A0021,1772032029000,1
A0022,1772581688000,1
A0023,1772705889000,0
A0024,1772472469000,1
A0025,1772985823000,1
A0026,1773638302000,0
A0027,1772140197000,0
A0028,1772691185000,0
A0029,1773558672000,1
A0030,1773102679000,0
A0031,1773518161000,0
A0032,1772902738000,1
A0033,1773023816000,0
A0034,1773683659000,0
A0035,1773383676000,1
A0036,1772632576000,1
A0037,1772026112000,1
A0038,1773417072000,0
A0039,1772628147000,0
A0040,1772614372000,0
A0041,1773335096000,1
A0042,1773539403000,1
A0043,1773341600000,1
A0044,1772694896000,1
A0045,1772210695000,0
A0046,1773172187000,1
A0047,1772638730000,1
A0048,1772556826000,0
A0049,1772052985000,0
A0050,1773217338000,0
A0051,1772107330000,1
A0052,1773053412000,1
A0053,1772250457000,0
A0054,1772969955000,1
A0055,1772975368000,1
A0056,1772848211000,1
A0057,1772018749000,1
A0058,1772154702000,1
A0059,1773208392000,0
A0060,1772335745000,1
A0061,1772241280000,0
A0062,1773688756000,0
A0063,1772984472000,0
A0064,1772454905000,1
A0065,1772214953000,0
A0066,1773415585000,0
A0067,1772592734000,0
A0068,1773583195000,0
A0069,1773336557000,1
A0070,1773382713000,0
A0071,1772127960000,0
A0072,1773617604000,0
A0073,1773633344000,1
A0074,1773298101000,1
A0075,1772089100000,1
A0076,1773032753000,0
A0077,1772613770000,1
A0078,1772997307000,0
A0079,1773552080000,0
A0080,1772303695000,1
A0081,1772931668000,1
A0082,1771997945000,0
A0083,1772620685000,0
A0084,1772200818000,1
A0085,1773299564000,1
A0086,1772569527000,0
A0087,1773274859000,1
A0088,1772408015000,0
A0089,1773183743000,0
A0090,1773476278000,1
A0091,1772843861000,1
A0092,1772182872000,0
A0093,1772149962000,0
A0094,1772811782000,1
A0095,1772861925000,1
A0096,1772232651000,0
A0097,1772114472000,1
A0098,1773542466000,1
A0099,1773659660000,1
