account_id,event_time,health_score
A0000,1767243951000,42.03
A0000,1773826149000,88.7
A0001,1767369921000,45.06
A0001,1773347508000,88.29
A0002,1767373407000,53.16
A0002,1774241362000,12.34
A0003,1767252245000,49.66
A0003,1773083052000,88.69
A0004,1767338558000,54.76
A0004,1772932207000,7.31
A0005,1767254773000,43.87
A0005,1774417238000,11.42
A0006,1767310372000,52.68
A0006,1773514611000,90.08
A0007,1767316720000,54.14
A0007,1774054762000,10.58
A0008,1767280138000,43.85
A0008,1773850386000,89.01
A0009,1767342341000,47.13
A0009,1773473168000,11.29
A0010,1767227342000,44.26
A0010,1773565398000,86.23
A0011,1767341859000,44.38
A0011,1772349542000,89.78
A0012,1767314967000,44.02
A0012,1773995482000,93.97
A0013,1767252305000,51.79
A0013,1773725290000,13.91
A0014,1767261745000,41.17
A0014,1774212409000,9.53
A0015,1767295110000,47.58
A0015,1773773630000,85.65
A0016,1767343297000,44.44
A0016,1773170794000,85.39
A0017,1767252269000,46.01
A0017,1774056344000,9.14
A0018,1767258770000,52.45
A0018,1773642820000,12.6
A0019,1767247942000,54.44
A0019,1773886542000,14.64
A0020,1767387228000,58.53
A0020,1772887455000,89.72
A0021,1767229357000,42.64
A0021,1772503641000,13.57
A0022,1767333125000,40.71
A0022,1774016545000,91.51
A0023,1767336067000,38.92
A0023,1773483048000,14.23
A0024,1767360011000,46.88
A0024,1773602880000,94.52
A0025,1767239049000,54.43
A0025,1772753374000,5.51
A0026,1767373399000,45.21
A0026,1773111363000,87.86
A0027,1767311786000,47.85
A0027,1772862132000,93.87
A0028,1767308941000,55.34
A0028,1773791377000,92.22
A0029,1767374168000,55.97
A0029,1772907077000,94.37
A0030,1767324348000,47.42
A0030,1772963170000,8.03
A0031,1767362751000,53.29
A0031,1773850302000,93.26
A0032,1767262808000,50.88
A0032,1773375751000,93.58
A0033,1767278044000,50.64
A0033,1773165723000,10.13
A0034,1767233303000,51.58
A0034,1773472782000,9.04
A0035,1767317594000,47.25
A0035,1773795894000,89.4
A0036,1767355103000,49.45
A0036,1774257928000,7.29
A0037,1767275267000,41.57
A0037,1773024995000,10.6
A0038,1767264443000,46.45
A0038,1773562317000,89.24
A0039,1767296467000,43.46
A0039,1773666990000,92.4
A0040,1767283590000,46.08
A0040,1772460618000,7.95
A0041,1767313789000,47.48
A0041,1772564286000,88.63
A0042,1767273967000,47.07
A0042,1773509328000,5.71
A0043,1767334065000,48.08
A0043,1773199680000,91.43
A0044,1767346895000,52.25
A0044,1773570033000,5.69
A0045,1767269956000,56.33
A0045,1773390903000,7.33
A0046,1767307573000,54.21
A0046,1772887408000,9.62
A0047,1767233819000,47.96
A0047,1774400485000,88.45
A0048,1767331563000,52.05
A0048,1773528970000,85.67
A0049,1767371747000,52.8
A0049,1772862145000,14.73
A0050,1767294171000,41.64
A0050,1773702336000,90.09
A0051,1767277413000,62.41
A0051,1772975094000,10.69
A0052,1767252039000,46.44
A0052,1773106420000,90.34
A0053,1767259191000,53.12
A0053,1773586055000,11.99
A0054,1767232353000,43.36
A0054,1772693440000,12.2
A0055,1767388470000,50.83
A0055,1772855343000,6.56
A0056,1767334459000,46.31
A0056,1772781280000,94.55
A0057,1767384366000,50.67
A0057,1772986261000,91.53
A0058,1767314148000,50.17
A0058,1773746261000,7.27
A0059,1767350338000,58.86
A0059,1773441469000,85.55
A0060,1767365442000,50.16
A0060,1772431773000,13.21
A0061,1767238581000,53.98
A0061,1773683171000,94.09
A0062,1767245232000,51.91
A0062,1773107778000,90.45
A0063,1767273074000,49.91
A0063,1773572916000,12.09
A0064,1767340166000,48.02
A0064,1773203531000,88.52
A0065,1767234777000,46.14
A0065,1773663377000,91.33
A0066,1767368145000,48.47
A0066,1772752969000,90.97
A0067,1767354871000,59.58
A0067,1773071896000,87.69
A0068,1767333618000,45.76
A0068,1772704499000,11.29
A0069,1767257546000,58.65
A0069,1773932434000,8.79
A0070,1767358846000,47.24
A0070,1773670063000,14.4
A0071,1767268269000,48.23
A0071,1773104661000,87.28
A0072,1767343066000,52.79
A0072,1773933945000,13.23
A0073,1767369513000,47.82
A0073,1772967364000,12.87
A0074,1767353222000,51.1
A0074,1773424179000,91.85
A0075,1767293162000,52.09
A0075,1774152205000,90.06
A0076,1767233047000,45.47
A0076,1772610449000,5.87
A0077,1767317432000,52.9
A0077,1773473267000,90.74
A0078,1767277557000,53.66
A0078,1772486438000,94.79
A0079,1767248640000,48.03
A0079,1773135880000,94.95
A0080,1767284027000,52.97
A0080,1773849379000,89.01
A0081,1767264053000,48.52
A0081,1772999666000,90.7
A0082,1767388150000,42.19
A0082,1773683641000,14.86
A0083,1767243273000,45.93
A0083,1773503523000,8.81
A0084,1767354698000,32.54
A0084,1774300433000,88.36
A0085,1767246352000,57.96
A0085,1773109247000,5.89
A0086,1767252995000,55.32
A0086,1773453916000,87.17
A0087,1767359897000,48.38
A0087,1773319166000,88.06
A0088,1767225779000,49.61
A0088,1772792881000,11.01
A0089,1767268715000,52.44
A0089,1773067407000,7.92
A0090,1767263822000,48.76
A0090,1773491893000,89.99
A0091,1767232028000,46.69
A0091,1773838408000,92.49
A0092,1767381804000,51.24
A0092,1772823214000,90.4
A0093,1767350229000,52.58
A0093,1772833481000,14.14
A0094,1767370541000,49.86
A0094,1773756898000,10.3
A0095,1767293645000,55.47
A0095,1774551175000,89.83
A0096,1767325154000,62.09
A0096,1773541395000,6.71
A0097,1767304001000,52.12
A0097,1773901228000,89.32
A0098,1767355944000,45.81
A0098,1774321315000,93.29
A0099,1767384078000,52.93
A0099,1772872490000,88.33
