R00000,1770129780000
R00001,1770381960000
R00002,1770287880000
R00003,1770075480000
R00004,1770215520000
R00005,1770033600000
R00006,1770661680000
R00007,1769995980000
R00008,1769999280000
R00009,1770255480000
R00010,1770367440000
R00011,1770130740000
R00012,1769971800000
R00013,1770482880000
R00014,1770468480000
R00015,1770317100000
R00016,1770081300000
R00017,1770366120000
R00018,1770480300000
R00019,1770453900000
R00020,1770268800000
R00021,1770146640000
R00022,1770201720000
R00023,1770486480000
R00024,1769966040000
R00025,1770067260000
R00026,1770051960000
R00027,1770445080000
R00028,1770457560000
R00029,1770274200000
R00030,1770409860000
R00031,1770350280000
R00032,1770060420000
R00033,1770423900000
R00034,1770303720000
R00035,1770458340000
R00036,1770100380000
R00037,1770260760000
R00038,1770045360000
R00039,1770105180000
R00040,1770278400000
R00041,1770277320000
R00042,1770461220000
R00043,1770389280000
R00044,1770068400000
R00045,1770061440000
R00046,1770503940000
R00047,1770327480000
R00048,1770081900000
R00049,1770362520000
R00050,1770403140000
R00051,1770282300000
R00052,1769978280000
R00053,1770380640000
R00054,1770410880000
R00055,1770045060000
R00056,1770121860000
R00057,1770530940000
R00058,1769933100000
R00059,1769986320000
R00060,1770096720000
R00061,1770383040000
R00062,1770346860000
R00063,1769911020000
R00064,1770396060000
R00065,1770367320000
R00066,1770501900000
R00067,1770050880000
R00068,1770086460000
R00069,1770258540000
R00070,1770042540000
R00071,1770127680000
R00072,1770539700000
R00073,1770259200000
R00074,1769935020000
R00075,1770249000000
R00076,1769972100000
R00077,1770370020000
R00078,1770197820000
R00079,1770280980000
R00080,1769951640000
R00081,1770375960000
R00082,1769911140000
R00083,1770499620000
R00084,1770307860000
R00085,1770319800000
R00086,1770484080000
R00087,1770341700000
R00088,1770331380000
R00089,1770238140000
R00090,1770206340000
R00091,1769930220000
R00092,1770073860000
R00093,1770128100000
R00094,1770363420000
R00095,1770319980000
R00096,1770368640000
R00097,1770209460000
R00098,1770410040000
R00099,1770382500000
R00100,1769933340000
R00101,1770070920000
R00102,1770441840000
R00103,1770431700000
R00104,1770357720000
R00105,1770328440000
R00106,1770138480000
R00107,1770517560000
R00108,1770041820000
R00109,1770428880000
R00110,1770178080000
R00111,1770389580000
R00112,1770004800000
R00113,1770454140000
R00114,1770535980000
R00115,1769951340000
R00116,1770179700000
R00117,1770410460000
R00118,1770263400000
R00119,1770211620000
R00120,1770327000000
R00121,1770407340000
R00122,1770126000000
R00123,1770088740000
R00124,1769937540000
R00125,1770148860000
R00126,1770211740000
R00127,1770458700000
R00128,1770250320000
R00129,1770136680000
R00130,1770332220000
R00131,1770285360000
R00132,1770029160000
R00133,1769970000000
R00134,1769983140000
R00135,1770062580000
R00136,1770226080000
R00137,1770322140000
R00138,1770407220000
R00139,1770182580000
R00140,1769947500000
R00141,1770620760000
R00142,1770245400000
R00143,1770196500000
R00144,1770427260000
R00145,1770340980000
R00146,1770084060000
R00147,1769955000000
R00148,1769988060000
R00149,1770393300000
R00150,1769967240000
R00151,1770091440000
R00152,1770408720000
R00153,1770238740000
R00154,1770024480000
R00155,1770060420000
R00156,1770185760000
R00157,1770386460000
R00158,1770274140000
R00159,1770033120000
R00160,1770014460000
R00161,1770056100000
R00162,1770370620000
R00163,1770191160000
R00164,1770208920000
R00165,1770127440000
R00166,1769981820000
R00167,1770122940000
R00168,1769973540000
R00169,1770318540000
R00170,1770581340000
R00171,1770226260000
R00172,1770364440000
R00173,1770345480000
R00174,1770300060000
R00175,1770225960000
R00176,1770038040000
R00177,1769974440000
R00178,1770617580000
R00179,1770379920000
R00180,1770407640000
R00181,1770249060000
R00182,1770471180000
R00183,1769923740000
R00184,1770303000000
R00185,1770402660000
R00186,1770411600000
R00187,1769970540000
R00188,1770461520000
R00189,1770136560000
R00190,1770268440000
R00191,1770312060000
R00192,1770294240000
R00193,1770234780000
R00194,1770155940000
R00195,1770032940000
R00196,1770083040000
R00197,1770127860000
R00198,1769962680000
R00199,1770114000000
R00200,1770606000000
R00201,1770412380000
R00202,1769979840000
R00203,1770301800000
R00204,1770388980000
R00205,1770222360000
R00206,1770369780000
R00207,1770621120000
R00208,1770309660000
R00209,1770328080000
R00210,1770131160000
R00211,1770159540000
R00212,1770330300000
R00213,1770024240000
R00214,1770138060000
R00215,1770458760000
R00216,1770043680000
R00217,1770098880000
R00218,1770043500000
R00219,1770445500000
R00220,1770338160000
R00221,1770060360000
R00222,1770372360000
R00223,1770412320000
R00224,1770016920000
R00225,1770107460000
R00226,1770289800000
R00227,1770110760000
R00228,1769987280000
R00229,1770459780000
R00230,1770151140000
R00231,1769982240000
R00232,1769922900000
R00233,1770351240000
R00234,1769960160000
R00235,1769965380000
R00236,1770155880000
R00237,1770183120000
R00238,1770113640000
R00239,1770112980000
R00240,1770355500000
R00241,1770286500000
R00242,1770046860000
R00243,1770331380000
R00244,1770287400000
R00245,1770275760000
R00246,1770276120000
R00247,1770191040000
R00248,1770275160000
R00249,1770167820000
R00250,1769920320000
R00251,1770417840000
R00252,1770021000000
R00253,1770068220000
R00254,1770376320000
R00255,1770128460000
R00256,1770438840000
R00257,1770386700000
R00258,1770039600000
R00259,1770599760000
R00260,1770478860000
R00261,1770108900000
R00262,1770370860000
R00263,1770191160000
R00264,1770150120000
R00265,1770142380000
R00266,1769970720000
R00267,1770364680000
R00268,1770538020000
R00269,1770235680000
R00270,1770449340000
R00271,1770157920000
R00272,1770010980000
R00273,1770481980000
R00274,1769989140000
R00275,1770125640000
R00276,1770527580000
R00277,1770181560000
R00278,1770547860000
R00279,1770019320000
R00280,1769993640000
R00281,1770119760000
R00282,1770048000000
R00283,1769966160000
R00284,1770306720000
R00285,1770188220000
R00286,1770019680000
R00287,1770153480000
R00288,1769934240000
R00289,1770133860000
R00290,1770329100000
R00291,1770571140000
R00292,1770411900000
R00293,1770327120000
R00294,1770184800000
R00295,1770268680000
R00296,1770483300000
R00297,1769955780000
R00298,1770345960000
R00299,1770045900000
R00300,1770348780000
R00301,1770264180000
R00302,1770432060000
R00303,1770321540000
R00304,1770766920000
R00305,1770200580000
R00306,1770503340000
R00307,1770079020000
R00308,1770341280000
R00309,1770147600000
