account_id,event_time,amount,balance
A0000,1767240625000,161.42,3998.25
A0000,1769295143000,7.9,3301.91
A0000,1770877138000,7.42,3179.05
A0000,1771903708000,87.08,3698.07
A0000,1772867785000,16.44,3842.9
A0000,1774468145000,150.37,3155.76
A0000,1774967559000,57.77,3546.9
A0001,1767265611000,26.58,8634.79
A0001,1767627721000,51.26,8739.89
A0001,1768433038000,39.83,8898.96
A0001,1769134552000,27.72,8561.62
A0001,1770411020000,13.63,8254.07
A0001,1772371743000,18.65,8304.29
A0001,1774977448000,33.03,8277.34
A0002,1767285839000,1.79,302.13
A0002,1767423092000,15.9,428.75
A0002,1767963054000,17.99,891.13
A0002,1769801147000,5.69,1153.8
A0002,1770760427000,27.71,1126.14
A0002,1772276204000,19.02,495.05
A0002,1772594041000,2.15,1019.83
A0002,1772947819000,199.77,1827.71
A0003,1767262419000,136.81,4662.65
A0003,1768135900000,32.39,5214.18
A0003,1768390180000,57.42,5818.57
A0003,1768927693000,73.58,5326.28
A0003,1770877936000,20.84,5507.99
A0003,1771975854000,78.81,5392.87
A0003,1772556541000,2.4,5493.81
A0003,1774887608000,29.56,5078.51
A0004,1767294874000,73.45,7397.28
A0004,1767892610000,9.02,6470.47
A0004,1769588012000,94.65,6170.58
A0004,1772045592000,14.27,6502.17
A0004,1773119406000,61.89,6243.21
A0004,1773729678000,32.66,6235.28
A0004,1774472024000,99.11,5787.01
A0005,1767285007000,4.63,7455.55
A0005,1769099039000,47.96,7577.1
A0005,1769190795000,21.14,8159.0
A0005,1770430815000,47.41,8277.28
A0005,1773198144000,139.79,7790.74
A0006,1767286239000,13.9,3158.11
A0006,1767401622000,28.36,3441.4
A0006,1767798455000,15.81,3403.28
A0006,1768700675000,59.46,3616.19
A0006,1768915440000,19.95,2858.58
A0006,1770611117000,104.26,3047.11
A0006,1771597307000,39.72,3235.71
A0006,1773355802000,52.41,2268.0
A0007,1767275694000,51.91,5700.11
A0007,1767560053000,48.57,4942.83
