query_id,embedding
Q000,"[-6.650512, 3.467605, -3.459289, -5.735591, -2.490892, -0.342112, -0.80942, -1.509892, 0.635312, -0.774632, -7.788094, 8.144828, 3.870006, -1.661152, 5.576315, -5.538594]"
Q001,"[0.581205, 0.666572, -0.39606, -3.82933, 0.246517, 0.889586, -3.399457, -1.308945, 4.325689, -2.079879, 4.582183, -0.804584, 2.959123, -1.763643, 6.282182, -1.987525]"
Q002,"[-2.013042, -4.639401, 0.138298, 0.826169, 2.950144, 0.651175, 2.618589, -2.090275, 0.071965, -0.725021, -4.037132, 0.997643, 4.637823, 0.371382, 0.187322, 3.954547]"
Q003,"[-0.317481, -3.685313, -1.12713, 0.6611, 2.122788, 1.453706, 4.047089, -2.099093, 0.823554, -0.070535, -2.435068, 1.047025, 3.637066, -0.811876, 0.702829, 3.69536]"
Q004,"[-6.599957, 2.583241, -4.405342, -5.600851, -0.766697, -1.751242, -2.8542, -1.502299, 0.90604, -2.24079, -8.45278, 7.611269, 3.927867, -3.171292, 5.524231, -6.101484]"
Q005,"[-6.056389, 3.775327, -4.310537, -5.946876, -1.687217, -1.383806, -3.200693, -1.938918, 0.797025, -1.906046, -8.207869, 8.146357, 3.195204, -3.383914, 5.746285, -6.430235]"
Q006,"[3.866583, -2.793519, 2.157168, 0.446931, -1.377854, 4.554511, -2.947739, 1.226741, -0.775943, -0.033279, 4.300364, -0.709238, -1.877613, -0.188612, -2.151195, -0.709412]"
Q007,"[-0.016126, -0.720196, -0.188729, -3.262402, 1.676051, 1.250052, -3.559034, -0.590393, 2.516347, -1.40918, 5.330809, -0.50949, 3.951032, -3.482796, 5.819917, -2.456703]"
Q008,"[3.837918, -3.605268, 1.72973, -0.499051, -1.421664, 3.887196, -2.64502, 1.639784, -0.923213, -1.607386, 4.838521, -0.153, -0.888685, -0.215188, -2.861409, -1.116105]"
Q009,"[-8.74352, 5.362776, -2.28242, 1.644872, 4.381288, 3.84791, 0.392161, 3.184311, -3.793402, -2.04201, 2.675257, -4.163782, -4.332574, 0.100951, 1.455916, -0.058514]"
Q010,"[-9.152763, 4.920629, -2.329092, 0.710455, 4.460142, 4.283383, 1.523542, 3.129147, -3.345062, -2.171876, 2.515054, -2.030644, -4.924146, 0.014569, 1.941529, -0.654546]"
Q011,"[-8.928388, 5.114024, -1.083394, 0.832478, 4.793145, 4.637971, 1.930714, 3.690789, -2.179483, -2.170268, 3.409447, -3.925384, -4.902647, -0.036764, 1.300326, -0.990346]"
Q012,"[-5.846645, 3.153312, -4.398567, -7.068634, -1.840676, -2.859621, -1.083992, -2.309933, 0.925901, -1.370183, -8.984545, 8.67178, 2.85608, -2.941249, 5.880219, -6.173971]"
Q013,"[-8.005486, 4.847222, -1.391295, 0.748446, 4.177401, 2.764636, 0.785269, 3.698683, -3.702408, -1.922405, 2.092488, -1.978107, -4.85378, -1.10215, 2.347071, -0.90899]"
Q014,"[-1.584969, -3.44112, -0.541011, -0.056749, 2.740469, 1.478005, 3.910619, -2.370162, 0.275667, 0.13454, -3.785675, 1.314587, 2.996761, -0.115115, -0.575537, 4.095766]"
Q015,"[-2.433439, -4.878496, -0.46805, 0.088692, 3.043136, 1.286026, 3.40886, -2.647452, 1.278939, -0.710159, -5.309088, 0.376856, 4.250105, 0.129026, 1.178926, 2.50049]"
Q016,"[-0.571126, -0.591349, -0.282142, -2.845499, 1.135039, 0.551299, -3.293438, -1.839767, 4.39641, -2.113039, 3.756083, -1.324754, 4.520303, -1.62905, 6.653195, -2.609659]"
Q017,"[-1.137757, -4.271575, -1.048969, -0.120234, 1.848828, 1.021988, 3.771394, -1.556487, 1.072308, -0.059583, -2.694478, 0.631884, 3.824191, -0.556066, -0.577467, 2.417722]"
Q018,"[-2.200523, -3.475979, -0.46739, 0.025514, 2.787759, 2.742945, 3.028194, -1.67722, 2.408422, -0.695923, -3.902147, 0.371462, 3.376683, -0.000357, 0.182809, 2.785318]"
Q019,"[0.170676, 0.41074, -0.317992, -0.931476, 0.833977, -0.134179, -1.755106, -1.923455, 3.969572, -1.568135, 4.628767, -2.065972, 4.447399, -3.025757, 6.013088, -1.875272]"
Q020,"[-7.88788, 5.479409, -2.142786, -0.622702, 5.099911, 3.657757, 0.047441, 2.677556, -3.616679, -1.488413, 1.954769, -3.478778, -5.143731, -0.59742, 2.708908, -0.162965]"
Q021,"[4.461962, -2.1056, 2.086656, 0.2701, -1.286775, 3.619983, -3.204076, 1.272023, 0.357098, -0.862783, 4.259732, -0.078095, -1.486432, -0.41726, -2.172952, -0.514168]"
Q022,"[-4.505072, -1.466629, 2.768989, 1.218288, 0.204878, 3.243084, -1.745151, -4.26696, 4.439262, 0.276161, -0.286186, 1.078589, -1.292568, 2.11452, 3.116352, -2.424099]"
Q023,"[-0.931283, -3.925224, -1.91009, 0.375866, 1.890175, 1.785736, 3.41086, -2.458407, 0.572989, -1.058054, -3.835676, 1.214272, 4.37478, -0.475733, 0.358329, 2.411076]"
Q024,"[-1.709613, -4.241873, 0.496001, 0.923741, 2.785722, 1.262498, 3.334668, -2.353295, 0.135198, -1.167961, -3.52317, 0.226074, 4.208738, -0.40659, 1.13833, 2.440243]"
