account_id,event_time,amount,balance
A0000,1770066955000,361.53,5505.08
A0001,1768411575000,66.43,7032.03
A0001,1772350148000,42.96,7543.58
A0008,1769795920000,70.01,4072.54
A0008,1771179960000,24.33,3730.52
A0009,1772875643000,16.8,7086.23
A0010,1771798496000,9.76,4108.32
A0011,1767307715000,28.08,7609.89
A0012,1772968297000,3.49,3597.13
A0015,1771208787000,15.39,3064.9
A0016,1770128694000,61.38,4387.88
A0016,1771186725000,21.9,4197.89
A0017,1769291290000,64.14,4686.63
A0017,1769790385000,18.94,4851.31
A0018,1772579892000,40.02,3237.62
A0019,1767287555000,10.58,2699.9
A0019,1772729350000,12.62,2767.35
A0021,1770146106000,13.28,4726.63
A0021,1770977179000,24.29,4458.62
A0024,1768800848000,7.74,7626.93
A0027,1771847695000,26.19,8355.52
A0030,1767233573000,46.5,2824.26
A0030,1771776967000,6.28,3070.58
A0034,1767630638000,40.94,7376.3
A0034,1770230441000,81.09,7276.65
A0035,1767262364000,62.78,4239.53
A0036,1767236001000,25.27,5693.7
A0036,1769575994000,39.44,5741.22
A0036,1769797293000,38.66,5653.2
A0037,1771378373000,170.44,3879.49
A0038,1767236588000,68.83,4507.47
A0038,1770185178000,182.2,5285.75
A0038,1772961088000,80.22,5883.56
A0039,1771803838000,10.94,6929.89
A0045,1771264689000,38.72,2520.2
A0047,1770173457000,12.1,8103.55
A0048,1772894559000,22.46,2474.28
A0049,1769535340000,11.42,1132.33
A0049,1771009841000,31.63,1294.09
A0052,1770554417000,89.81,4106.86
A0052,1771037071000,52.3,4633.16
A0053,1769695481000,11.72,5844.86
A0055,1769876203000,45.36,6348.11
A0058,1772351433000,27.06,3339.08
A0060,1769762588000,6.08,944.35
A0064,1769114376000,91.69,6065.12
A0064,1771774556000,9.48,6056.43
A0069,1767939030000,28.07,6002.77
A0070,1767293380000,167.45,3006.82
A0070,1767960327000,30.66,3378.45
A0071,1770286665000,8.76,4949.32
A0071,1771222486000,91.46,5174.69
A0073,1767251526000,64.73,4174.03
A0074,1768965152000,87.66,3695.71
A0074,1771423218000,75.4,4170.52
A0075,1767273762000,50.78,5775.3
A0079,1769648843000,24.67,6780.28
A0081,1769124961000,13.83,3380.81
A0082,1767287586000,28.33,3959.86
A0083,1771725901000,53.75,4216.03
A0085,1771099320000,102.47,5618.01
A0087,1769264535000,60.68,4866.46
A0093,1767273881000,264.87,7654.62
A0093,1770412144000,42.27,7898.42
A0093,1770575938000,45.7,8484.22
A0093,1771435231000,8.67,8767.88
A0095,1767290061000,21.15,7547.24
A0095,1770589752000,76.23,7648.23
A0098,1767683112000,14.05,5837.72
A0098,1772618056000,40.54,5968.47
