R00000,1770045960000
R00001,1770270480000
R00002,1770358380000
R00003,1770457560000
R00004,1770482100000
R00005,1770403800000
R00006,1770060420000
R00007,1769981220000
R00008,1770333240000
R00009,1770367080000
R00010,1770088620000
R00011,1770388140000
R00012,1770067860000
R00013,1769967540000
R00014,1770166980000
R00015,1770172260000
R00016,1770588240000
R00017,1770503580000
R00018,1770577200000
R00019,1770489660000
R00020,1770049920000
R00021,1770229740000
R00022,1770465300000
R00023,1770132900000
R00024,1770196680000
R00025,1770245640000
R00026,1770482460000
R00027,1770014640000
R00028,1770314520000
R00029,1770276240000
R00030,1769913000000
R00031,1770656220000
R00032,1769932140000
R00033,1770402120000
R00034,1769925120000
R00035,1770310740000
R00036,1770312180000
R00037,1770095520000
R00038,1770141180000
R00039,1770202680000
R00040,1770707640000
R00041,1770281460000
R00042,1770061800000
R00043,1770494820000
R00044,1770617340000
R00045,1770162240000
R00046,1770339300000
R00047,1769916420000
R00048,1769965800000
R00049,1770300360000
R00050,1769987580000
R00051,1770293640000
R00052,1770136740000
R00053,1770434040000
R00054,1769976540000
R00055,1770386760000
R00056,1770321720000
R00057,1770323880000
R00058,1769965020000
R00059,1770377100000
R00060,1770326880000
R00061,1770177600000
R00062,1770192420000
R00063,1770361740000
R00064,1770327300000
R00065,1770022560000
R00066,1770480660000
R00067,1770007440000
R00068,1770110160000
R00069,1769937840000
R00070,1770345660000
R00071,1770490200000
R00072,1770000120000
R00073,1770361080000
R00074,1770413820000
R00075,1770434340000
R00076,1770183180000
R00077,1770266940000
R00078,1770021720000
R00079,1770479940000
R00080,1770251520000
R00081,1770496740000
R00082,1770405540000
R00083,1770449280000
R00084,1770330060000
R00085,1770484200000
R00086,1770071760000
R00087,1769944620000
R00088,1770448980000
R00089,1770021720000
R00090,1769976240000
R00091,1770471180000
R00092,1770342060000
R00093,1770421980000
R00094,1770226440000
R00095,1770051360000
R00096,1770484740000
R00097,1770405900000
R00098,1770373020000
R00099,1770311880000
R00100,1769940420000
R00101,1770446100000
R00102,1769946120000
R00103,1770078960000
R00104,1770266700000
R00105,1770537900000
R00106,1769923800000
R00107,1770349440000
R00108,1770297840000
R00109,1769946180000
R00110,1769988600000
R00111,1770063060000
R00112,1770478560000
R00113,1769939940000
R00114,1770072180000
R00115,1770361920000
R00116,1770501900000
