account_id,event_time,sessions_7d
A0000,1767310287000,26
A0000,1767919116000,5
A0000,1768539726000,32
A0000,1769162257000,26
A0000,1769761957000,14
A0000,1770389463000,10
A0000,1770996913000,15
A0000,1771536679000,9
A0000,1772196859000,21
A0000,1772783499000,36
A0000,1773384829000,29
A0000,1773994574000,39
A0000,1774562893000,14
A0001,1767320396000,9
A0001,1767878408000,16
A0001,1768548107000,9
A0001,1769110936000,21
A0001,1769752251000,21
A0001,1770296867000,29
A0001,1770938571000,30
A0001,1771512262000,37
A0001,1772137853000,7
A0001,1772769208000,29
A0001,1773328362000,14
A0001,1773928446000,36
A0001,1774530987000,35
A0002,1767240960000,33
A0002,1767883360000,0
A0002,1768529055000,11
A0002,1769107460000,5
A0002,1769655816000,7
A0002,1770260879000,37
A0002,1770891552000,2
A0002,1771550930000,28
A0002,1772136407000,31
A0002,1772689468000,16
A0002,1773338948000,35
A0002,1773930483000,3
A0002,1774507780000,14
A0003,1767314655000,11
A0003,1767932797000,22
A0003,1768459497000,24
A0003,1769064552000,2
A0003,1769743709000,27
A0003,1770280273000,0
A0003,1770913426000,24
A0003,1771533639000,11
A0003,1772109317000,27
A0003,1772745685000,14
A0003,1773359336000,32
A0003,1773965828000,14
A0003,1774556927000,34
A0004,1767363693000,12
A0004,1767963100000,33
A0004,1768564444000,30
A0004,1769141306000,16
A0004,1769803538000,12
A0004,1770334069000,32
A0004,1770974553000,19
A0004,1771547413000,31
A0004,1772186122000,20
A0004,1772759275000,33
A0004,1773387859000,0
A0004,1774017450000,10
A0004,1774592957000,11
A0005,1767289682000,6
A0005,1767964502000,15
A0005,1768557446000,9
A0005,1769182122000,32
A0005,1769766123000,6
A0005,1770311672000,29
A0005,1770966962000,26
A0005,1771565269000,4
A0005,1772147827000,38
A0005,1772755257000,29
A0005,1773347469000,10
A0005,1774021846000,5
A0005,1774576112000,23
A0006,1767312010000,30
A0006,1767964193000,9
A0006,1768498223000,36
A0006,1769176891000,35
A0006,1769751993000,6
A0006,1770340236000,28
A0006,1770994417000,1
A0006,1771523956000,24
A0006,1772186121000,16
A0006,1772798489000,39
A0006,1773417253000,7
A0006,1773955737000,21
A0006,1774563951000,38
A0007,1767284821000,35
A0007,1767916357000,11
A0007,1768514028000,4
A0007,1769152709000,34
A0007,1769726911000,30
A0007,1770361108000,14
A0007,1770904378000,27
A0007,1771544298000,15
A0007,1772178806000,19
A0007,1772783564000,13
A0007,1773346370000,20
A0007,1773963719000,6
A0007,1774612878000,24
A0008,1767332201000,15
A0008,1767919473000,15
A0008,1768492343000,24
A0008,1769137234000,33
A0008,1769705070000,16
A0008,1770381688000,36
A0008,1770965659000,39
A0008,1771573980000,4
A0008,1772178720000,34
A0008,1772804782000,34
A0008,1773370091000,11
A0008,1773955570000,14
A0008,1774563637000,31
A0009,1767288692000,18
A0009,1767909631000,10
A0009,1768474331000,7
A0009,1769125500000,35
A0009,1769698724000,19
A0009,1770368126000,11
A0009,1770952845000,3
A0009,1771557215000,1
A0009,1772175417000,31
A0009,1772777755000,30
A0009,1773364353000,10
A0009,1773965334000,33
A0009,1774547717000,9
A0010,1767351390000,9
A0010,1767999666000,9
A0010,1768576038000,24
A0010,1769128819000,37
A0010,1769778949000,20
A0010,1770351518000,28
A0010,1770977584000,35
A0010,1771585485000,30
A0010,1772191236000,32
