account_id,event_time,amount,balance
A0000,1769491051000,25.16,7112.53
A0000,1772200756000,19.23,7813.87
A0001,1767910080000,18.94,4980.1
A0002,1772406830000,24.44,5032.71
A0005,1767258424000,57.8,5866.85
A0006,1767747271000,17.47,7283.15
A0008,1768214556000,5.98,3532.13
A0008,1771125237000,17.07,3444.27
A0009,1767530597000,23.71,6888.71
A0011,1768145243000,57.08,5021.95
A0012,1769019469000,67.86,2251.91
A0012,1769919274000,116.97,2604.96
A0013,1772401327000,74.65,8268.42
A0015,1771190839000,47.15,5495.12
A0015,1771652685000,162.62,4908.97
A0017,1771908569000,33.82,6308.92
A0019,1771041179000,48.24,3194.78
A0022,1769086842000,32.22,8994.0
A0023,1767622404000,55.17,8725.46
A0023,1769016568000,24.55,9013.6
A0024,1767273572000,62.92,6128.57
A0026,1770643639000,47.52,1842.71
A0030,1769126288000,11.49,4962.35
A0031,1771465188000,4.96,10432.98
A0032,1767235885000,39.33,6021.99
A0033,1767895522000,23.06,3381.6
A0033,1772258609000,182.62,3913.77
A0034,1770310539000,72.45,7554.4
A0035,1771051103000,19.46,7142.83
A0035,1771252743000,60.25,6612.1
A0037,1767291044000,10.72,-201.04
A0037,1767478366000,18.38,57.51
A0038,1771129218000,65.85,7336.31
A0039,1767251215000,6.3,4096.55
A0041,1771914249000,321.45,3982.97
A0043,1772439152000,23.94,2903.05
A0044,1771195809000,24.11,6580.04
A0045,1770777541000,41.06,560.13
A0045,1772733654000,49.55,832.91
A0048,1767301568000,24.94,4387.44
A0048,1769427623000,3.96,3427.34
A0053,1768074382000,20.62,1148.0
A0053,1771306752000,24.53,1524.75
A0053,1772091032000,67.29,1263.98
A0055,1769980853000,42.38,3704.56
A0055,1770568380000,8.51,3444.58
A0057,1772230047000,18.48,5609.44
A0061,1767885641000,60.88,2677.14
A0061,1770003820000,58.49,2872.17
A0061,1771309508000,10.42,2979.7
A0064,1772634259000,31.29,4408.17
A0068,1768784687000,350.76,7500.57
A0071,1767284429000,29.93,1590.86
A0071,1770093865000,48.46,402.88
A0072,1770004013000,16.72,5144.66
A0073,1771485505000,4.28,1947.13
A0077,1769907697000,20.11,3675.7
A0078,1768489924000,45.85,6942.35
A0081,1771564784000,16.15,7819.09
A0083,1769383928000,26.67,4383.81
A0084,1771966305000,79.91,4982.49
A0087,1771439307000,35.75,4551.01
A0090,1771467701000,72.01,6395.77
A0090,1772697634000,64.18,5736.43
A0094,1767274998000,6.28,5103.83
A0096,1771714675000,24.43,2438.05
A0096,1772896465000,22.93,2837.12
A0099,1769582368000,53.65,8020.04
