item_id,e1,e2,e3,e4,e5,e6,e7,e8
I0000,-0.3164,-1.5196,-0.4038,1.712,0.0737,-1.3983,-0.231,0.5839
I0001,-1.4873,-0.2881,0.6586,0.0315,1.3896,0.1336,-2.0554,-1.6531
I0002,-1.6239,1.2287,0.1362,-0.7654,1.4867,-0.6255,-0.0875,-1.1124
I0003,1.6658,0.875,-0.035,-0.4374,0.2195,-1.3854,1.1829,0.5199
I0004,0.8503,0.0411,-0.7617,-1.0853,0.6813,-0.0273,1.068,1.5349
I0005,0.3235,0.4458,0.2308,1.1173,0.0294,-1.2583,-1.2007,-2.1147
I0006,0.984,-2.2955,-1.6405,-2.1526,-0.6861,0.1627,-0.3687,-0.3321
I0007,-0.2227,0.2206,0.1562,-0.35,0.3451,-1.2534,0.778,0.4518
I0008,1.4714,-0.193,0.5396,1.3942,-0.1414,-0.4345,1.1878,0.5569
I0009,-0.5858,1.2867,-1.0572,-1.0703,0.5626,0.9357,0.1229,0.1463
I0010,0.6374,0.6402,0.5598,-1.4751,-0.6776,-0.0527,-0.253,0.5998
I0011,0.6265,0.4622,-0.6698,-0.3186,-0.7541,-2.4303,-1.1503,1.2511
I0012,0.4096,0.4651,-2.2199,-0.7158,-0.5799,0.0904,-0.3203,0.7931
I0013,-0.9823,-0.0467,0.4078,-0.2975,-0.2828,-0.8224,-0.8033,-0.2904
I0014,0.1476,0.7643,-1.7026,0.45,1.2263,0.9734,0.0316,-2.1971
I0015,1.9892,-1.1368,-0.2609,-0.4956,-0.6616,0.7351,0.366,-0.4169
I0016,0.4096,0.4651,-2.2199,-0.7158,-0.5799,0.0904,-0.3203,0.7931
I0017,0.3771,-1.191,-0.8808,1.889,-1.5708,-0.8129,0.2593,0.0744
I0018,-1.3131,-0.5767,-0.0651,-0.0273,1.3272,-0.2649,1.0421,-1.7859
I0019,1.1176,-0.4878,-0.3009,0.0548,-0.2927,0.0077,-1.5054,-0.1216
I0020,-1.694,-1.3964,-0.436,0.0249,0.2867,0.7035,0.0341,-0.4314
I0021,-1.064,0.0333,0.2238,1.7854,-0.2702,-0.9044,-0.7787,-0.682
I0022,-0.6762,-1.1836,1.2237,-0.5776,0.9422,1.423,0.6463,-1.0539
I0023,-0.3998,0.4853,-0.0773,1.0829,1.2515,0.4903,0.5956,0.7106
I0024,-1.3626,-0.0992,0.5161,-0.2935,-0.1729,-0.2548,-1.7113,-0.0372
I0025,-0.8133,0.3563,0.2964,0.4906,0.1707,0.1908,0.434,-0.1129
I0026,-0.08,-0.0495,0.9402,-0.5131,1.8539,-0.0827,0.7453,0.9525
I0027,0.2377,0.2402,0.1013,-1.6329,1.9007,-0.0123,-0.7089,1.5464
I0028,-0.3284,0.9586,-2.6767,0.5481,-0.6297,0.1401,0.8939,0.3297
I0029,-0.6512,0.5822,0.3633,-1.2811,-1.5048,0.2073,-0.7472,-0.0347
I0030,-0.2993,1.4302,-2.4563,0.9464,0.2395,-0.1494,-0.8418,-0.2629
I0031,-1.6438,-0.5367,0.4094,-2.7306,0.5825,-0.3388,-1.6405,-0.4906
I0032,0.3337,-1.6108,0.3719,-0.0628,-1.5343,-0.3244,-1.1594,-1.2607
I0033,-1.009,-0.7487,0.9203,0.2388,-0.0271,0.2603,-0.5839,0.4723
