account_id,event_time,health_score
A0000,1767241770000,44.29
A0000,1773779817000,11.5
A0001,1767334640000,44.59
A0001,1773430616000,91.45
A0002,1767329159000,53.96
A0002,1773213924000,91.45
A0003,1767304879000,55.22
A0003,1773058964000,90.97
A0004,1767283385000,42.54
A0004,1774057995000,11.08
A0005,1767371368000,47.38
A0005,1773305339000,94.97
A0006,1767360292000,44.77
A0006,1773899863000,7.88
A0007,1767292384000,65.63
A0007,1774288896000,11.15
A0008,1767253268000,50.27
A0008,1773168832000,6.61
A0009,1767332959000,45.66
A0009,1772735118000,10.06
A0010,1767306665000,46.46
A0010,1774655941000,90.73
A0011,1767328734000,49.36
A0011,1773717064000,86.33
A0012,1767291675000,56.85
A0012,1773917134000,89.75
A0013,1767396053000,48.41
A0013,1773950455000,91.58
A0014,1767268173000,49.66
A0014,1772992172000,85.51
A0015,1767351508000,53.56
A0015,1772881137000,90.37
A0016,1767257067000,51.43
A0016,1772779679000,10.21
A0017,1767269998000,44.16
A0017,1774025523000,14.78
A0018,1767358538000,44.89
A0018,1773770839000,91.49
A0019,1767364691000,52.55
A0019,1773901429000,7.67
A0020,1767257835000,48.23
A0020,1772753507000,87.76
A0021,1767243284000,61.3
A0021,1774187885000,87.79
A0022,1767242589000,58.02
A0022,1774584027000,12.72
A0023,1767249500000,43.18
A0023,1774556389000,14.48
A0024,1767386304000,44.91
A0024,1773376115000,13.13
A0025,1767277667000,50.49
A0025,1774187600000,86.42
A0026,1767338907000,54.67
A0026,1773541744000,11.89
A0027,1767262981000,59.13
A0027,1773507089000,86.4
A0028,1767353274000,47.93
A0028,1772392015000,88.29
A0029,1767269227000,46.58
A0029,1773816615000,91.68
A0030,1767308989000,50.32
A0030,1773679791000,86.46
A0031,1767346143000,37.72
A0031,1773987726000,89.71
A0032,1767326550000,52.64
A0032,1772923290000,86.99
A0033,1767289430000,56.02
A0033,1774102388000,10.6
A0034,1767367311000,58.82
A0034,1773343408000,7.72
A0035,1767260850000,49.19
A0035,1774207938000,93.88
A0036,1767317315000,48.11
A0036,1773221205000,86.97
A0037,1767348151000,48.23
A0037,1773459617000,93.25
A0038,1767355475000,50.63
A0038,1773290622000,89.73
A0039,1767297390000,51.71
A0039,1773744757000,85.71
A0040,1767288624000,51.64
A0040,1773683843000,87.04
A0041,1767335398000,45.14
A0041,1772746928000,92.33
A0042,1767297927000,51.9
A0042,1772854701000,10.97
A0043,1767280527000,50.29
A0043,1773446848000,5.01
A0044,1767393724000,53.02
A0044,1774189226000,90.42
A0045,1767354656000,51.27
A0045,1773277126000,14.27
A0046,1767239571000,52.7
A0046,1773387229000,6.42
A0047,1767354488000,56.49
A0047,1773189335000,93.93
A0048,1767302361000,49.95
A0048,1772779170000,91.23
A0049,1767268523000,49.75
A0049,1773290791000,11.91
A0050,1767360134000,53.52
A0050,1773278202000,91.65
A0051,1767394367000,49.12
A0051,1772977794000,14.19
A0052,1767290157000,48.65
A0052,1773898893000,85.06
A0053,1767268962000,46.88
A0053,1773192543000,6.86
A0054,1767305780000,52.92
A0054,1774456023000,6.76
A0055,1767384289000,49.07
A0055,1772501529000,92.59
A0056,1767393087000,49.71
A0056,1773276137000,87.92
A0057,1767380394000,50.21
A0057,1773289162000,88.99
A0058,1767298788000,49.57
A0058,1774475308000,92.25
A0059,1767257485000,48.86
A0059,1774425602000,14.86
A0060,1767226042000,46.67
A0060,1774128693000,90.86
A0061,1767297947000,48.91
A0061,1774460990000,12.94
A0062,1767390509000,47.53
A0062,1773684436000,8.7
A0063,1767354360000,48.62
A0063,1774024387000,10.66
A0064,1767387562000,41.88
A0064,1772667255000,92.28
A0065,1767334133000,56.4
A0065,1772752525000,10.24
A0066,1767335451000,42.85
A0066,1773073486000,12.48
A0067,1767387724000,49.0
A0067,1773476644000,94.47
A0068,1767288933000,46.08
A0068,1774319108000,12.2
A0069,1767353642000,47.1
A0069,1772810099000,90.27
A0070,1767332715000,48.07
A0070,1773655377000,14.8
A0071,1767371431000,45.31
A0071,1774397412000,10.47
A0072,1767246680000,41.64
A0072,1773706033000,6.05
A0073,1767232342000,45.15
A0073,1773814909000,87.44
A0074,1767370364000,53.57
A0074,1772817823000,14.05
A0075,1767382784000,49.85
A0075,1773493469000,13.22
A0076,1767283642000,59.99
A0076,1774567809000,92.72
A0077,1767367803000,53.8
A0077,1773140897000,92.01
A0078,1767329963000,41.28
A0078,1773603883000,85.26
A0079,1767295837000,49.52
A0079,1772602017000,13.48
A0080,1767243521000,48.92
A0080,1772564261000,90.52
A0081,1767332692000,50.94
A0081,1774216455000,9.77
A0082,1767341369000,47.73
A0082,1773524814000,85.84
A0083,1767369007000,40.73
A0083,1773846447000,86.62
A0084,1767238398000,50.94
A0084,1774137377000,10.78
A0085,1767340033000,51.64
A0085,1774142866000,90.16
A0086,1767255426000,53.23
A0086,1773885347000,93.81
A0087,1767265287000,48.81
A0087,1774428467000,9.85
A0088,1767347326000,48.68
A0088,1772755057000,94.53
A0089,1767293547000,50.54
A0089,1773684327000,93.19
A0090,1767358827000,53.84
A0090,1773741500000,90.49
A0091,1767375601000,56.86
A0091,1774086107000,91.12
A0092,1767338705000,45.88
A0092,1772867383000,90.82
A0093,1767358181000,46.78
A0093,1773037140000,91.33
A0094,1767247658000,52.08
A0094,1773319873000,86.1
A0095,1767268878000,50.86
A0095,1774321246000,10.19
A0096,1767227792000,46.32
A0096,1773153956000,90.93
A0097,1767253971000,45.1
A0097,1773480159000,85.73
A0098,1767275824000,53.28
A0098,1773859241000,8.15
A0099,1767294934000,45.48
A0099,1774042407000,94.56
