user_id,item_id
U0000,I0000
U0000,I0002
U0000,I0026
U0000,I0030
U0000,I0032
U0000,I0056
U0001,I0018
U0001,I0031
U0001,I0033
U0001,I0037
U0001,I0040
U0002,I0015
U0002,I0018
U0002,I0046
U0002,I0047
U0002,I0049
U0003,I0009
U0003,I0013
U0003,I0030
U0003,I0036
U0003,I0045
U0003,I0049
U0003,I0053
U0003,I0055
U0003,I0056
U0003,I0059
U0004,I0002
U0004,I0004
U0004,I0019
U0004,I0020
U0004,I0022
U0004,I0029
U0004,I0034
U0004,I0038
U0004,I0053
U0004,I0054
U0005,I0001
U0005,I0018
U0005,I0019
U0005,I0026
U0005,I0036
U0005,I0037
U0005,I0039
U0005,I0040
U0005,I0046
U0006,I0005
U0006,I0014
U0006,I0018
U0006,I0026
U0006,I0027
U0006,I0035
U0006,I0040
U0006,I0046
U0006,I0054
U0006,I0059
U0007,I0002
U0007,I0014
U0007,I0046
U0007,I0052
U0007,I0059
U0008,I0014
U0008,I0016
U0008,I0027
U0008,I0030
U0008,I0049
U0008,I0052
U0009,I0025
U0009,I0027
U0009,I0034
U0009,I0045
U0009,I0049
U0010,I0001
U0010,I0011
U0010,I0023
U0010,I0036
U0010,I0040
U0010,I0056
U0010,I0058
U0011,I0013
U0011,I0020
U0011,I0021
U0011,I0028
U0011,I0031
U0011,I0040
U0011,I0054
U0011,I0055
U0011,I0057
U0012,I0012
U0012,I0022
U0012,I0031
U0012,I0037
U0012,I0042
U0012,I0044
U0012,I0048
U0012,I0054
U0012,I0057
U0013,I0001
U0013,I0004
U0013,I0024
U0013,I0025
U0013,I0027
U0013,I0029
U0013,I0035
U0013,I0039
U0013,I0055
U0013,I0059
U0014,I0006
U0014,I0016
U0014,I0017
U0014,I0025
U0014,I0028
U0014,I0031
U0014,I0039
U0014,I0050
U0014,I0051
U0015,I0003
U0015,I0009
U0015,I0021
U0015,I0038
U0015,I0039
U0015,I0047
U0015,I0054
U0015,I0057
U0016,I0005
U0016,I0026
U0016,I0036
U0016,I0038
U0016,I0048
U0016,I0054
U0017,I0002
U0017,I0006
U0017,I0018
U0017,I0025
U0017,I0026
U0017,I0027
U0017,I0050
U0017,I0051
U0018,I0002
U0018,I0009
U0018,I0013
U0018,I0025
U0018,I0026
U0018,I0030
U0018,I0033
U0018,I0036
U0018,I0040
U0018,I0059
U0019,I0005
U0019,I0006
U0019,I0035
U0019,I0039
U0019,I0042
U0019,I0059
U0020,I0017
U0020,I0021
U0020,I0024
U0020,I0031
U0020,I0042
U0020,I0051
U0020,I0056
U0020,I0058
U0021,I0020
U0021,I0021
U0021,I0030
U0021,I0033
U0021,I0039
U0021,I0043
U0022,I0013
U0022,I0022
U0022,I0024
U0022,I0041
U0022,I0050
U0023,I0011
U0023,I0038
U0023,I0041
U0023,I0043
U0023,I0049
U0023,I0053
U0024,I0007
U0024,I0011
U0024,I0014
U0024,I0018
U0024,I0057
U0024,I0058
U0025,I0002
U0025,I0010
U0025,I0017
U0025,I0022
U0025,I0053
U0026,I0004
U0026,I0011
U0026,I0014
U0026,I0017
U0026,I0023
U0026,I0036
U0026,I0039
U0026,I0043
U0026,I0046
U0026,I0058
U0027,I0007
U0027,I0024
U0027,I0045
U0027,I0049
U0027,I0052
U0028,I0002
U0028,I0019
U0028,I0029
U0028,I0051
U0028,I0054
U0028,I0059
U0029,I0019
U0029,I0021
U0029,I0023
U0029,I0029
U0029,I0046
U0029,I0047
U0030,I0000
U0030,I0008
U0030,I0013
U0030,I0014
U0030,I0021
U0030,I0033
U0030,I0040
U0030,I0048
U0031,I0001
U0031,I0002
U0031,I0020
U0031,I0039
U0032,I0000
U0032,I0009
U0032,I0012
U0032,I0018
U0032,I0019
U0032,I0030
U0032,I0038
U0032,I0057
U0033,I0013
U0033,I0018
U0033,I0032
U0033,I0040
U0033,I0041
U0033,I0059
U0034,I0007
U0034,I0019
U0034,I0023
U0034,I0028
U0034,I0032
U0034,I0045
U0034,I0054
U0035,I0005
U0035,I0012
U0035,I0018
U0035,I0024
U0035,I0027
U0035,I0036
U0035,I0045
U0035,I0056
U0036,I0000
U0036,I0022
U0036,I0038
U0036,I0044
U0036,I0047
U0036,I0048
U0036,I0053
U0036,I0058
U0037,I0000
U0037,I0002
U0037,I0030
U0037,I0035
U0037,I0043
U0037,I0049
U0037,I0054
U0037,I0058
U0038,I0012
U0038,I0013
U0038,I0016
U0038,I0017
U0038,I0034
U0038,I0040
U0038,I0044
U0038,I0049
U0038,I0053
U0039,I0002
U0039,I0008
U0039,I0023
U0039,I0024
U0039,I0034
U0039,I0038
