R00079,A0010,1772806560000,19.260300000000004,0,19.560000000000002
R00080,A0001,1772810760000,27.533400000000004,0,72.54
R00083,A0015,1772822220000,8.8519,0,55.8
R00089,A0028,1772848200000,0.4674,1,167.60999999999999
R00099,A0043,1772901960000,7.87,1,113.64
R00108,A0039,1772932620000,14.5624,1,30.47
R00123,A0016,1773059700000,4.14865,0,49.230000000000004
R00141,A0036,1773145200000,0.44365,0,4.67
R00147,A0053,1773166860000,20.8081,0,73.35
R00152,A0031,1773178980000,6.34,0,282.50999999999993
R00153,A0045,1773181320000,56.5658,0,66.56
R00163,A0020,1773223080000,0.41705,0,72.76
R00173,A0054,1773304200000,14.097,0,18.99
R00190,A0026,1773400620000,121.97080000000001,0,383.72
R00192,A0004,1773408540000,0.5643,0,66.96000000000001
R00196,A0029,1773414420000,11.6194,0,10.66
R00199,A0055,1773435420000,0.70205,0,7.39
R00212,A0053,1773503280000,1.6007500000000001,1,72.84
R00217,A0006,1773527340000,241.6748,1,267.74
R00222,A0038,1773548340000,0.969,1,28.279999999999998
R00224,A0029,1773554040000,5.892799999999999,1,15.3
R00237,A0013,1773619020000,21.678900000000002,1,200.0
R00245,A0017,1773649140000,1.2958,0,147.55
R00255,A0004,1773687900000,98.3615,0,83.39
R00260,A0027,1773713580000,1.1770500000000002,0,77.75
R00269,A0015,1773759780000,20.0279,0,16.58
R00286,A0012,1773837000000,18.37,0,44.21
R00287,A0007,1773843480000,6.03,0,54.67
R00290,A0032,1773858720000,21.45,0,91.21000000000001
R00293,A0033,1773862080000,2.19545,0,123.3
R00295,A0040,1773864720000,0.6184499999999999,0,20.11
R00314,A0048,1773984960000,20.993400000000005,0,53.91
R00315,A0013,1773991260000,27.642400000000002,0,111.69000000000001
R00317,A0043,1773994080000,74.992,0,68.8
R00323,A0016,1774054860000,12.676700000000002,1,11.63
R00324,A0001,1774057560000,37.5666,1,29.58
R00332,A0058,1774080840000,11.391900000000001,1,56.54
R00334,A0035,1774091220000,1.6225999999999998,1,30.99
R00342,A0040,1774129200000,54.635400000000004,1,63.13
R00347,A0017,1774159320000,28.3718,1,84.18
R00354,A0051,1774186080000,27.85,1,128.44
R00359,A0004,1774212240000,13.3858,1,87.99000000000001
R00363,A0046,1774225140000,2.6029999999999998,0,82.64
R00365,A0024,1774240380000,25.822100000000002,0,236.55
R00372,A0059,1774268580000,28.209200000000003,0,155.07999999999998
R00382,A0005,1774362840000,84.3026,0,203.23
R00383,A0019,1774363080000,55.549800000000005,0,212.51000000000002
R00388,A0052,1774406460000,18.82,0,87.78
R00389,A0000,1774407720000,2.21445,0,23.31
R00433,A0016,1774647480000,12.9274,0,52.82
R00439,A0046,1774686840000,45.4914,1,159.95
R00452,A0027,1774777680000,31.555500000000002,1,66.0
R00476,A0028,1774885320000,42.0958,0,38.62
R00478,A0037,1774922820000,1.2806,0,127.93
R00513,A0049,1775137380000,53.1114,0,50.05
R00516,A0035,1775158560000,13.8557,0,235.21
R00535,A0004,1775270400000,8.49,1,91.66
R00548,A0000,1775346960000,0.95285,1,10.03
R00550,A0040,1775377800000,7.1882,1,77.0
R00564,A0013,1775479320000,51.98,0,51.98
R00575,A0049,1775542140000,1.2597,0,118.12
R00578,A0014,1775557680000,9.36,0,39.61
R00580,A0054,1775564700000,15.11,0,36.55
R00584,A0009,1775573640000,8.567400000000001,0,51.85
R00594,A0044,1775653140000,33.4645,0,45.010000000000005
R00602,A0054,1775687460000,10.16,0,68.31
R00604,A0005,1775697600000,27.89,0,113.97000000000001
R00612,A0008,1775748300000,0.5548,0,17.509999999999998
R00629,A0006,1775849340000,3.1501000000000006,0,23.48
R00645,A0047,1775895480000,17.418200000000002,1,46.88
R00654,A0037,1775931600000,6.0325,1,33.06
R00661,A0016,1775962560000,5.7277,1,4.51
R00662,A0003,1775970300000,9.3472,1,7.36
R00664,A0049,1775984100000,0.25555,1,15.95
R00667,A0022,1775986140000,82.84,1,86.91
R00672,A0003,1776024540000,0.95665,1,17.43
R00680,A0038,1776068760000,44.7802,0,70.38
R00681,A0046,1776075060000,13.8975,0,302.57
R00691,A0043,1776144300000,17.24,0,48.58
R00698,A0042,1776192780000,34.542100000000005,0,168.73999999999998
R00018,A0010,1772453880000,2.4003,0,1.89
R00021,A0018,1772472960000,1.9959500000000001,0,21.01
R00023,A0022,1772475300000,5.588000000000001,0,95.72
R00025,A0012,1772485920000,7.6518,0,7.02
R00052,A0005,1772655720000,20.17,0,20.17
R00073,A0015,1772780760000,18.6182,0,48.83
R00088,A0048,1772841300000,39.69,0,39.69
R00110,A0052,1772980620000,28.285500000000003,1,41.72
R00114,A0037,1773015240000,104.56,0,163.71
R00120,A0026,1773042000000,1.32335,0,30.72
R00121,A0016,1773050700000,0.3306,0,5.5600000000000005
R00128,A0025,1773077160000,1.1704,0,44.550000000000004
R00129,A0004,1773078360000,5.7969,0,66.75
R00164,A0051,1773223260000,145.6944,0,133.69
R00185,A0015,1773368760000,0.81,0,22.439999999999998
R00197,A0014,1773420900000,2.5821,0,47.81
R00200,A0049,1773439380000,18.0594,0,31.32
R00248,A0002,1773661260000,12.9928,0,52.67
R00275,A0010,1773788220000,2.46335,0,52.019999999999996
R00281,A0038,1773821760000,75.99680000000001,0,88.12
R00283,A0038,1773824400000,40.92,0,129.04000000000002
R00284,A0006,1773827820000,20.2438,0,283.68
R00291,A0011,1773860400000,8.2677,0,25.1
