row_id,account_id,event_time,amount,category
R00512,A0005,1771602600000,29.37,travel
R00433,A0067,1770950580000,8.31,other
R00389,A0103,1770527100000,4.27,rent
R00559,A0041,1771972260000,26.12,other
R00493,A0087,1771449240000,156.76,salary
R00313,A0114,1769965260000,9.53,rent
R00303,A0071,1769900460000,59.68,travel
R00501,A0099,1771506060000,48.42,salary
R00326,A0067,1770099660000,30.68,rent
R00581,A0013,1772234760000,21.66,grocery
R00546,A0030,1771898460000,14.46,travel
R00322,A0108,1770046500000,6.53,salary
R00297,A0101,1769833200000,18.13,salary
R00305,A0077,1769909580000,23.74,travel
R00492,A0119,1771442460000,7.4,salary
R00367,A0071,1770401520000,28.34,salary
R00590,A0039,1772317140000,11.29,rent
R00402,A0114,1770713880000,100.86,other
R00359,A0076,1770355740000,29.75,salary
R00588,A0091,1772282400000,22.12,other
R00361,A0105,1770384660000,38.49,grocery
R00553,A0070,1771924620000,17.76,other
R00448,A0051,1771080120000,12.19,salary
R00332,A0052,1770119820000,4.86,salary
R00372,A0105,1770431580000,22.11,grocery
R00525,A0014,1771684560000,23.0,rent
R00552,A0090,1771922640000,37.12,other
R00312,A0070,1769963880000,13.29,salary
R00432,A0086,1770939540000,1.73,rent
R00577,A0110,1772174700000,7.74,grocery
R00416,A0005,1770825300000,2.95,grocery
R00571,A0069,1772136600000,6.51,travel
R00349,A0116,1770275460000,9.42,travel
R00302,A0110,1769890740000,40.96,salary
R00455,A0029,1771136280000,30.48,rent
R00420,A0112,1770862920000,51.61,salary
R00380,A0117,1770491340000,5.78,grocery
R00485,A0037,1771381200000,5.81,salary
R00596,A0001,1772366160000,37.17,rent
R00540,A0021,1771813560000,28.69,salary
R00347,A0021,1770262260000,241.65,salary
R00535,A0119,1771775880000,31.98,other
R00545,A0045,1771897740000,7.29,other
R00597,A0114,1772384880000,5.48,salary
R00439,A0073,1770975420000,18.65,salary
R00566,A0102,1772054280000,6.77,other
R00336,A0065,1770166080000,2.23,rent
R00387,A0103,1770512460000,33.54,salary
R00316,A0064,1770004380000,28.61,other
R00338,A0015,1770186720000,58.56,rent
R00421,A0018,1770867060000,59.5,salary
R00550,A0007,1771910340000,14.49,rent
R00574,A0110,1772160540000,10.17,salary
R00570,A0038,1772121120000,13.65,other
R00547,A0081,1771904400000,2.66,rent
R00582,A0024,1772235660000,329.71,travel
R00587,A0099,1772257860000,16.6,grocery
R00399,A0101,1770655620000,19.76,travel
R00320,A0038,1770024000000,39.67,salary
R00478,A0066,1771354020000,11.77,rent
R00543,A0010,1771884660000,41.81,rent
R00536,A0115,1771789860000,12.71,rent
R00426,A0106,1770897420000,37.9,travel
R00355,A0005,1770333900000,49.28,other
R00556,A0007,1771954740000,73.34,rent
R00530,A0091,1771712820000,10.43,travel
R00358,A0086,1770355320000,22.37,grocery
R00378,A0096,1770464700000,78.53,travel
R00529,A0093,1771705740000,36.99,travel
R00394,A0054,1770590340000,13.84,other
R00434,A0016,1770952860000,21.38,salary
R00558,A0092,1771961040000,126.59,other
R00449,A0062,1771090800000,7.17,grocery
R00314,A0110,1769968260000,14.2,travel
R00458,A0001,1771176960000,51.72,travel
R00594,A0020,1772343720000,7.77,rent
R00429,A0059,1770920760000,21.5,rent
R00497,A0051,1771475280000,6.71,travel
R00413,A0062,1770808320000,2.55,other
R00388,A0007,1770517440000,6.15,grocery
R00350,A0111,1770281880000,16.63,salary
R00464,A0045,1771222080000,93.62,travel
R00565,A0076,1772039880000,44.18,rent
R00391,A0046,1770546480000,88.91,grocery
R00454,A0090,1771130940000,56.33,travel
R00443,A0119,1771027800000,52.75,salary
R00307,A0033,1769936640000,90.5,salary
R00366,A0105,1770395640000,16.52,grocery
R00575,A0008,1772164920000,35.43,rent
R00555,A0062,1771954260000,27.75,travel
R00409,A0029,1770786600000,32.39,rent
R00467,A0057,1771279500000,126.19,rent
R00396,A0110,1770611220000,61.0,grocery
R00521,A0011,1771664820000,33.15,grocery
R00477,A0068,1771343040000,8.45,grocery
R00569,A0070,1772109900000,5.24,travel
R00475,A0101,1771340100000,66.36,other
R00354,A0079,1770330300000,15.45,travel
R00515,A0042,1771626900000,18.85,grocery
R00465,A0076,1771232520000,46.53,rent
R00444,A0085,1771033500000,16.56,grocery
R00538,A0085,1771791480000,9.69,rent
R00363,A0042,1770389760000,11.03,rent
R00576,A0022,1772168700000,9.39,rent
R00346,A0080,1770254760000,78.09,travel
R00411,A0079,1770792480000,8.32,travel
R00568,A0055,1772088720000,5.63,travel
R00369,A0079,1770420360000,24.27,other
R00407,A0062,1770759120000,11.72,grocery
R00377,A0059,1770462180000,63.68,salary
R00447,A0023,1771047900000,1.78,salary
R00494,A0070,1771450620000,2.34,other
R00534,A0096,1771770900000,29.94,rent
R00510,A0000,1771599360000,138.84,other
R00509,A0084,1771584300000,22.15,travel
R00564,A0102,1772010660000,10.61,other
R00491,A0110,1771439760000,23.66,grocery
R00472,A0010,1771322520000,22.01,salary
R00470,A0002,1771291560000,24.66,grocery
R00520,A0055,1771662060000,31.84,salary
R00424,A0110,1770875280000,6.68,other
R00435,A0000,1770952980000,14.84,other
R00505,A0021,1771543980000,91.46,travel
R00461,A0047,1771192140000,9.66,grocery
R00418,A0062,1770833220000,9.19,rent
R00405,A0064,1770739440000,85.26,travel
R00583,A0031,1772244960000,1.65,grocery
R00499,A0107,1771488240000,13.79,travel
R00528,A0089,1771700220000,20.81,rent
R00360,A0117,1770368880000,47.18,rent
R00578,A0045,1772184000000,19.23,grocery
R00327,A0096,1770102300000,2.92,rent
R00352,A0087,1770297840000,11.95,grocery
R00466,A0049,1771232580000,17.63,salary
R00301,A0045,1769883000000,76.03,other
R00376,A0015,1770449700000,50.25,grocery
R00531,A0104,1771723980000,9.87,salary
R00503,A0112,1771528860000,30.99,other
R00333,A0080,1770133620000,19.23,other
R00488,A0029,1771403220000,1.23,other
R00374,A0117,1770440940000,5.49,other
R00446,A0033,1771046760000,74.06,other
R00371,A0018,1770430980000,10.71,travel
R00452,A0049,1771118880000,7.38,travel
R00325,A0069,1770079740000,21.94,rent
R00404,A0088,1770723480000,23.81,salary
R00357,A0107,1770342240000,10.45,salary
R00476,A0114,1771342080000,44.01,salary
R00500,A0076,1771495440000,35.39,other
R00343,A0099,1770241140000,20.73,other
R00375,A0021,1770447240000,26.29,salary
R00481,A0006,1771360500000,6.47,other
R00595,A0111,1772363700000,7.1,other
R00393,A0061,1770584820000,15.86,grocery
R00428,A0001,1770910800000,20.39,other
R00339,A0062,1770194280000,5.77,rent
R00486,A0053,1771385340000,22.02,salary
R00527,A0013,1771698600000,23.56,travel
R00437,A0084,1770958320000,27.35,rent
R00548,A0103,1771904880000,29.58,travel
R00532,A0087,1771733520000,12.32,other
R00468,A0064,1771284060000,11.46,rent
R00386,A0044,1770509280000,9.32,salary
R00379,A0011,1770476280000,25.96,salary
R00395,A0000,1770596880000,8.85,salary
R00480,A0072,1771357560000,59.91,other
R00522,A0119,1771674120000,53.22,rent
R00445,A0073,1771045140000,44.66,grocery
R00516,A0116,1771635060000,4.13,other
R00431,A0034,1770932100000,12.7,rent
R00392,A0076,1770551220000,28.4,grocery
R00463,A0033,1771217520000,4.49,salary
R00304,A0107,1769906880000,66.81,grocery
R00415,A0095,1770812040000,36.51,salary
R00584,A0079,1772246520000,6.25,rent
R00460,A0059,1771180860000,15.14,grocery
R00308,A0027,1769937900000,12.22,travel
R00541,A0077,1771849380000,24.82,travel
R00427,A0018,1770898440000,6.27,grocery
R00345,A0065,1770250860000,22.09,salary
R00456,A0112,1771159680000,107.74,salary
R00523,A0109,1771677060000,13.69,other
R00560,A0119,1771982820000,344.26,rent
R00344,A0020,1770241500000,18.54,other
R00508,A0021,1771574340000,10.18,salary
R00591,A0051,1772334480000,3.86,travel
R00579,A0103,1772219280000,29.51,travel
R00373,A0023,1770434220000,87.33,salary
R00419,A0055,1770855360000,16.93,grocery
R00442,A0115,1771015260000,4.53,rent
R00436,A0071,1770953880000,17.65,salary
R00469,A0025,1771287300000,11.05,rent
R00383,A0022,1770499620000,36.12,other
R00335,A0112,1770148920000,13.05,other
R00414,A0058,1770808740000,7.16,travel
R00398,A0073,1770650340000,69.13,grocery
R00334,A0073,1770144120000,18.63,other
R00397,A0100,1770611460000,18.88,grocery
R00423,A0037,1770871860000,27.14,travel
R00337,A0037,1770176100000,9.09,rent
R00598,A0049,1772392260000,11.22,travel
R00484,A0061,1771376520000,18.97,rent
R00441,A0016,1770986940000,47.26,other
R00479,A0044,1771355280000,11.13,other
R00567,A0110,1772068140000,134.65,grocery
R00542,A0064,1771854900000,15.0,rent
R00401,A0081,1770710340000,62.98,salary
R00403,A0030,1770722160000,79.35,other
R00365,A0037,1770394740000,36.26,rent
R00351,A0041,1770292380000,31.11,rent
R00298,A0065,1769833260000,8.6,rent
R00513,A0031,1771606740000,2.76,salary
R00554,A0051,1771938060000,40.77,travel
R00353,A0068,1770328200000,13.51,travel
R00599,A0116,1772392740000,2.01,salary
R00381,A0086,1770491700000,4.26,salary
R00408,A0033,1770783420000,56.98,travel
R00310,A0086,1769938680000,7.35,other
R00323,A0078,1770049440000,56.28,rent
R00495,A0020,1771454580000,19.16,grocery
R00348,A0018,1770271560000,31.21,rent
R00299,A0043,1769863500000,77.36,rent
R00321,A0096,1770033120000,4.99,travel
R00482,A0119,1771363260000,4.96,rent
R00544,A0040,1771893240000,4.84,grocery
R00504,A0050,1771537320000,21.89,travel
R00317,A0052,1770005580000,4.11,travel
R00440,A0004,1770975840000,13.0,other
R00489,A0015,1771406580000,33.74,grocery
R00498,A0074,1771482120000,15.02,salary
R00517,A0079,1771637580000,18.82,grocery
R00438,A0045,1770964200000,1.39,salary
R00502,A0006,1771523640000,27.19,rent
R00471,A0036,1771321620000,9.35,travel
R00506,A0078,1771563360000,69.54,grocery
R00306,A0107,1769923500000,8.91,other
R00586,A0087,1772250360000,5.98,grocery
R00580,A0070,1772232720000,18.02,rent
R00319,A0087,1770006000000,12.17,salary
R00518,A0042,1771651860000,9.59,other
R00474,A0091,1771331280000,3.09,other
R00370,A0015,1770426600000,7.22,rent
R00390,A0019,1770535200000,39.33,travel
R00592,A0093,1772336100000,48.08,other
R00511,A0022,1771600380000,90.45,rent
R00425,A0000,1770876600000,35.44,rent
R00483,A0048,1771365000000,19.56,grocery
R00450,A0066,1771110660000,18.55,travel
R00412,A0022,1770806880000,25.59,salary
R00453,A0054,1771127460000,170.84,rent
