account_id,label_time,churned
A0000,1773417029000,0
A0001,1772780637000,0
A0002,1773642704000,1
A0003,1772647381000,0
A0004,1772044020000,1
A0005,1773546966000,1
A0006,1772502342000,0
A0007,1773173216000,1
A0008,1772875697000,0
A0009,1773095529000,1
A0010,1772684983000,0
A0011,1772011545000,0
A0012,1773349974000,0
A0013,1773027760000,1
A0014,1773494664000,1
A0015,1773061468000,0
A0016,1772312656000,0
A0017,1773092174000,1
A0018,1772971590000,1
A0019,1773234285000,1
A0020,1772120576000,0
A0021,1772110969000,1
A0022,1773025093000,0
A0023,1772804791000,1
A0024,1772708384000,0
A0025,1772369072000,1
A0026,1772443987000,0
A0027,1772064690000,0
A0028,1772842612000,0
A0029,1772374597000,0
A0030,1772330191000,1
A0031,1772954901000,0
A0032,1772421417000,0
A0033,1772319311000,1
A0034,1772593731000,1
A0035,1773199887000,0
A0036,1773305583000,1
A0037,1772172309000,1
A0038,1773108655000,0
A0039,1772856373000,0
A0040,1772110237000,1
A0041,1772103039000,0
A0042,1773191910000,1
A0043,1772288055000,0
A0044,1772565025000,1
A0045,1772947595000,1
A0046,1772278023000,1
A0047,1773391607000,0
A0048,1772964442000,0
A0049,1772152671000,1
A0050,1773312179000,0
A0051,1772126693000,1
A0052,1772542875000,0
A0053,1772843716000,1
A0054,1772382393000,1
A0055,1772259608000,1
A0056,1772159459000,0
A0057,1772221535000,0
A0058,1773061853000,1
A0059,1772920648000,0
A0060,1772087533000,1
A0061,1772669207000,0
A0062,1772736833000,0
A0063,1773012189000,1
A0064,1772693743000,0
A0065,1773117751000,0
A0066,1772218963000,0
A0067,1772544740000,0
A0068,1772118095000,1
A0069,1772941021000,1
A0070,1773379849000,1
A0071,1772107780000,0
A0072,1773290314000,1
A0073,1772466251000,1
A0074,1772484395000,0
A0075,1773568109000,0
A0076,1772109207000,1
A0077,1772841466000,0
A0078,1772156750000,0
A0079,1772648746000,0
A0080,1773222830000,0
A0081,1772255417000,0
A0082,1773081067000,1
A0083,1772772062000,1
A0084,1773300886000,0
A0085,1772198282000,1
A0086,1772915381000,0
A0087,1772382383000,0
A0088,1772065803000,1
A0089,1772777288000,1
A0090,1773171641000,0
A0091,1773046427000,0
A0092,1772014726000,0
A0093,1772363271000,1
A0094,1773329617000,1
A0095,1773663879000,0
A0096,1772924379000,1
A0097,1773366615000,0
A0098,1773463670000,0
A0099,1772604680000,0
