account_id,event_time,sessions_7d
A0000,1767265132000,28
A0000,1767920753000,35
A0000,1768459311000,2
A0000,1769063951000,22
A0000,1769724465000,17
A0000,1770342694000,10
A0000,1770917863000,19
A0000,1771546690000,23
A0000,1772099789000,22
A0000,1772731714000,10
A0000,1773329112000,8
A0000,1773965111000,0
A0000,1774514665000,1
A0001,1767290884000,30
A0001,1767890483000,5
A0001,1768527898000,12
A0001,1769097380000,20
A0001,1769726365000,15
A0001,1770292514000,9
A0001,1770884587000,25
A0001,1771524100000,11
A0001,1772127831000,29
A0001,1772736752000,20
A0001,1773298712000,14
A0001,1773928247000,27
A0001,1774574121000,27
A0002,1767274673000,12
A0002,1767921308000,37
A0002,1768495767000,25
A0002,1769107764000,31
A0002,1769750387000,30
A0002,1770328627000,21
A0002,1770953247000,22
A0002,1771527458000,27
A0002,1772099604000,32
A0002,1772772483000,21
A0002,1773368032000,24
A0002,1773982494000,1
A0002,1774577718000,1
A0003,1767329603000,33
A0003,1767877432000,34
A0003,1768498504000,4
A0003,1769132403000,15
A0003,1769692500000,39
A0003,1770346760000,11
A0003,1770909254000,24
A0003,1771551676000,21
A0003,1772147741000,11
A0003,1772737393000,29
A0003,1773341286000,5
A0003,1773926976000,35
A0003,1774571218000,27
A0004,1767333880000,20
A0004,1767958729000,11
A0004,1768599162000,11
A0004,1769186299000,2
A0004,1769726829000,1
A0004,1770404615000,3
A0004,1770972349000,8
A0004,1771576420000,12
A0004,1772205709000,1
A0004,1772778695000,38
A0004,1773407103000,4
A0004,1773996266000,37
A0004,1774638180000,12
A0005,1767306095000,37
A0005,1767899764000,4
A0005,1768459255000,4
A0005,1769063942000,22
A0005,1769677276000,5
A0005,1770327444000,21
A0005,1770880412000,11
A0005,1771527709000,15
A0005,1772142691000,24
A0005,1772685078000,2
A0005,1773299156000,4
A0005,1773966659000,21
A0005,1774571259000,4
A0006,1767330581000,28
A0006,1767988036000,31
A0006,1768519726000,25
A0006,1769125453000,10
A0006,1769777033000,27
A0006,1770400613000,38
A0006,1770990180000,38
A0006,1771585335000,36
A0006,1772144466000,17
A0006,1772757444000,33
A0006,1773397456000,27
A0006,1774025048000,32
A0006,1774643443000,18
A0007,1767300273000,7
A0007,1767909633000,11
A0007,1768522244000,16
A0007,1769164122000,24
A0007,1769769446000,14
A0007,1770349726000,14
A0007,1770940892000,16
A0007,1771551941000,21
A0007,1772186929000,2
A0007,1772787799000,33
A0007,1773385534000,20
A0007,1773967760000,39
A0007,1774595864000,14
A0008,1767288268000,25
A0008,1767847677000,33
A0008,1768470166000,34
A0008,1769049980000,24
A0008,1769678775000,29
A0008,1770294829000,36
A0008,1770918382000,39
A0008,1771511788000,37
A0008,1772098467000,24
A0008,1772725877000,34
A0008,1773297760000,14
A0008,1773948561000,19
A0008,1774576827000,19
A0009,1767323384000,31
A0009,1767897076000,25
A0009,1768548465000,1
A0009,1769119169000,2
A0009,1769720581000,17
A0009,1770309317000,12
A0009,1770937608000,35
A0009,1771569656000,9
A0009,1772118368000,19
A0009,1772729572000,28
A0009,1773339851000,9
A0009,1773937826000,12
A0009,1774589213000,2
A0010,1767269320000,18
A0010,1767900561000,34
A0010,1768486489000,11
A0010,1769120809000,21
A0010,1769731099000,24
A0010,1770311434000,0
A0010,1770935408000,38
A0010,1771532392000,19
A0010,1772162552000,2
A0010,1772698759000,8
A0010,1773304148000,13
A0010,1773973178000,1
A0010,1774553056000,26
A0011,1767354381000,0
A0011,1767897689000,36
A0011,1768525476000,39
A0011,1769138831000,35
A0011,1769719440000,36
A0011,1770305522000,25
A0011,1770949856000,4
A0011,1771564232000,39
A0011,1772192992000,35
A0011,1772731661000,3
A0011,1773375843000,32
A0011,1773952427000,34
A0011,1774554346000,1
A0012,1767321528000,13
