account_id,event_time,amount,balance
A0000,1767308282000,56.7,5658.52
A0000,1768854133000,37.9,5562.36
A0000,1769164160000,26.61,6314.73
A0000,1769318186000,43.38,6723.16
A0000,1769948628000,61.21,5872.22
A0000,1773867356000,48.75,5378.24
A0001,1767257281000,145.88,7234.81
A0001,1767665427000,76.74,7129.1
A0001,1768003922000,10.23,7116.08
A0001,1768574801000,86.52,7199.37
A0001,1770686172000,11.69,7661.08
A0001,1772895153000,31.94,7789.74
A0002,1767279132000,52.57,6983.01
A0002,1767451961000,25.61,6943.48
A0002,1767548633000,82.47,6908.08
A0002,1767607399000,17.48,6525.87
A0002,1767607399000,17.48,6525.87
A0002,1772259183000,12.43,6194.87
A0002,1773541479000,12.19,6450.52
A0002,1773860478000,10.45,6768.26
A0003,1767237125000,58.3,8051.12
A0003,1767401345000,501.72,7571.27
A0003,1767939867000,39.97,8004.8
A0003,1769749269000,20.17,8159.13
A0003,1771185448000,12.1,8255.14
A0003,1771723980000,8.5,8274.15
A0003,1772520720000,22.27,8610.67
A0003,1773512679000,122.59,8707.2
A0004,1767300648000,111.59,6472.01
A0004,1768150940000,38.35,6284.32
A0004,1768491988000,23.04,6026.55
A0004,1770897821000,46.58,6036.66
A0004,1771142089000,164.38,5204.51
A0004,1771294253000,15.28,4661.76
A0004,1771777183000,5.89,5297.46
A0004,1772225988000,9.47,5265.84
A0005,1767304049000,8.25,687.92
A0005,1767815280000,114.08,495.47
A0005,1769293541000,69.68,644.85
A0005,1769904077000,30.12,696.25
A0005,1772598738000,37.04,290.65
A0005,1773233399000,67.69,-149.49
A0005,1774804501000,421.89,519.29
A0006,1767255518000,36.49,2657.86
A0006,1768637335000,88.42,3280.38
A0006,1769218246000,7.67,2978.48
A0006,1769255067000,43.76,2005.02
A0006,1771618222000,68.56,2349.35
A0006,1774506046000,19.15,2840.7
A0006,1774506046000,19.15,2840.7
A0007,1767294306000,76.26,6804.53
A0007,1768587645000,26.38,6601.36
A0007,1768944585000,34.2,6500.79
A0007,1769291174000,29.8,6821.88
A0007,1769741581000,322.99,7155.12
A0007,1770392051000,29.71,7486.13
A0007,1770392051000,29.71,7486.13
A0007,1772951522000,111.56,7382.17
A0007,1774603887000,45.92,6839.26
A0007,1774603887000,45.92,6839.26
A0008,1767311547000,49.37,4650.91
A0008,1769140349000,10.1,4329.9
A0008,1773081912000,15.39,3812.47
A0009,1767286876000,79.76,7447.17
A0009,1768731605000,15.8,7368.57
A0009,1772195393000,22.01,7022.56
A0009,1773207479000,5.51,7333.86
A0010,1767295523000,43.67,2987.69
A0010,1767601043000,32.43,3259.19
A0010,1768855609000,96.73,3088.87
A0010,1769973838000,513.28,3426.64
