query_id,embedding
Q000,"[-1.974221, -1.473113, -7.287279, -5.220554, 0.496384, 2.186812, -4.487178, -1.456162, -4.034051, 2.703892, 1.779628, 6.732233, 1.749224, 2.13358, -1.506011, -1.315078]"
Q001,"[-2.823765, 1.686146, 2.620704, 5.302193, -0.581178, 2.011482, -2.685901, 3.773394, -2.098613, 2.370006, 4.111307, 0.432306, 2.999275, 5.053381, -4.175465, -1.039747]"
Q002,"[-2.743244, -1.467799, -5.822853, -4.46555, 0.517413, 0.807361, -4.572366, -0.39997, -1.871662, 2.424274, 2.536147, 7.658234, 2.035344, 1.028373, -2.575949, -1.331586]"
Q003,"[-2.736993, -0.011337, -7.091149, -5.68971, 0.139337, 2.257743, -4.380898, -1.556644, -3.592504, 1.818144, 1.756878, 6.767393, 1.306528, 2.67902, -1.729732, -0.963278]"
Q004,"[-1.447836, -3.700252, -0.065207, -2.329055, 0.890877, 0.823467, 1.058145, -3.274936, -2.296606, -0.429537, -0.683304, -0.057835, -2.389542, 2.758234, -4.26475, 0.958036]"
Q005,"[-2.004645, 0.530131, -6.613016, -4.612078, 0.775198, 2.158634, -4.218772, -0.576568, -3.463177, 2.223618, 1.977761, 7.954962, 1.228173, 2.680563, -1.989391, -1.705885]"
Q006,"[-2.77885, 2.154534, 1.669474, 5.39323, -0.361906, 2.783863, -3.333725, 2.72861, -2.720651, 1.805589, 0.962648, -0.550619, 2.6075, 3.849085, -1.89196, -1.621329]"
Q007,"[-3.41418, -0.670416, -1.131342, 4.781833, 1.711794, 2.981864, -5.618516, -3.681719, -2.965698, -3.032725, -1.964195, -1.170896, 1.04529, -0.255665, -3.138805, -2.462606]"
Q008,"[-1.094976, -3.901043, -1.678141, -2.896153, 0.754192, 2.617838, 3.266972, -1.83113, -3.034602, 0.279166, 0.618878, -1.819333, -3.026598, 1.606613, -3.359197, 1.483407]"
Q009,"[-2.221785, -0.135452, -2.47279, 2.724672, 1.732826, 1.570101, -4.761774, -3.187164, -3.577401, -3.070101, -1.656662, -1.598316, 0.314697, -1.479054, -4.083201, -1.067155]"
Q010,"[-2.542187, 0.477107, -5.95092, -5.514681, 0.120735, 1.329019, -4.059865, -1.112209, -2.359657, 2.379467, 2.811838, 5.26857, 1.732119, 1.873357, -2.078602, -2.899102]"
Q011,"[-4.33864, 0.038655, -1.186659, 2.884441, 1.969767, 1.715093, -3.454908, -3.450854, -4.916453, -2.464351, -1.634769, -1.991347, 0.797785, -0.760622, -2.30162, -1.819824]"
Q012,"[-1.690032, -0.069706, -5.665772, -6.171972, -0.746066, 0.455978, -3.876031, -1.342992, -3.230448, 2.45733, 2.862958, 5.458443, 1.7513, 1.563535, -1.939811, -1.67666]"
Q013,"[-2.458307, 0.065316, -6.373807, -5.356882, 0.283199, 2.135871, -4.168461, -0.710532, -1.468322, 1.802429, 1.927972, 6.201604, 1.045056, 2.03218, -1.799919, -0.767387]"
Q014,"[-2.798296, -1.711564, -0.058, 1.76144, 3.946013, -6.543824, 7.348862, 5.719969, 0.476791, 1.755041, -3.794082, 0.686362, -4.25444, -0.686335, 3.391761, 3.599147]"
Q015,"[-1.806384, 0.144841, -6.023689, -4.339027, -0.205886, 2.284889, -3.254642, 0.49023, -2.591848, 2.378175, 2.772472, 7.102914, 2.090255, 2.424042, -2.22082, -2.009024]"
Q016,"[-3.239275, -1.133398, -0.919885, 3.165613, 1.601265, 1.351677, -4.835193, -2.479874, -4.837205, -2.140737, -1.64246, -0.826351, 1.910194, -1.19333, -2.170551, -1.994408]"
Q017,"[-3.473131, -0.878721, -1.127207, 2.861419, 2.471514, 1.736775, -5.260791, -3.442023, -4.416287, -2.520193, -0.451572, -0.18877, 1.73215, -0.220823, -3.133819, -1.909317]"
Q018,"[-2.422541, 0.033368, -5.823711, -4.885066, 0.469891, 2.094417, -4.521055, -1.567204, -2.873822, 2.309032, 2.863512, 6.828852, 2.100223, 2.267216, -2.112389, -0.829654]"
Q019,"[-2.015193, 0.735888, 2.416205, 5.544436, -0.113167, 2.900635, -3.19136, 3.557979, -2.175012, 1.609759, 2.177585, -0.503407, 2.074471, 5.12507, -2.819304, -0.475122]"
Q020,"[0.337161, 0.214799, 4.669517, -2.987712, -0.981621, -5.734723, 3.26204, 2.480519, 3.092208, -2.709017, -1.733885, -4.776268, -1.649273, -0.784601, -1.555033, -0.702475]"
Q021,"[-1.771295, -0.77837, -6.804232, -4.608132, 0.166, 3.007418, -4.16592, -0.468021, -3.525081, 2.582076, 2.044304, 6.534278, 1.563852, 2.019754, -2.92183, -1.353795]"
Q022,"[-3.898409, 0.090624, -1.641329, 2.47382, 1.126457, 2.464802, -3.825561, -2.061291, -3.299398, -1.450178, -1.979397, -1.657535, 0.355961, -1.647353, -2.572373, -2.192123]"
Q023,"[-0.569183, -3.526596, -0.843924, -2.601097, 0.674197, 1.594573, 3.019864, -3.611635, -3.097256, 1.319209, -0.086253, -1.651763, -2.835779, 0.925157, -2.359897, 1.314963]"
Q024,"[-3.128089, -1.065714, -0.598002, 2.018046, 3.659912, -6.634626, 8.479992, 6.351033, 0.924439, 1.843907, -3.258766, 0.800733, -4.711454, -0.193175, 3.982324, 4.504307]"
