item_id,embedding,label
I0000,"[-2.767524, 3.090552, -5.008008, -0.612208, 4.312517, -0.373009, -0.829666, -1.538272, 0.300709, 1.105899, 3.44006, -0.2173, -2.981081, 3.208066, -4.003502, 2.023573]",c2
I0001,"[3.879911, 3.694497, -1.3684, 2.463651, -2.994855, -6.026311, -2.236102, 1.506863, 1.670306, 2.08642, -4.392414, 1.255417, 3.140423, 1.293237, 1.059838, 0.202025]",c5
I0002,"[-0.24749, -1.435169, 5.635464, 0.962477, 2.166058, 0.85861, -3.874061, -3.004459, 2.725846, -1.292879, -2.794348, -0.638112, -0.391046, -1.424245, 2.25354, 0.196163]",c1
I0003,"[-0.504023, -1.605111, 5.417415, 0.319499, 3.185444, 2.109568, -2.451415, -3.196521, 1.606171, -1.732815, -3.494624, -1.611297, 0.050227, -1.104347, 1.897603, 0.06304]",c1
I0004,"[4.194499, 3.945288, -1.367444, 1.698139, -1.995943, -5.236286, -1.672063, 2.553346, 1.27676, 0.382324, -4.980337, 0.841814, 3.11286, 1.601077, 0.77223, 1.161374]",c5
I0005,"[-0.383612, -1.006701, 6.239251, -0.372143, 2.36652, 1.579548, -3.976424, -2.169371, 2.62876, -2.588403, -2.247623, -1.241628, -1.234092, -1.270737, 2.321123, -0.320519]",c1
I0006,"[2.383244, -2.710672, 1.537944, 1.632133, -5.206825, -3.573388, 1.346566, -1.679565, 1.171606, 3.624289, 3.568551, 1.016428, -2.037191, -5.564552, -1.943048, -0.61738]",c3
I0007,"[-0.128145, -0.820338, 5.783911, -0.15238, 2.48538, 1.551052, -2.118536, -1.883834, 2.05431, -3.386279, -2.54049, -0.828427, -2.065695, -1.202029, 2.062095, 0.348415]",c1
I0008,"[0.547145, -1.118695, 6.572361, -0.031997, 2.091835, 2.211657, -3.677962, -2.145522, 2.304024, -3.265281, -2.834825, -1.291301, -2.352344, -1.553845, 1.792559, -0.754287]",c1
I0009,"[3.716314, 3.4071, -1.442525, 2.00561, -2.120659, -5.495488, -2.978222, 1.812751, 1.103409, 1.689322, -3.855047, 2.079351, 1.494725, 2.172242, 0.86739, 1.489485]",c5
I0010,"[1.794813, 0.640629, -4.851657, 1.166414, 5.953579, -2.516956, 0.530706, -2.880826, 2.666192, -5.137117, -2.231918, 0.926976, 0.450897, -3.456589, 0.175516, 0.93877]",c0
I0011,"[3.893919, 2.70406, -1.03513, 2.534789, -4.443276, -6.086117, -1.846676, 2.844001, 1.562175, 2.542958, -2.93319, 2.078474, 2.478676, 0.816979, 1.604988, 1.370716]",c5
I0012,"[-0.031673, -0.454186, 5.187945, -1.080892, 1.904578, 2.516802, -2.909114, -1.102361, 2.298787, -2.151616, -2.662467, -0.361027, -0.386868, -1.871689, 1.485309, -0.506159]",c1
I0013,"[1.640691, -3.624684, 0.078514, 2.014902, -4.435477, -2.378629, 1.367407, -1.740154, 0.487095, 3.871916, 3.887045, 0.366683, -0.970317, -5.23265, -2.424785, -1.961428]",c3
I0014,"[0.62482, -3.13777, 0.702781, 1.677383, -4.893539, -3.926994, 1.103542, -0.745289, 0.744474, 2.427478, 2.186407, 0.824003, -2.433519, -5.32699, -2.523719, -1.406514]",c3
I0015,"[4.444051, 3.769458, -1.193174, 2.374011, -2.393351, -5.787748, -2.041842, 1.280899, 0.517899, 1.79541, -4.572051, 0.154712, 2.355574, 1.261639, 1.300522, 1.081241]",c5
I0016,"[1.325341, -0.57069, -0.872475, -1.300668, 1.157649, 1.413965, -1.705404, 3.335914, -2.335099, 3.731316, -2.086026, 4.383878, -6.806685, -1.790353, -6.21704, -5.731028]",c4
I0017,"[1.740448, -3.496452, 0.49579, 2.050075, -4.514409, -3.100139, 0.428551, -1.983497, -0.214681, 3.442829, 3.656409, 0.775599, -2.429734, -5.830377, -3.551174, -2.176821]",c3
I0018,"[2.463414, -0.4234, -0.817894, -2.129102, 1.987169, 1.604101, -1.069003, 2.338956, -2.655718, 4.329194, -1.862829, 4.249327, -6.843559, -1.526594, -4.805712, -5.90138]",c4
I0019,"[1.953726, -1.052435, -1.142258, -2.080576, 0.994228, 0.623304, -1.106317, 3.613135, -3.41938, 4.231616, -1.765748, 4.981364, -6.840724, -0.958711, -7.480017, -5.209176]",c4
I0020,"[-3.221467, 3.889651, -3.285556, 0.937294, 3.811263, 0.664712, 0.499449, -2.116872, 2.593941, 1.135306, 3.468267, 0.518569, -1.119705, 1.724156, -2.637279, 0.290511]",c2
I0021,"[2.883691, 1.179365, -4.244292, 1.996025, 3.290283, -1.390738, 0.198552, -2.483969, 2.762673, -5.840422, -1.152996, 1.290984, 0.992202, -4.256304, 1.121571, -0.432859]",c0
I0022,"[-2.796822, 2.652407, -3.350761, -1.290776, 4.975625, 1.112062, -1.36324, 0.120332, 1.31728, 0.512617, 3.796393, 0.288295, -3.870693, 1.249337, -3.371733, 2.161538]",c2
I0023,"[2.191387, 0.707505, -4.896265, 2.340708, 5.47144, -1.278635, -0.297036, -3.184356, 3.882905, -5.364796, -1.251244, 1.030279, 1.05039, -3.33058, -0.437563, 0.105323]",c0
I0024,"[-0.832805, -0.963239, 5.287132, 1.68068, 2.706299, 1.846609, -2.942606, -2.869095, 1.959342, -2.326736, -1.790589, -0.561856, 0.145546, -0.911535, 1.695636, -0.563241]",c1
I0025,"[-2.880121, 3.232318, -4.252388, 0.128166, 3.247901, 1.03981, -0.487488, -0.93233, 1.516285, 1.343065, 3.567034, -0.025476, -3.320536, 1.571317, -3.425641, 1.800602]",c2
