item_id,e1,e2,e3,e4,e5,e6,e7,e8
I0000,0.9733,-0.3451,-1.3515,-0.6099,-0.7673,0.0085,-0.4546,-0.9131
I0001,0.8599,0.7386,-1.3969,-0.7497,-0.7358,-1.85,1.0605,1.28
I0002,-0.5502,0.7241,-0.5786,0.7598,0.3645,-1.6885,-1.6243,-0.4818
I0003,0.9733,-0.3451,-1.3515,-0.6099,-0.7673,0.0085,-0.4546,-0.9131
I0004,0.2304,0.2811,-0.7105,-0.3163,-0.1884,1.2477,-0.0368,0.7869
I0005,-0.8493,-0.3739,0.151,0.4323,0.9429,-1.1863,-0.0488,0.3022
I0006,1.0973,0.2791,-1.4872,-1.1363,-0.238,-0.701,0.5468,-0.8387
I0007,-0.0314,-0.1219,0.7099,0.9609,-0.9511,1.9764,-0.1967,-0.8096
I0008,-0.2851,-1.9338,-1.0586,0.1095,0.722,0.0172,1.2904,-0.1436
I0009,-0.6673,-1.8837,1.114,-1.6751,0.4633,1.5085,1.4475,0.4252
I0010,0.7721,1.4518,-0.1716,0.0068,-1.4939,1.0176,-0.7058,0.564
I0011,-0.6672,0.5189,0.5132,-0.6061,-0.1711,2.0094,-0.734,0.3541
I0012,0.7122,0.9801,-0.1551,-2.1732,0.9313,1.0172,-0.3896,0.9982
I0013,-0.3407,-1.0058,-2.3819,-0.5047,1.0595,-0.5166,-0.251,1.7049
I0014,0.6731,-1.3353,0.4258,0.9024,-0.6832,-0.2307,0.3036,1.0385
I0015,0.101,-1.5688,0.1475,0.0046,-0.9903,0.7394,0.2514,0.6067
I0016,1.3243,0.4799,-0.7472,-0.0977,-0.5425,-1.9354,0.0381,-1.5225
I0017,0.8264,-1.1293,-1.7577,1.5794,-1.3701,-1.046,2.4639,0.0167
I0018,-0.6672,0.5189,0.5132,-0.6061,-0.1711,2.0094,-0.734,0.3541
I0019,0.8351,-2.7727,-2.3128,-0.4225,2.3669,1.0981,-1.1517,1.0343
I0020,-0.0357,-0.0719,0.3706,-1.2902,-0.6745,-2.5656,-0.3207,0.9339
I0021,-0.623,1.1876,-1.1172,2.9749,-0.0679,1.3778,-0.9268,0.0644
I0022,-2.0673,-0.0499,-0.964,-0.0966,0.397,-0.2713,1.3347,-0.2719
I0023,0.2877,-0.1588,-0.1969,-2.0113,-0.8135,-0.0315,-0.3594,-0.4264
I0024,0.9519,1.889,0.35,1.1506,-1.3461,-0.4102,0.3043,-0.6186
I0025,-0.6798,1.1518,1.8001,-0.9635,1.8395,-1.563,-1.0563,-0.6894
I0026,0.4917,1.4247,-0.6731,-1.0192,-0.6753,-0.1267,2.1506,1.1584
I0027,-1.1088,1.2667,0.1363,-2.4941,-0.4613,-0.2857,0.1732,-0.019
I0028,1.0845,-0.2892,-0.0305,-1.1803,-1.8879,1.3115,-0.1617,-0.3773
I0029,1.5754,0.5509,-0.0144,-0.0591,-0.3538,-3.0599,1.0521,-0.5356
I0030,0.6001,-1.1581,0.089,1.3069,1.2167,-0.1426,0.9295,0.6724
I0031,0.947,-0.4465,1.0717,1.599,0.8605,-1.8108,0.1788,0.9993
I0032,0.3683,-0.8519,-2.4446,1.3259,-0.7083,-0.3513,0.5112,0.5127
I0033,-0.1833,1.7346,-0.8385,-0.5034,-0.8508,1.2096,0.0518,-0.3692
I0034,-0.623,1.1876,-1.1172,2.9749,-0.0679,1.3778,-0.9268,0.0644
I0035,0.655,-0.1452,-0.2495,-1.1287,-0.8328,1.7314,-0.2362,-1.3239
I0036,1.8084,0.0157,0.5064,0.2342,-1.4156,0.117,0.1073,0.2966
I0037,0.3174,-1.5352,-0.1933,-0.692,2.0373,0.4022,0.592,-1.0466
I0038,-0.8927,0.498,-0.8514,0.4411,-0.5449,-1.8068,0.2032,-0.4633
I0039,2.4782,0.1923,1.0505,-1.3249,0.2519,0.5332,-0.05,0.5652
I0040,-1.9533,0.2429,1.0949,-0.9006,-0.4008,0.4402,0.9183,-1.0807
I0041,-1.9533,0.2429,1.0949,-0.9006,-0.4008,0.4402,0.9183,-1.0807
I0042,-0.0599,0.4932,0.8332,0.098,0.5113,-0.3387,0.5301,0.6898
I0043,-2.1263,-1.2204,0.466,2.7053,-0.4542,0.6423,-0.1381,0.4399
I0044,-0.9631,-0.4966,0.8824,-0.1168,-0.0298,0.3722,0.619,-0.8484
I0045,-0.406,0.1398,0.2097,0.4367,-1.1569,2.1595,-1.1051,0.5546
I0046,-0.6909,0.8376,-1.4956,-0.8994,-0.5135,-1.2836,1.8065,-0.7222
I0047,-1.4121,-0.7347,0.696,0.4561,0.1842,0.0101,0.4425,-0.9861
I0048,-0.6461,-0.4494,0.7693,2.4549,-0.9546,-1.6524,-0.833,0.985
I0049,-0.6909,0.8376,-1.4956,-0.8994,-0.5135,-1.2836,1.8065,-0.7222
I0050,-0.7293,0.8824,1.4941,-0.2727,0.3611,-0.9538,0.9227,1.3328
I0051,0.5064,0.2444,-0.4737,0.8724,-1.2169,-0.1355,0.324,1.2787
I0052,0.7575,1.9492,0.5111,-0.0384,-1.9039,0.3325,1.0792,-1.2857
I0053,-0.1235,-0.1777,-0.8771,0.2282,-0.5994,0.2044,-0.9452,2.5977
I0054,0.7253,0.063,-1.5653,0.6219,-0.1678,0.686,-0.6331,0.4447
I0055,-0.2491,-0.88,0.097,0.5175,-2.3528,0.0324,0.4888,0.5092
I0056,0.5064,0.2444,-0.4737,0.8724,-1.2169,-0.1355,0.324,1.2787
I0057,0.7655,-1.0678,0.8289,-0.746,1.371,-0.4478,-0.0165,-2.4361
I0058,-0.2491,-0.88,0.097,0.5175,-2.3528,0.0324,0.4888,0.5092
I0059,-0.0599,0.4932,0.8332,0.098,0.5113,-0.3387,0.5301,0.6898
