row_id,account_id,event_time,amount,currency
R00000,A0029,1772324160000,63.51,EUR
R00001,A0010,1772326740000,5.43,EUR
R00002,A0026,1772330880000,23.69,GBP
R00003,A0016,1772330880000,17.92,USD
R00004,A0041,1772331360000,13.62,EUR
R00005,A0017,1772341140000,15.26,EUR
R00006,A0006,1772346660000,384.21,GBP
R00007,A0011,1772348160000,54.45,USD
R00008,A0057,1772350860000,5.67,EUR
R00009,A0010,1772351880000,13.24,SEK
R00010,A0032,1772355300000,19.64,USD
R00011,A0059,1772362620000,15.13,SEK
R00012,A0037,1772373840000,10.41,USD
R00013,A0001,1772376600000,20.58,SEK
R00014,A0018,1772378040000,38.88,USD
R00015,A0035,1772381760000,40.75,EUR
R00016,A0037,1772384040000,63.35,GBP
R00017,A0016,1772391000000,119.47,EUR
R00018,A0017,1772393040000,8.77,EUR
R00019,A0046,1772394300000,5.72,USD
R00020,A0011,1772396820000,50.57,EUR
R00021,A0055,1772397480000,53.97,GBP
R00022,A0037,1772402640000,9.71,EUR
R00023,A0003,1772405100000,10.45,USD
R00024,A0041,1772405460000,22.65,SEK
R00025,A0015,1772421540000,11.79,USD
R00026,A0009,1772428860000,4.64,GBP
R00027,A0019,1772443380000,28.3,GBP
R00028,A0050,1772448900000,16.69,EUR
R00029,A0028,1772450460000,3.81,EUR
R00030,A0005,1772455200000,17.89,USD
R00031,A0040,1772477220000,4.97,GBP
R00032,A0045,1772491680000,48.26,SEK
R00033,A0017,1772500500000,1.34,GBP
R00034,A0046,1772507280000,17.52,USD
R00035,A0052,1772508480000,8.39,USD
R00036,A0048,1772510460000,25.3,SEK
R00037,A0045,1772513100000,18.74,EUR
R00038,A0011,1772516760000,13.01,SEK
R00039,A0006,1772520360000,11.57,USD
R00040,A0022,1772532660000,5.79,USD
R00041,A0033,1772534400000,22.49,USD
R00042,A0026,1772537820000,4.09,SEK
R00043,A0009,1772543460000,26.95,SEK
R00044,A0058,1772593080000,20.18,GBP
R00045,A0027,1772596620000,42.7,USD
R00046,A0004,1772597640000,4.4,EUR
R00047,A0021,1772601480000,55.7,USD
R00048,A0004,1772604180000,23.99,GBP
R00049,A0052,1772604840000,20.52,USD
R00050,A0036,1772606400000,63.32,SEK
R00051,A0054,1772607120000,16.89,GBP
R00052,A0034,1772608980000,2.85,USD
R00053,A0014,1772610540000,5.75,USD
R00054,A0033,1772614560000,13.8,SEK
R00055,A0028,1772618220000,4.53,EUR
R00056,A0038,1772627940000,9.45,SEK
R00057,A0023,1772630040000,4.71,EUR
R00058,A0012,1772634300000,39.27,USD
R00059,A0050,1772649540000,14.18,SEK
R00060,A0010,1772654640000,23.63,USD
R00061,A0038,1772662860000,8.91,USD
R00062,A0042,1772664660000,22.39,USD
R00063,A0053,1772672580000,5.54,EUR
R00064,A0036,1772688660000,68.15,SEK
R00065,A0052,1772688960000,93.65,EUR
R00066,A0022,1772694060000,90.22,SEK
R00067,A0003,1772695020000,59.6,USD
R00068,A0036,1772704140000,11.13,USD
R00069,A0022,1772704200000,140.48,USD
R00070,A0033,1772715720000,8.91,GBP
