date,pm25_lag1,temperature,humidity,wind_speed,pressure,precipitation
2025-04-14,5.9,10.7,67,19.2,1001.8,0.0
2025-04-17,8.5,10.4,90,10.7,1011.0,0.0
2025-04-19,15.3,8.6,87,17.8,1007.0,4.0
2025-04-22,4.1,7.0,90,8.3,1013.1,1.4
2025-04-25,2.9,4.4,65,13.3,1020.3,0.0
2025-04-30,2.2,9.1,73,24.4,1012.6,0.4
2025-05-05,1.6,7.0,54,21.3,1008.3,0.0
2025-05-09,3.4,4.7,86,12.7,1015.2,4.0
2025-05-13,4.2,11.8,65,8.2,1011.6,2.1
2025-05-21,3.3,7.9,79,19.6,1001.1,4.3
2025-05-24,2.0,10.0,67,23.8,1008.9,0.1
2025-05-28,4.4,12.9,75,12.3,1004.9,1.1
2025-06-03,3.2,15.1,59,14.7,1005.3,0.0
2025-06-05,7.4,15.3,62,17.0,1001.9,0.2
2025-06-09,3.0,13.5,75,14.4,1002.2,9.1
2025-06-14,2.8,17.6,49,13.2,1021.8,0.0
2025-06-16,3.6,19.2,64,17.3,1007.4,0.2
2025-06-25,2.2,15.6,78,11.5,996.1,1.0
2025-06-27,3.7,15.3,84,22.4,1001.8,4.2
2025-06-30,2.5,16.8,58,22.3,1011.0,0.0
2025-07-11,4.0,16.7,72,22.7,1012.4,0.3
2025-07-18,6.3,20.8,71,11.0,1011.7,0.0
2025-07-20,9.0,21.4,62,14.9,1008.2,0.0
2025-07-24,8.5,22.2,76,13.3,1006.5,2.3
2025-07-26,6.1,22.1,75,9.1,1005.2,1.0
2025-07-29,5.5,20.3,82,34.4,995.8,21.3
2025-08-01,4.1,17.3,88,12.0,1002.9,8.4
2025-08-08,4.0,17.8,74,15.5,1009.3,2.1
2025-08-11,3.3,16.9,67,14.4,1014.7,0.0
2025-08-17,1.4,15.2,60,24.1,1011.8,0.0
2025-08-19,3.9,15.1,67,15.3,1008.0,0.4
2025-08-22,3.7,10.5,88,18.6,1001.3,27.0
2025-08-29,4.8,15.5,90,17.5,1000.8,2.4
2025-09-01,6.2,15.5,89,10.9,1011.7,0.2
2025-09-04,5.7,18.3,84,16.9,1009.1,0.0
2025-09-10,10.5,17.1,86,18.6,1016.6,5.2
2025-09-14,4.5,15.7,86,13.6,1010.8,4.4
2025-09-16,3.8,14.1,86,21.7,992.8,2.4
2025-09-20,3.2,17.6,81,23.0,1004.0,1.2
2025-09-23,1.4,9.2,64,14.5,1017.7,0.0
2025-10-06,2.7,9.7,91,8.3,1006.2,0.0
2025-10-08,4.5,12.2,89,17.7,1008.2,3.1
2025-10-11,2.9,11.1,65,25.8,1011.4,0.0
2025-10-16,3.3,7.6,81,12.3,1008.9,0.0
2025-10-18,2.6,3.0,82,11.8,1019.9,0.0
2025-10-20,2.8,6.7,79,17.0,1009.4,0.0
2025-10-28,5.4,5.5,94,9.3,986.4,0.8
2025-10-30,6.1,8.0,96,17.4,992.9,14.8
2025-11-01,2.1,7.2,86,19.5,1011.4,0.0
2025-11-08,11.3,5.5,98,7.5,1010.7,0.0
2025-11-12,8.9,7.8,94,27.6,1002.8,3.8
2025-11-18,2.8,-3.7,86,9.7,1001.1,0.0
2025-11-27,7.8,-0.2,92,21.4,1006.3,2.5
2025-12-05,11.8,4.1,99,8.9,1013.8,2.0
2025-12-08,11.5,6.2,98,19.4,998.5,6.8
2025-12-11,3.6,6.3,94,18.0,1000.4,1.8
2025-12-25,3.7,0.2,81,20.2,1026.9,0.0
2025-12-28,2.7,0.9,65,24.3,1013.2,0.0
2025-12-30,1.9,-3.4,64,28.0,1009.1,0.0
2026-01-04,2.5,-5.4,89,21.7,996.2,0.0
2026-01-09,4.7,-4.4,81,19.3,1016.3,0.1
2026-01-13,4.3,-1.5,87,15.9,1013.5,0.7
2026-01-16,4.6,2.3,93,24.1,1016.1,0.2
2026-01-18,15.0,1.3,98,10.4,1030.6,0.0
2026-01-24,4.3,-3.4,85,13.7,1018.5,0.5
2026-02-01,2.5,-6.4,85,15.3,1026.4,0.1
2026-02-07,4.4,-6.0,90,15.5,1014.8,0.0
2026-02-09,4.5,-8.4,87,15.0,1013.2,0.0
2026-02-13,3.5,-8.7,88,15.9,998.7,0.0
2026-02-15,5.8,-11.3,85,13.6,1013.2,0.0
2026-02-19,5.7,-9.9,87,10.5,1010.8,0.0
2026-02-21,5.4,-0.6,88,19.2,1000.4,4.6
2026-02-25,5.6,-3.9,88,21.6,1020.4,0.9
2026-02-28,6.9,2.6,98,14.4,1010.8,2.1
2026-03-05,2.6,3.0,77,12.7,1018.2,0.0
2026-03-12,18.2,6.6,78,24.0,1003.8,1.7
2026-03-20,11.2,4.5,69,12.4,1018.1,0.0
2026-03-23,4.4,5.1,68,20.6,1008.1,0.4
2026-03-25,6.1,6.2,88,27.6,980.7,7.4
2026-03-29,4.4,4.5,75,18.2,1010.7,0.0
2026-04-02,4.3,7.1,89,13.8,1007.5,1.9
2026-04-05,2.4,4.7,77,31.4,992.8,3.5
2026-04-07,1.3,4.6,72,29.7,1017.6,0.2
2026-04-10,2.7,3.4,71,12.6,1020.4,0.0
2026-04-25,2.6,6.2,63,25.3,998.0,1.3
2026-04-29,2.2,8.4,52,14.5,1024.5,0.0
2026-05-04,3.5,9.9,68,21.9,1000.8,5.3
2026-05-10,2.5,10.2,52,18.2,1008.8,0.4
2026-05-25,2.3,15.9,56,16.6,1017.0,0.0
2026-05-27,2.3,12.2,54,26.0,1011.2,1.8
