row_id,account_id,event_time,amount,category
R00550,A0035,1771909620000,10.81,rent
R00468,A0088,1771228740000,19.76,rent
R00377,A0094,1770423600000,43.02,other
R00387,A0086,1770514020000,38.79,rent
R00365,A0053,1770350640000,18.68,salary
R00531,A0027,1771765560000,16.65,travel
R00595,A0111,1772367780000,19.25,travel
R00430,A0105,1770897360000,41.81,rent
R00395,A0038,1770573360000,10.35,salary
R00384,A0010,1770499200000,38.39,grocery
R00422,A0004,1770825780000,13.26,other
R00570,A0079,1772069520000,5.42,travel
R00592,A0078,1772348160000,42.3,grocery
R00438,A0059,1770973500000,32.15,travel
R00386,A0028,1770509700000,27.74,travel
R00369,A0109,1770385380000,25.57,salary
R00411,A0034,1770744000000,52.01,other
R00516,A0081,1771663500000,16.4,travel
R00439,A0017,1770976980000,4.09,travel
R00500,A0053,1771539300000,76.49,other
R00598,A0104,1772396220000,11.99,rent
R00564,A0048,1772007360000,6.13,travel
R00436,A0004,1770926880000,10.74,salary
R00418,A0027,1770799320000,21.67,other
R00374,A0104,1770409320000,19.61,grocery
R00526,A0039,1771713600000,19.86,rent
R00379,A0033,1770447540000,32.73,grocery
R00393,A0064,1770562020000,39.14,other
R00442,A0041,1771003740000,14.56,travel
R00583,A0039,1772263800000,13.09,rent
R00523,A0071,1771699980000,16.54,other
R00376,A0060,1770422580000,39.7,other
R00490,A0109,1771484100000,12.87,travel
R00367,A0014,1770361860000,11.37,salary
R00532,A0029,1771769640000,6.19,travel
R00498,A0095,1771534740000,0.4,travel
R00472,A0102,1771287300000,3.41,salary
R00519,A0091,1771682340000,3.39,rent
R00469,A0036,1771267260000,34.68,travel
R00432,A0055,1770909360000,20.47,travel
R00402,A0107,1770656460000,11.75,rent
R00506,A0009,1771589580000,35.45,rent
R00481,A0059,1771393020000,17.0,rent
R00409,A0030,1770721980000,1.52,other
R00577,A0112,1772202840000,80.69,salary
R00552,A0050,1771916100000,7.01,grocery
R00541,A0059,1771868520000,7.19,rent
R00597,A0027,1772371620000,79.43,salary
R00435,A0103,1770920400000,26.68,other
R00488,A0026,1771476960000,81.9,travel
R00394,A0045,1770563160000,21.26,travel
R00509,A0038,1771616100000,22.83,grocery
R00378,A0059,1770434280000,18.36,rent
R00504,A0109,1771567620000,19.92,other
R00389,A0037,1770520320000,13.19,travel
R00476,A0010,1771320780000,9.31,grocery
R00578,A0115,1772207220000,47.69,salary
R00382,A0108,1770465300000,10.95,salary
R00474,A0040,1771312620000,5.94,rent
R00549,A0041,1771902960000,79.82,other
R00421,A0046,1770820020000,41.29,travel
R00486,A0034,1771465260000,12.16,travel
R00383,A0039,1770496080000,19.55,salary
R00508,A0085,1771597320000,59.8,travel
R00586,A0012,1772300820000,18.64,other
R00419,A0037,1770803640000,120.15,salary
R00471,A0106,1771281120000,5.75,grocery
R00450,A0004,1771102680000,26.4,grocery
R00493,A0072,1771499580000,19.36,rent
R00572,A0087,1772099820000,14.22,travel
R00390,A0079,1770530580000,44.98,grocery
R00558,A0073,1771958400000,94.99,grocery
R00579,A0022,1772224380000,12.97,salary
R00494,A0087,1771510260000,14.91,rent
R00428,A0031,1770867240000,24.76,salary
R00444,A0096,1771026540000,72.02,other
R00401,A0094,1770642960000,22.03,grocery
