query_id,embedding
Q000,"[-0.559697, 0.220329, -2.228577, 0.516629, 2.747011, -1.480113, 5.63867, -3.849092, -4.268625, -1.618713, -1.519425, -1.382348, -3.904068, 1.006563, 0.539984, 1.925724]"
Q001,"[0.236502, -4.303966, 7.396132, -2.733489, -5.83207, -2.425086, -0.545045, -2.292321, 0.730751, -3.650918, 2.85054, 2.190128, 4.559876, 4.064826, -3.314488, -6.454329]"
Q002,"[1.301578, -0.279365, -1.607777, 0.849013, 2.302397, -2.047822, 6.447237, -4.368681, -4.36132, -2.05541, -2.799922, -0.316319, -3.895195, 1.516286, -0.155867, 0.686346]"
Q003,"[0.740789, -2.359415, -0.113491, 1.502712, -0.669844, 1.671657, -0.289454, -1.281101, 2.157324, 0.846046, -1.966545, 1.410289, -5.520289, -3.05411, -1.972497, -2.415402]"
Q004,"[0.381548, -4.665328, 6.351893, -3.613273, -5.560779, -1.369949, -1.002129, -3.328317, 1.712246, -4.675739, 1.064555, 3.188123, 3.28253, 4.678934, -2.625501, -7.398492]"
Q005,"[1.538135, -6.453376, 1.884726, -4.242933, -2.576524, -3.666865, -4.337475, -4.267629, -6.501529, -5.54614, -2.235965, 2.462405, 0.818975, 1.947196, 0.768927, 1.839926]"
Q006,"[1.461328, -5.905666, 2.340687, -3.046043, -2.333477, -3.364546, -4.039932, -4.18411, -6.213547, -5.467385, -2.820069, 1.05352, 1.924673, 2.104127, -0.243291, 3.739435]"
Q007,"[0.977843, -3.39974, -0.672624, 1.029186, -1.359941, 0.959239, -0.828701, -0.816003, 2.186023, 2.138175, -1.803724, 2.573063, -3.733237, -1.357464, -2.223166, -3.633301]"
Q008,"[0.79368, -1.925627, -1.034356, 1.616706, -0.003421, 2.516317, 0.37232, -0.945538, 2.64164, 1.64716, -1.27883, 2.060068, -4.948218, -0.761221, -1.579253, -2.163772]"
Q009,"[1.057207, -4.453975, -0.104543, 3.050966, 2.415322, 3.682032, 2.381831, 2.019523, 4.036621, 1.569759, -4.06033, -0.84023, -0.413146, -2.556881, -0.792665, 2.772042]"
Q010,"[0.493539, -6.328145, 1.695816, -4.315503, -1.34195, -3.374013, -3.233465, -2.282272, -6.470105, -5.375282, -2.293464, 0.895188, 2.137993, 1.864668, -0.615191, 3.246777]"
Q011,"[1.359082, -2.298243, -0.812657, 1.213549, -0.561118, 1.724364, 0.659221, -0.35227, 2.457578, 1.374867, -0.893749, 1.649669, -4.677783, -2.219116, -2.078214, -2.806985]"
Q012,"[0.31534, -0.303741, -2.571693, -0.317874, 3.52807, -1.652112, 3.990932, -3.695137, -3.618324, -2.405001, -1.84519, 0.016767, -4.251502, 0.442239, 1.189642, 1.843443]"
Q013,"[-0.052565, -0.892855, -1.134928, 0.717617, 3.012204, -2.459514, 5.758876, -4.093696, -4.50494, -2.294245, -0.625984, -0.541405, -3.525801, 1.484524, 0.285677, 1.778495]"
Q014,"[1.089221, -4.704463, -0.505963, 3.456397, 2.317243, 2.85114, 2.296867, 2.400439, 3.394137, 0.879157, -4.209974, 0.192054, 0.549623, -2.404941, -1.315345, 2.467704]"
Q015,"[2.516514, 4.489815, 1.143512, 6.72655, 0.611864, -2.790507, 4.648528, -1.437938, 4.779709, 4.275846, 3.543304, 0.625943, -0.843395, 4.291694, -4.163452, 1.056253]"
Q016,"[1.653752, 3.906183, 1.18946, 7.491689, 1.636842, -2.387271, 5.17819, -0.742239, 4.804156, 3.675996, 4.091358, -0.176574, -0.511307, 5.341258, -3.339106, 1.583285]"
Q017,"[1.325798, -3.186206, 0.296126, 1.759802, -1.122243, 2.756361, -1.208521, -0.556197, 3.239895, 1.398531, -2.409735, 1.739294, -4.424903, -1.297435, -0.798853, -1.961207]"
Q018,"[1.025349, -6.406568, 2.726939, -3.841701, -0.908064, -5.184032, -2.865269, -3.242902, -6.702037, -4.066484, -2.552024, 2.351327, 1.775663, 1.410731, -1.160001, 2.043414]"
Q019,"[0.889606, -1.960377, 0.273691, 1.50961, -0.252659, 1.955037, -0.880606, -1.057992, 2.801449, 1.68121, -1.132027, 1.583841, -5.679532, -1.714008, -1.357364, -1.822529]"
Q020,"[0.913801, -6.150524, 2.228187, -4.835894, -1.757988, -3.071221, -2.237594, -3.636755, -6.832675, -3.694951, -2.222318, 1.372649, 1.874228, 1.185464, -0.505798, 3.587409]"
Q021,"[1.573097, -4.887335, 5.07633, -3.915828, -5.431604, -2.834609, -1.25511, -1.385542, 1.915844, -5.457886, 2.347716, 1.984408, 2.532911, 3.696002, -2.948972, -6.699573]"
Q022,"[2.921857, 4.102258, 1.37633, 7.440139, -0.113483, -2.260165, 4.661, -1.664222, 4.93106, 4.639645, 3.879521, -0.736011, -0.514552, 4.228597, -2.292271, 0.714375]"
Q023,"[1.450393, 4.268, 0.021529, 6.652837, 0.774507, -3.060466, 4.775704, -1.855125, 4.735469, 3.720261, 5.166286, 0.349356, -0.938728, 4.467619, -2.449524, 0.511206]"
Q024,"[2.047047, 3.631094, 1.294376, 7.887929, 0.583829, -2.983273, 4.708441, -1.166448, 4.478156, 4.172583, 3.34016, -0.17774, -1.094467, 4.577475, -3.832304, 1.733636]"
