account_id,event_time,health_score
A0000,1767284065000,49.16
A0000,1773495395000,14.62
A0001,1767340329000,55.64
A0001,1773336009000,85.71
A0002,1767385585000,51.36
A0002,1773183221000,94.57
A0003,1767352423000,55.38
A0003,1772980126000,13.88
A0004,1767317967000,50.67
A0004,1773673786000,9.2
A0005,1767226508000,55.79
A0005,1773451799000,10.58
A0006,1767365108000,44.79
A0006,1773636754000,6.06
A0007,1767252016000,43.53
A0007,1772821815000,11.69
A0008,1767324704000,46.48
A0008,1774110681000,5.19
A0009,1767393655000,52.87
A0009,1773106034000,87.64
A0010,1767362592000,54.16
A0010,1773502576000,11.45
A0011,1767281606000,45.66
A0011,1773980647000,14.96
A0012,1767391418000,55.57
A0012,1773273257000,88.36
A0013,1767351112000,55.89
A0013,1772664122000,9.9
A0014,1767264644000,50.67
A0014,1773745729000,85.48
A0015,1767247724000,50.68
A0015,1772980913000,11.93
A0016,1767291639000,61.86
A0016,1772800600000,11.53
A0017,1767274479000,54.02
A0017,1774239444000,10.4
A0018,1767322948000,47.58
A0018,1773438534000,90.15
A0019,1767253095000,46.04
A0019,1772547337000,8.44
A0020,1767331015000,50.68
A0020,1773281346000,90.37
A0021,1767326252000,43.85
A0021,1774020282000,93.38
A0022,1767390223000,60.16
A0022,1773513553000,94.52
A0023,1767272132000,52.21
A0023,1772615423000,88.67
A0024,1767278818000,47.31
A0024,1772976861000,94.77
A0025,1767266501000,50.73
A0025,1774014065000,10.38
A0026,1767344807000,50.79
A0026,1773124641000,89.35
A0027,1767296136000,51.74
A0027,1773951795000,9.78
A0028,1767346149000,50.02
A0028,1774111693000,88.77
A0029,1767285869000,47.35
A0029,1772939438000,93.66
A0030,1767331480000,55.52
A0030,1773414619000,11.46
A0031,1767311984000,39.79
A0031,1772451487000,12.81
A0032,1767268752000,45.75
A0032,1773485527000,87.06
A0033,1767293601000,48.5
A0033,1774357121000,94.72
A0034,1767355772000,48.76
A0034,1773792619000,94.52
A0035,1767377687000,46.65
A0035,1773765517000,8.1
A0036,1767310295000,48.5
A0036,1773973184000,87.74
A0037,1767276792000,45.52
A0037,1772753489000,88.93
A0038,1767349052000,43.48
A0038,1773238581000,91.06
A0039,1767365260000,55.19
A0039,1773349779000,93.16
A0040,1767298371000,43.85
A0040,1772872029000,10.17
A0041,1767305223000,46.93
A0041,1773700429000,12.25
A0042,1767352643000,58.31
A0042,1772917049000,13.15
A0043,1767390537000,58.54
A0043,1773817478000,11.76
A0044,1767284339000,48.07
A0044,1772639453000,5.91
A0045,1767372049000,54.65
A0045,1774195250000,8.99
A0046,1767292645000,47.72
A0046,1773409589000,86.65
A0047,1767302833000,47.19
A0047,1773483720000,12.0
A0048,1767255142000,36.63
A0048,1773970503000,90.01
A0049,1767231247000,48.48
A0049,1773455108000,7.46
A0050,1767373916000,54.39
A0050,1772539070000,85.73
A0051,1767322242000,49.0
A0051,1774221158000,10.23
A0052,1767389946000,48.98
A0052,1774258206000,92.06
A0053,1767346233000,50.79
A0053,1773423874000,94.61
A0054,1767359702000,58.96
A0054,1773470146000,86.86
A0055,1767357897000,48.42
A0055,1774388774000,7.04
A0056,1767296535000,43.98
A0056,1772793266000,90.71
A0057,1767364550000,51.3
A0057,1772720054000,87.68
A0058,1767391024000,50.59
A0058,1772879150000,91.21
A0059,1767327045000,58.41
A0059,1773242199000,12.75
A0060,1767243489000,46.05
A0060,1773910078000,14.51
A0061,1767258891000,48.42
A0061,1774232917000,13.25
A0062,1767271411000,49.22
A0062,1773357786000,89.65
A0063,1767245554000,46.42
A0063,1772908895000,10.29
A0064,1767282078000,48.83
A0064,1773376744000,92.83
A0065,1767368963000,48.72
A0065,1773611465000,85.83
A0066,1767272452000,53.2
A0066,1773344457000,89.92
A0067,1767379106000,52.66
A0067,1772391256000,87.95
A0068,1767278797000,45.49
A0068,1774072313000,5.96
A0069,1767339104000,45.08
A0069,1773624128000,94.94
A0070,1767379849000,51.7
A0070,1774607540000,11.65
A0071,1767330332000,46.61
A0071,1774009288000,14.85
A0072,1767319043000,48.06
A0072,1773792078000,12.81
A0073,1767321520000,41.45
A0073,1773921962000,88.45
A0074,1767365907000,50.16
A0074,1773887176000,90.09
A0075,1767328221000,51.44
A0075,1774117544000,14.03
A0076,1767250291000,37.62
A0076,1774273197000,90.69
A0077,1767305001000,52.2
A0077,1773019606000,7.06
A0078,1767384853000,51.2
A0078,1773558393000,94.38
A0079,1767397593000,49.42
A0079,1773886407000,92.6
A0080,1767235241000,47.75
A0080,1772553077000,87.33
A0081,1767272586000,57.46
A0081,1773013762000,92.36
