account_id,event_time,amount,balance
A0000,1768215554000,57.86,6288.46
A0000,1769764947000,12.91,5997.11
A0001,1767246829000,13.12,4143.93
A0002,1769895579000,37.47,8029.26
A0002,1771768037000,20.91,7579.09
A0006,1770657817000,37.81,2883.3
A0007,1772460233000,9.41,3692.07
A0009,1769851193000,11.42,7396.61
A0009,1772382046000,37.11,6878.86
A0010,1771614811000,13.73,4375.62
A0011,1767309703000,83.8,4946.62
A0013,1771966203000,57.46,8830.53
A0015,1769173777000,9.25,3380.9
A0019,1771423032000,48.23,5322.05
A0020,1772411820000,10.24,3159.55
A0021,1771335276000,51.4,6826.19
A0022,1767913953000,18.13,4399.73
A0024,1772524131000,15.86,7484.53
A0025,1772059012000,54.02,9226.47
A0030,1768556541000,5.24,4042.26
A0030,1771873278000,10.42,4815.83
A0033,1768771338000,105.89,2628.18
A0033,1770224683000,72.85,2468.03
A0038,1767252665000,17.09,5945.75
A0038,1772181013000,23.71,5100.19
A0040,1769651034000,274.78,5388.44
A0042,1770897713000,45.95,2363.24
A0042,1771299854000,172.0,2153.33
A0043,1771431769000,12.74,6578.0
A0047,1772261193000,115.33,10391.6
A0048,1769935441000,47.29,5112.85
A0050,1771597615000,59.27,2509.47
A0051,1768290440000,18.17,7979.95
A0053,1771778229000,26.59,3531.57
A0058,1767599382000,42.87,1575.55
A0058,1772338253000,16.93,1220.31
A0058,1773122555000,32.61,986.76
A0059,1767283218000,3.31,6907.85
A0059,1768514867000,43.31,6104.91
A0059,1770045787000,80.12,6614.95
A0060,1767240872000,41.8,6585.09
A0061,1767303429000,49.51,5840.52
A0063,1771826591000,33.95,6230.76
A0065,1767293897000,4.3,4316.83
A0065,1770879584000,41.93,3146.71
A0066,1771542896000,171.09,3424.43
A0068,1767227155000,53.87,1308.84
A0069,1771676549000,10.15,5482.29
A0071,1767836565000,81.92,6485.95
A0071,1769140055000,47.15,6023.01
A0071,1769248915000,29.56,6157.73
A0075,1767277358000,50.95,6709.3
A0076,1772978126000,9.87,8608.43
A0077,1767256329000,20.51,4301.84
A0077,1769830685000,30.88,4308.13
A0080,1771437880000,21.49,4387.91
A0081,1769142551000,8.2,4422.79
A0082,1771166979000,91.87,6555.15
A0084,1771289715000,22.37,6939.27
A0087,1773286700000,4.46,4477.09
A0089,1771512420000,74.6,6535.68
A0091,1768526081000,22.17,5189.88
A0094,1769554244000,7.4,6299.04
A0094,1772347135000,91.77,5720.25
A0097,1768552224000,70.32,1729.12
A0098,1767251270000,72.25,5628.17
A0099,1771104503000,12.49,10094.42
