account_id,event_time,sessions_7d
A0000,1767341996000,26
A0000,1767887838000,17
A0000,1768501477000,15
A0000,1769160961000,29
A0000,1769771049000,1
A0000,1770372119000,11
A0000,1770951062000,20
A0000,1771568062000,19
A0000,1772167815000,34
A0000,1772787449000,32
A0000,1773373031000,3
A0000,1773922698000,16
A0000,1774582016000,3
A0001,1767264663000,7
A0001,1767912200000,37
A0001,1768492239000,6
A0001,1769104925000,19
A0001,1769741637000,26
A0001,1770344915000,32
A0001,1770937972000,38
A0001,1771520781000,5
A0001,1772104857000,35
A0001,1772753549000,14
A0001,1773312976000,17
A0001,1773915326000,24
A0001,1774544447000,14
A0002,1767328849000,13
A0002,1767924860000,9
A0002,1768509423000,8
A0002,1769091087000,13
A0002,1769749307000,32
A0002,1770300470000,1
A0002,1770971731000,13
A0002,1771496155000,32
A0002,1772120167000,10
A0002,1772777139000,31
A0002,1773365567000,24
A0002,1773940412000,32
A0002,1774601473000,8
A0003,1767378254000,7
A0003,1767939092000,9
A0003,1768559166000,26
A0003,1769176143000,21
A0003,1769725188000,32
A0003,1770400682000,14
A0003,1770934020000,35
A0003,1771535499000,36
A0003,1772219798000,17
A0003,1772789292000,38
A0003,1773408178000,17
A0003,1774036330000,3
A0003,1774632656000,25
A0004,1767276939000,6
A0004,1767880594000,27
A0004,1768506806000,29
A0004,1769084186000,27
A0004,1769715597000,27
A0004,1770310403000,25
A0004,1770919294000,2
A0004,1771499587000,26
A0004,1772171862000,34
A0004,1772782639000,7
A0004,1773360584000,16
A0004,1773974596000,19
A0004,1774525212000,0
A0005,1767273034000,24
A0005,1767929398000,8
A0005,1768503962000,39
A0005,1769060055000,16
A0005,1769701174000,11
A0005,1770321140000,32
A0005,1770884160000,19
A0005,1771557512000,36
A0005,1772079504000,2
A0005,1772693253000,0
A0005,1773314544000,37
A0005,1773891946000,31
A0005,1774519731000,6
A0006,1767240140000,18
A0006,1767922631000,10
A0006,1768477206000,36
A0006,1769128488000,36
A0006,1769716989000,23
A0006,1770270374000,25
A0006,1770861367000,6
A0006,1771524334000,35
A0006,1772085129000,30
A0006,1772708795000,32
A0006,1773343685000,23
A0006,1773946612000,38
A0006,1774558302000,16
A0007,1767270575000,30
A0007,1767865613000,24
A0007,1768501161000,9
A0007,1769068697000,26
A0007,1769753889000,25
A0007,1770304395000,30
A0007,1770910116000,14
A0007,1771490049000,30
A0007,1772159251000,29
A0007,1772772455000,10
A0007,1773304062000,11
A0007,1773974210000,5
A0007,1774559691000,28
A0008,1767334285000,31
A0008,1767941288000,0
A0008,1768501521000,6
A0008,1769118590000,33
A0008,1769736656000,32
A0008,1770335928000,13
A0008,1770924078000,12
A0008,1771494883000,6
A0008,1772107391000,26
A0008,1772744521000,10
A0008,1773322187000,19
A0008,1773987947000,1
A0008,1774548823000,37
A0009,1767273824000,17
A0009,1767870840000,15
A0009,1768541757000,36
A0009,1769148660000,14
A0009,1769672192000,31
A0009,1770283292000,32
A0009,1770943138000,32
A0009,1771548989000,17
A0009,1772155261000,5
A0009,1772699510000,36
A0009,1773309966000,39
A0009,1773903996000,15
A0009,1774590422000,22
A0010,1767353935000,11
A0010,1767897866000,18
A0010,1768520096000,23
A0010,1769141397000,29
A0010,1769771198000,17
A0010,1770377670000,7
A0010,1770984668000,14
A0010,1771566277000,5
A0010,1772168883000,29
A0010,1772720969000,37
A0010,1773379713000,33
A0010,1773929107000,3
A0010,1774548396000,10
A0011,1767299391000,33
A0011,1767901700000,7
A0011,1768571289000,23
A0011,1769142695000,37
A0011,1769734672000,30
A0011,1770369763000,5
A0011,1770946392000,34
A0011,1771586887000,0
A0011,1772190107000,27
A0011,1772772551000,14
A0011,1773352547000,17
A0011,1773936713000,19
A0011,1774622581000,24
A0012,1767308603000,7
A0012,1767917435000,23
A0012,1768554626000,38
A0012,1769144679000,32
A0012,1769751342000,34
A0012,1770388114000,29
A0012,1770918837000,36
A0012,1771578255000,25
A0012,1772175507000,12
A0012,1772757855000,26
A0012,1773349244000,8
A0012,1773947667000,2
A0012,1774614529000,2
A0013,1767342459000,19
A0013,1767928731000,26
A0013,1768523355000,34
A0013,1769139452000,0
A0013,1769717459000,7
A0013,1770359532000,25
A0013,1770908735000,8
A0013,1771512757000,31
A0013,1772169952000,22
A0013,1772779320000,9
A0013,1773390542000,2
A0013,1774013558000,3
A0013,1774568829000,36
A0014,1767283047000,18
A0014,1767892256000,0
A0014,1768484662000,36
A0014,1769166388000,22
A0014,1769698420000,23
A0014,1770343343000,18
A0014,1770958689000,28
A0014,1771557069000,6
A0014,1772125850000,29
A0014,1772730900000,20
A0014,1773322736000,16
A0014,1773949225000,13
A0014,1774548109000,10
A0015,1767343957000,23
A0015,1767944843000,18
A0015,1768522556000,11
A0015,1769108060000,30
A0015,1769693707000,22
A0015,1770299796000,9
A0015,1770900803000,35
A0015,1771588859000,37
A0015,1772161050000,4
A0015,1772797833000,12
A0015,1773330643000,21
A0015,1773945784000,2
A0015,1774559745000,14
A0016,1767347667000,24
A0016,1767938379000,29
A0016,1768537501000,3
A0016,1769162739000,12
A0016,1769759498000,30
A0016,1770397980000,0
A0016,1770957164000,20
A0016,1771600783000,27
A0016,1772167054000,29
A0016,1772793373000,8
A0016,1773364529000,21
A0016,1774021976000,21
A0016,1774586446000,35
A0017,1767321069000,19
A0017,1767894504000,6
A0017,1768522343000,19
A0017,1769110671000,3
A0017,1769671807000,11
A0017,1770298073000,22
A0017,1770881739000,36
A0017,1771487426000,0
A0017,1772135046000,29
A0017,1772706989000,20
A0017,1773323677000,36
A0017,1773986228000,7
A0017,1774536808000,35
A0018,1767370784000,34
A0018,1767916547000,9
A0018,1768511230000,22
A0018,1769195158000,13
A0018,1769760822000,14
A0018,1770339462000,19
A0018,1770975527000,4
A0018,1771587381000,28
A0018,1772181991000,30
A0018,1772741685000,30
A0018,1773363373000,5
A0018,1774023361000,20
A0018,1774563783000,24
A0019,1767311055000,25
A0019,1767893398000,18
A0019,1768518866000,18
A0019,1769137777000,18
A0019,1769751480000,11
A0019,1770377834000,12
A0019,1770940504000,31
A0019,1771559738000,25
A0019,1772171564000,11
A0019,1772776738000,7
A0019,1773328014000,33
A0019,1773992068000,29
A0019,1774592485000,24
A0020,1767251065000,21
A0020,1767902281000,37
A0020,1768507710000,30
A0020,1769135555000,17
A0020,1769711554000,39
A0020,1770276750000,32
A0020,1770869159000,15
A0020,1771488579000,9
A0020,1772127119000,14
A0020,1772710491000,30
A0020,1773298957000,33
A0020,1773920793000,15
A0020,1774575052000,22
A0021,1767381657000,28
A0021,1767925596000,1
A0021,1768517681000,28
A0021,1769131935000,18
A0021,1769737174000,31
A0021,1770370593000,1
A0021,1771012161000,36
A0021,1771585693000,12
A0021,1772162871000,7
A0021,1772803404000,4
A0021,1773397995000,25
A0021,1774006657000,9
A0021,1774594882000,28
A0022,1767361646000,22
A0022,1767941199000,15
A0022,1768596467000,17
A0022,1769161240000,5
A0022,1769725716000,10
A0022,1770341113000,35
A0022,1771002505000,31
