date,pm25_lag1,temperature,humidity,wind_speed,pressure,precipitation
2025-04-10,2.6,3.4,61,19.3,1009.1,0.5
2025-04-16,4.7,10.5,77,13.5,1010.8,0.0
2025-04-19,15.3,8.6,87,17.8,1007.0,4.0
2025-04-23,4.9,7.5,89,12.7,1013.9,1.6
2025-04-26,2.6,5.1,61,13.4,1024.0,0.0
2025-05-01,2.0,8.6,79,13.5,1013.6,0.3
2025-05-06,2.7,6.7,59,22.0,1011.2,0.3
2025-05-09,3.4,4.7,86,12.7,1015.2,4.0
2025-05-13,4.2,11.8,65,8.2,1011.6,2.1
2025-05-16,2.4,11.1,56,23.4,1012.7,0.1
2025-05-20,3.2,13.8,50,15.5,1005.6,0.0
2025-05-25,2.6,11.1,69,21.1,1006.0,0.5
2025-05-27,3.2,12.7,67,24.3,1006.8,2.2
2025-06-06,5.2,14.3,77,23.6,998.2,6.9
2025-06-17,4.7,18.3,62,22.1,1008.4,0.0
2025-06-25,2.2,15.6,78,11.5,996.1,1.0
2025-06-29,2.7,17.3,61,27.4,1000.2,2.1
2025-07-01,2.4,19.7,63,16.2,1012.7,0.0
2025-07-03,6.0,17.0,76,42.0,1003.9,3.5
2025-07-05,2.3,14.1,90,14.1,1003.1,8.7
2025-07-08,3.7,14.4,78,16.5,1002.1,4.6
2025-07-16,7.0,20.9,80,15.0,1005.8,0.1
2025-07-20,9.0,21.4,62,14.9,1008.2,0.0
2025-07-25,10.3,22.1,76,11.9,1006.6,0.6
2025-08-05,4.0,17.9,69,21.4,999.3,4.4
2025-08-08,4.0,17.8,74,15.5,1009.3,2.1
2025-08-17,1.4,15.2,60,24.1,1011.8,0.0
2025-08-31,4.4,14.8,90,6.9,1009.2,0.6
2025-09-05,7.3,18.5,84,13.6,1012.6,0.0
2025-09-07,6.8,16.9,82,8.1,1020.7,0.0
2025-09-10,10.5,17.1,86,18.6,1016.6,5.2
2025-09-13,4.7,14.9,77,18.7,1015.1,0.0
2025-09-15,4.7,14.9,84,22.5,999.0,9.5
2025-09-19,3.2,15.4,78,19.7,1006.8,0.0
2025-09-22,4.9,11.6,65,22.5,1003.7,0.2
2025-10-02,4.5,8.5,86,6.9,1029.4,0.2
2025-10-05,4.4,10.7,87,20.0,989.9,3.4
2025-10-07,5.7,10.9,89,18.4,1013.6,6.5
2025-10-09,3.1,10.0,86,20.4,1006.2,2.9
2025-10-13,1.5,5.6,79,15.7,1018.2,0.0
2025-10-23,9.8,10.7,95,16.6,993.4,0.3
2025-10-27,5.5,6.2,92,8.9,982.4,7.7
2025-11-03,4.8,7.1,92,11.8,1006.0,0.0
2025-11-06,6.4,10.8,96,11.6,1009.9,1.5
2025-11-12,8.9,7.8,94,27.6,1002.8,3.8
2025-11-21,2.3,-2.6,82,22.4,1008.5,0.2
2025-12-04,8.7,4.3,94,10.4,1011.3,0.8
2025-12-10,4.2,6.3,91,23.1,1000.2,2.9
2025-12-13,2.2,3.4,93,17.3,1015.9,4.2
2025-12-16,5.2,6.1,88,14.9,1008.9,0.0
2025-12-18,6.2,3.9,95,18.5,1010.0,0.2
2025-12-23,3.2,-1.6,84,13.1,1031.9,0.2
2026-01-02,2.5,-1.4,93,25.0,974.8,9.1
2026-01-05,4.2,-7.6,85,20.5,1010.1,4.6
2026-01-09,4.7,-4.4,81,19.3,1016.3,0.1
2026-01-12,1.6,-4.9,89,12.3,1014.3,0.2
2026-01-17,8.7,1.8,96,16.8,1025.5,0.0
2026-01-19,12.8,-0.2,96,9.8,1026.9,0.0
2026-01-21,13.6,-0.5,91,22.2,1017.2,0.8
2026-01-24,4.3,-3.4,85,13.7,1018.5,0.5
2026-01-27,4.6,-5.6,91,13.0,1010.7,0.0
2026-01-29,2.9,-5.5,86,15.4,1014.9,0.1
2026-02-02,2.8,-8.1,85,8.7,1025.1,0.0
2026-02-14,4.8,-13.4,84,12.5,1010.1,0.0
2026-02-16,6.7,-8.1,80,10.6,1007.8,0.0
2026-02-18,3.4,-6.9,87,11.6,1008.2,0.0
2026-02-22,5.5,-4.5,84,17.3,1005.3,0.0
2026-02-24,3.6,-1.5,93,14.8,1012.0,5.5
2026-02-28,6.9,2.6,98,14.4,1010.8,2.1
2026-03-02,3.6,1.4,83,13.7,1016.9,0.0
2026-03-12,18.2,6.6,78,24.0,1003.8,1.7
2026-03-14,7.8,3.6,98,10.7,998.4,10.6
2026-03-19,6.7,6.8,81,15.4,1017.6,0.0
2026-03-26,9.0,4.1,80,17.9,991.6,0.1
2026-03-29,4.4,4.5,75,18.2,1010.7,0.0
2026-03-31,5.5,4.6,83,10.9,1012.2,0.0
2026-04-04,3.3,3.1,89,26.9,995.2,10.8
2026-04-06,2.9,5.5,66,33.9,995.0,1.2
2026-04-10,2.7,3.4,71,12.6,1020.4,0.0
2026-04-20,3.0,6.2,59,15.0,1025.1,0.0
2026-04-23,2.9,9.4,61,17.9,1012.5,0.0
2026-04-26,1.9,5.8,43,28.3,1011.7,0.2
2026-04-30,3.6,12.4,60,13.0,1022.1,0.0
2026-05-06,2.2,7.4,45,17.0,1010.4,0.0
2026-05-13,3.9,7.1,95,12.8,990.8,4.5
2026-05-16,5.9,10.3,81,16.9,998.4,6.7
2026-05-20,2.9,13.6,65,13.7,1017.0,0.0
2026-05-22,5.2,15.9,68,15.3,1017.2,0.7
2026-05-28,1.5,12.7,52,20.0,1015.5,0.0
2026-05-30,3.5,15.9,51,12.3,1008.1,0.0
