query_id,embedding
Q000,"[-3.349452, 0.494804, 2.810382, 0.641046, -3.986046, -1.383389, -0.392409, -1.764777, 1.102637, -1.181458, 3.817628, -6.403511, 4.860654, 4.472286, 3.64894, -2.55916]"
Q001,"[4.508187, 4.571544, 5.703869, -2.376547, -0.603684, 2.147093, 1.318601, 3.307917, -5.030964, -2.879954, -5.5872, -1.548121, -0.196026, -2.484004, -2.984505, 2.027594]"
Q002,"[-2.848084, -2.780288, 6.941516, 0.040592, 5.359555, 1.010706, -4.818093, -2.799084, 4.61834, -0.988105, -1.238562, 1.769212, 0.649556, -5.811741, 0.347878, -0.498052]"
Q003,"[-4.12088, -0.086269, -3.074945, -6.750027, 0.595556, -3.450032, -1.093863, 6.19317, 6.970294, 2.785989, -6.062485, 4.25426, -4.418026, 0.556478, -4.150168, 0.205572]"
Q004,"[-4.484974, -1.502603, -3.587403, -7.343568, 0.663352, -3.497719, -1.9674, 6.988914, 8.318662, 3.027859, -7.098657, 4.145843, -3.626207, 0.463547, -4.644805, 0.41355]"
Q005,"[-1.144772, -1.686282, 4.806927, 2.980011, -5.485513, -2.789297, -3.3783, -0.323724, 0.698927, 3.347413, 2.298936, -0.879899, 1.440548, -4.186436, 4.51606, -0.930496]"
Q006,"[-2.243352, -2.618171, 6.98758, 0.112825, 5.944298, 0.18943, -3.930729, -3.076611, 6.792107, -0.64772, -3.238528, 2.372017, 0.489891, -5.225673, -0.11921, 0.092123]"
Q007,"[3.67207, 3.444784, 5.964392, -2.658163, -0.548409, 1.055671, 2.123488, 3.049677, -4.73561, -2.823522, -6.634741, -1.580409, -0.498013, -3.25821, -3.357562, 2.230992]"
Q008,"[1.7943, -0.411102, -3.225865, -0.000312, 0.241679, 0.631103, -1.439574, 1.932593, 1.158319, -1.247653, -5.50705, 0.429755, -1.107938, 3.016828, -3.688947, -2.565996]"
Q009,"[-2.389465, -2.157438, 7.189383, 1.778035, 5.221957, -0.093227, -4.239861, -2.648339, 6.594095, -2.037673, -2.743266, 2.209747, 0.57578, -5.71554, 0.039586, -0.32247]"
Q010,"[1.084354, -0.067035, -3.633868, -0.433332, -1.081862, -0.28197, -1.736289, 0.677115, 1.325427, -1.432008, -4.215788, 1.90839, -1.399264, 3.700419, -3.755701, -2.341151]"
Q011,"[-0.714769, -1.493887, 4.771237, 3.075804, -4.95345, -2.204775, -2.899971, -0.692973, 1.025609, 1.686991, 2.973381, -1.744513, 1.205663, -4.230528, 3.759151, -0.328653]"
Q012,"[4.627935, 3.830917, 6.940744, -2.024056, -1.347446, 2.674215, 0.417069, 3.838751, -5.155035, -3.247588, -5.591097, -1.658881, -1.200586, -2.493955, -2.837643, 2.674503]"
Q013,"[-4.426368, -0.43638, -3.929593, -6.236945, 1.283354, -4.197905, -1.172387, 7.187906, 7.915191, 1.817023, -6.473261, 3.736065, -4.262979, 0.671926, -4.890982, 0.728573]"
Q014,"[-0.766484, -1.960793, 4.728652, 3.450164, -6.018299, -1.912964, -2.342545, 0.3129, 1.754821, 2.649755, 3.325154, -1.048641, 1.639835, -5.247365, 5.506799, -0.662593]"
Q015,"[2.21066, -0.807144, -3.330054, -0.394541, 0.688197, 0.237268, -1.915993, 0.677973, 0.411776, -1.74961, -4.825228, 0.70799, -1.635087, 4.216337, -3.325177, -2.496132]"
Q016,"[-1.76734, -3.218827, 7.038366, 1.520244, 5.454104, -0.589915, -4.135909, -3.33304, 6.724336, -1.572842, -3.1906, 2.506464, 1.311665, -6.142004, -0.464, -1.098895]"
Q017,"[3.053623, 3.331318, 6.555637, -2.875053, -1.145489, 2.275163, 0.061212, 2.86903, -4.64644, -3.699398, -5.876613, -3.015497, -1.120327, -2.919352, -2.80162, 2.15529]"
Q018,"[-2.834049, -2.746631, 5.853821, 0.854171, 6.722656, 0.639133, -4.772981, -2.701565, 5.893964, -1.279816, -1.684634, 2.759523, 0.991462, -5.718837, -0.376862, -0.982386]"
Q019,"[2.903272, 4.381635, 6.780747, -2.491138, -1.359549, 1.959183, 1.07443, 2.684489, -4.616124, -3.461322, -5.978585, -2.371485, -0.722974, -2.737399, -2.817909, 2.135816]"
Q020,"[-3.531648, 1.670196, 1.650837, 1.49432, -2.55229, -1.688291, -0.436806, -2.097238, 1.873966, -0.714722, 3.861643, -8.539121, 5.400346, 4.008115, 3.926342, -2.578047]"
Q021,"[-5.601167, -0.176275, -3.978007, -5.684642, 1.67818, -4.045929, -0.979964, 7.10934, 7.52619, 3.102504, -5.863695, 4.627696, -4.053066, 0.373474, -5.394252, -0.369077]"
Q022,"[-0.443704, -2.637589, 4.454793, 2.833776, -5.346834, -2.614335, -2.603272, -1.208833, 0.664073, 2.749636, 3.798859, -2.560913, 0.439566, -3.499294, 4.445353, -0.834964]"
Q023,"[0.851937, -0.320853, -4.39602, -1.168693, -0.135244, 1.172307, -2.439527, 1.804668, 0.766871, -1.063237, -4.480278, 0.585317, -1.262828, 3.605997, -3.46897, -2.421907]"
Q024,"[-2.149529, -2.299968, 6.75807, 0.414274, 5.80477, 0.072505, -4.305171, -2.173271, 6.518717, -0.456097, -1.562349, 2.729073, -0.382439, -6.794374, -0.587641, -1.50504]"
