item_id,embedding,label
I0000,"[-3.205119, -2.184518, 8.006469, 1.459712, 5.180583, 0.084953, -3.829425, -1.839925, 6.641249, -1.325472, -2.394098, 2.557091, 0.007009, -6.107144, 0.403615, -0.842215]",c4
I0001,"[-4.179066, -0.832615, -4.33836, -5.756123, 0.957101, -3.871923, -1.149173, 7.626273, 7.535537, 3.418749, -7.075505, 3.59592, -3.849201, 0.0611, -5.578911, -0.41149]",c5
I0002,"[-2.499332, -3.09847, 7.074644, 0.546978, 5.16071, 0.453314, -4.620958, -3.158644, 7.529349, -0.576161, -2.276124, 2.660674, 0.790189, -5.303416, 0.841567, -0.634148]",c4
I0003,"[-2.268909, 0.58757, 2.128296, -0.002054, -3.124609, -1.824747, -0.318372, -2.970576, 0.358244, -0.585352, 4.696833, -8.172815, 4.69433, 4.279276, 3.216338, -3.119371]",c0
I0004,"[-3.016408, 0.154095, 1.195559, 1.66931, -3.55973, -1.808157, -1.367111, -2.070903, 1.987961, -1.327354, 4.395894, -8.277125, 5.334596, 3.943976, 3.215027, -3.271544]",c0
I0005,"[-0.576325, -1.001872, 4.541152, 2.283314, -4.738826, -2.386294, -2.714816, -1.541723, 1.550663, 2.455405, 2.687682, -2.328679, 1.345299, -3.571183, 4.91089, -1.264983]",c1
I0006,"[1.823338, -0.150323, -3.538793, 0.135366, -1.267934, 0.252572, -1.296778, 1.119923, 0.973454, -0.953612, -4.593447, 1.516945, -1.698196, 4.163877, -2.864404, -2.757182]",c2
I0007,"[-6.060671, -0.835231, -3.775441, -6.174568, 1.6328, -2.942637, -2.220591, 6.462553, 6.625717, 2.348946, -5.924066, 3.502974, -3.459643, -0.551623, -5.032306, -1.066188]",c5
I0008,"[1.178585, -0.337869, -3.151407, -0.881428, -0.514461, 0.024208, -2.362215, 1.985713, 1.568679, -1.352557, -4.586791, 2.083657, -1.881416, 2.013049, -4.07905, -3.266415]",c2
I0009,"[1.475395, -1.123551, -3.837413, -0.167442, -0.030359, 0.963991, -0.519126, 1.988074, 1.138644, -2.481742, -4.392633, 1.769085, -1.066327, 2.570426, -3.313561, -3.52518]",c2
I0010,"[-4.822262, -1.266037, -4.011751, -6.805147, 0.32685, -3.741849, -1.736369, 6.43912, 6.938719, 1.993685, -6.299895, 2.372562, -4.338214, 0.636616, -5.145828, 1.169607]",c5
I0011,"[-2.866994, -2.22642, 7.323282, 1.238135, 6.239368, 0.115372, -3.510272, -2.534226, 6.930691, -2.682729, -1.374608, 3.258884, 1.068774, -5.603228, -0.369516, -1.305012]",c4
I0012,"[-3.058164, -2.682375, 6.001335, 1.1703, 4.565823, -0.489694, -3.829338, -2.063945, 5.654374, -0.819047, -2.898281, 3.087058, 1.006316, -5.853463, -0.790641, -0.773607]",c4
I0013,"[-4.934499, -0.967633, -3.493874, -7.254094, 1.244543, -3.642457, -1.321125, 6.334155, 7.74761, 3.193296, -7.501457, 4.04875, -2.981589, 0.359969, -4.702708, -0.140872]",c5
I0014,"[-2.801109, 0.968754, 3.484776, 1.176567, -3.674229, -1.592173, -1.132153, -2.127591, 0.980661, -1.713455, 3.671503, -7.322636, 5.145537, 4.098357, 3.074018, -2.332347]",c0
I0015,"[0.065451, -1.472519, 4.392078, 2.182008, -4.281716, -1.400307, -2.787624, -0.204888, 1.441011, 2.323587, 3.605531, -1.204293, 1.081227, -4.683151, 4.953124, 0.036955]",c1
I0016,"[0.175108, -0.091183, -3.835166, -1.472874, -0.147306, 0.519813, -0.900899, 1.776931, 1.631272, -0.282853, -5.053262, 2.045508, -0.985854, 2.990942, -3.458358, -2.893739]",c2
I0017,"[-4.699882, -1.309523, -3.650709, -6.042411, 0.254321, -4.145018, -1.190236, 7.247025, 9.179507, 3.559778, -6.783756, 3.541062, -3.135969, 0.400113, -4.706625, 0.23412]",c5
I0018,"[-1.693013, -1.588149, 4.480836, 1.91642, -5.283782, -1.859307, -2.881606, -0.29042, 1.16327, 2.813246, 3.43175, -1.740196, 1.753341, -5.01411, 4.902358, -0.054611]",c1
I0019,"[-3.918504, -0.892678, -2.534331, -6.381324, 0.172896, -4.075605, -1.780564, 6.749538, 7.312541, 2.774171, -7.042885, 3.768136, -4.70097, -0.262173, -5.100393, 0.161599]",c5
I0020,"[0.226527, -1.356822, 4.487358, 2.945868, -4.938449, -2.80102, -2.107132, -0.3512, 0.181586, 1.618606, 1.967992, -2.206338, 1.537903, -3.688621, 4.25454, -0.0009]",c1
I0021,"[3.525607, 3.781427, 7.589439, -2.158213, -1.02251, 2.167545, 1.206848, 3.240136, -4.568156, -3.997017, -6.619382, -1.486131, 0.020868, -3.482805, -2.283036, 2.093537]",c3
I0022,"[-1.364668, -1.464304, 3.794053, 2.967988, -5.471534, -3.240129, -2.574118, -0.770601, 0.469287, 3.321175, 2.038318, -0.705445, 0.653926, -3.914062, 4.837006, 0.284223]",c1
I0023,"[-2.441505, -2.536887, 7.671499, 0.44383, 4.568807, -0.020947, -3.842036, -1.667275, 5.657099, -0.891131, -2.529478, 1.900841, 0.481334, -5.499924, -0.996461, -0.040863]",c4
I0024,"[3.30536, 3.935621, 6.504154, -1.482924, -1.400383, 0.92994, 0.267586, 4.559261, -4.627139, -4.247319, -6.163559, -1.895244, 0.542284, -4.019551, -3.122085, 3.093669]",c3
I0025,"[4.220335, 4.144593, 6.068864, -2.554769, -1.534222, 0.975378, 0.504764, 5.010761, -4.492783, -3.992782, -7.343787, -1.115869, -0.41721, -2.935962, -2.949464, 2.351208]",c3
I0026,"[-1.799891, -2.03724, 4.36747, 2.357686, -5.063909, -1.357085, -2.778565, 1.487381, 0.452666, 2.956017, 2.572266, -1.114581, 0.874307, -4.388654, 4.489724, -1.311564]",c1
I0027,"[-3.376133, 0.893127, 2.206433, 0.834432, -2.362147, -1.026385, 0.05679, -2.51052, 0.561251, -0.74468, 3.076988, -7.442378, 4.982685, 3.848338, 3.421844, -2.719161]",c0
I0028,"[-3.542887, 1.773367, 2.527693, 0.321927, -2.346174, -2.443225, -0.012212, -2.897774, 1.207758, -1.651957, 3.205261, -7.596884, 5.488415, 4.383998, 3.976281, -3.072751]",c0
