row_id,account_id,event_time,amount,currency
R00000,A0058,1772326260000,16.47,USD
R00001,A0010,1772329680000,12.78,GBP
R00002,A0023,1772330820000,7.55,EUR
R00003,A0030,1772342460000,19.67,EUR
R00004,A0020,1772362500000,46.7,SEK
R00005,A0026,1772368860000,57.9,EUR
R00006,A0058,1772371320000,40.12,USD
R00007,A0050,1772373120000,107.9,GBP
R00008,A0032,1772377680000,26.97,SEK
R00009,A0028,1772378220000,34.88,USD
R00010,A0054,1772378280000,7.29,SEK
R00011,A0036,1772386680000,33.42,USD
R00012,A0033,1772391420000,4.39,SEK
R00013,A0024,1772392320000,18.44,SEK
R00014,A0017,1772392560000,12.12,SEK
R00015,A0011,1772400300000,70.75,SEK
R00016,A0010,1772403060000,2.7,USD
R00017,A0022,1772411460000,61.62,EUR
R00018,A0047,1772416320000,51.96,GBP
R00019,A0059,1772419860000,10.33,GBP
R00020,A0015,1772420040000,44.51,USD
R00021,A0003,1772430180000,24.21,EUR
R00022,A0034,1772439660000,11.96,USD
R00023,A0034,1772440380000,11.36,USD
R00024,A0016,1772441880000,46.53,USD
R00025,A0034,1772445480000,3.69,SEK
R00026,A0038,1772454600000,3.09,GBP
R00027,A0055,1772462160000,15.6,SEK
R00028,A0017,1772466660000,4.65,SEK
R00029,A0058,1772468880000,4.71,EUR
R00030,A0050,1772474580000,145.4,USD
R00031,A0028,1772487780000,53.31,EUR
R00032,A0046,1772490240000,25.5,SEK
R00033,A0056,1772505060000,65.01,USD
R00034,A0030,1772512920000,12.12,SEK
R00035,A0000,1772516100000,8.52,GBP
R00036,A0029,1772516820000,85.37,USD
R00037,A0055,1772524980000,17.15,USD
R00038,A0044,1772525760000,14.11,USD
R00039,A0046,1772528760000,69.85,GBP
R00040,A0044,1772529960000,49.18,GBP
R00041,A0051,1772530260000,11.54,EUR
R00042,A0053,1772539080000,38.75,GBP
R00043,A0059,1772543880000,20.99,GBP
R00044,A0048,1772546280000,47.38,GBP
R00045,A0056,1772546280000,6.58,USD
R00046,A0018,1772548140000,15.62,EUR
R00047,A0047,1772553480000,62.8,EUR
R00048,A0025,1772562060000,13.46,USD
R00049,A0005,1772562180000,4.67,GBP
R00050,A0021,1772563200000,45.65,USD
R00051,A0012,1772574060000,18.73,SEK
R00052,A0043,1772588160000,4.54,SEK
R00053,A0035,1772598480000,28.11,GBP
R00054,A0048,1772609400000,5.91,USD
R00055,A0058,1772610240000,67.79,EUR
R00056,A0045,1772613240000,31.87,USD
R00057,A0001,1772618340000,48.54,SEK
R00058,A0009,1772621280000,1.72,GBP
R00059,A0045,1772629080000,63.92,GBP
R00060,A0026,1772644500000,17.87,SEK
R00061,A0036,1772650140000,148.25,USD
R00062,A0048,1772651580000,8.55,SEK
R00063,A0004,1772656560000,10.45,USD
R00064,A0013,1772659500000,39.43,GBP
R00065,A0014,1772663520000,19.69,SEK
R00066,A0020,1772664000000,5.04,GBP
R00067,A0014,1772664720000,67.5,EUR
R00068,A0012,1772680200000,3.08,EUR
R00069,A0001,1772684340000,17.7,USD
R00070,A0042,1772687220000,5.93,EUR
R00071,A0030,1772688120000,1.45,GBP
R00072,A0059,1772690580000,10.75,SEK
R00073,A0051,1772693340000,20.74,SEK
R00074,A0008,1772695500000,49.98,USD
R00075,A0022,1772705640000,5.14,GBP
R00076,A0048,1772708220000,36.94,GBP
R00077,A0024,1772714880000,22.93,USD
R00078,A0045,1772716320000,50.86,GBP
R00079,A0028,1772716440000,27.21,GBP
R00080,A0027,1772716800000,87.72,GBP
R00081,A0038,1772718240000,17.2,USD
R00082,A0008,1772719140000,10.89,GBP
R00083,A0035,1772725500000,38.01,SEK
R00084,A0047,1772725800000,10.55,EUR
R00085,A0034,1772729460000,29.51,USD
R00086,A0027,1772729580000,22.88,EUR
R00087,A0010,1772750760000,9.41,SEK
R00088,A0014,1772754000000,7.59,GBP
R00089,A0047,1772756820000,35.84,GBP
R00090,A0015,1772758500000,24.24,SEK
R00091,A0047,1772761920000,18.36,SEK
R00092,A0041,1772766360000,39.56,GBP
R00093,A0001,1772770140000,45.92,GBP
R00094,A0016,1772783880000,26.01,USD
R00095,A0008,1772784480000,256.14,EUR
