account_id,event_time,health_score
A0000,1767391054000,45.82
A0000,1772911294000,91.57
A0001,1767332772000,53.77
A0001,1773209685000,5.84
A0002,1767328228000,59.16
A0002,1772802445000,8.16
A0003,1767393385000,51.49
A0003,1773019726000,86.84
A0004,1767252247000,48.34
A0004,1773190787000,11.45
A0005,1767384965000,50.21
A0005,1773199433000,93.6
A0006,1767246245000,47.19
A0006,1774168071000,87.95
A0007,1767380232000,45.28
A0007,1773954402000,11.7
A0008,1767355699000,43.16
A0008,1773582162000,94.54
A0009,1767301498000,48.54
A0009,1773383367000,14.03
A0010,1767234328000,46.39
A0010,1774631611000,85.68
A0011,1767233378000,40.55
A0011,1773150528000,88.37
A0012,1767345069000,39.77
A0012,1773090314000,89.6
A0013,1767279394000,48.47
A0013,1773833746000,93.72
A0014,1767322586000,45.52
A0014,1774126403000,7.59
A0015,1767343755000,42.08
A0015,1773513424000,12.21
A0016,1767226481000,51.68
A0016,1773243315000,90.02
A0017,1767346468000,53.88
A0017,1772710137000,8.94
A0018,1767370625000,46.28
A0018,1772554499000,87.2
A0019,1767361708000,48.31
A0019,1774041300000,10.6
A0020,1767252406000,58.61
A0020,1773176848000,90.65
A0021,1767386602000,52.14
A0021,1773915633000,12.47
A0022,1767285568000,42.9
A0022,1773555799000,89.26
A0023,1767354328000,45.65
A0023,1772500727000,91.35
A0024,1767363995000,57.37
A0024,1773810613000,86.69
A0025,1767348257000,47.18
A0025,1774159263000,88.21
A0026,1767300268000,38.05
A0026,1773348443000,85.28
A0027,1767357364000,47.64
A0027,1773285516000,90.24
A0028,1767389056000,49.77
A0028,1774389164000,12.65
A0029,1767327014000,53.86
A0029,1772536223000,91.7
A0030,1767339499000,49.45
A0030,1773140629000,93.41
A0031,1767276029000,60.42
A0031,1773274072000,5.07
A0032,1767250764000,50.86
A0032,1773998708000,12.97
A0033,1767296995000,56.37
A0033,1773016401000,92.08
A0034,1767292627000,46.97
A0034,1773981703000,88.66
A0035,1767242130000,46.93
A0035,1773367468000,7.78
A0036,1767364548000,51.45
A0036,1774391801000,11.07
A0037,1767289295000,47.89
A0037,1774093266000,12.75
A0038,1767308073000,54.81
A0038,1774093691000,90.12
A0039,1767294902000,51.46
A0039,1773410411000,12.1
A0040,1767227074000,48.56
A0040,1772809787000,5.32
A0041,1767376770000,53.2
A0041,1772512560000,88.35
A0042,1767394644000,56.83
A0042,1773436049000,86.67
A0043,1767308692000,52.32
A0043,1772539626000,93.17
A0044,1767246743000,52.11
A0044,1772684500000,8.1
A0045,1767335326000,52.58
A0045,1773343389000,5.02
A0046,1767316941000,54.61
A0046,1773894760000,7.99
A0047,1767384450000,50.24
A0047,1772988264000,88.49
A0048,1767373224000,53.46
A0048,1774103397000,88.82
A0049,1767365668000,53.05
A0049,1773528365000,91.94
A0050,1767315415000,58.67
A0050,1772536392000,10.46
A0051,1767337562000,48.64
A0051,1773225203000,12.22
A0052,1767278241000,44.62
A0052,1773397384000,93.61
A0053,1767255840000,47.85
A0053,1773341256000,14.12
A0054,1767305126000,51.4
A0054,1773176755000,11.04
A0055,1767251860000,41.2
A0055,1773533321000,85.71
A0056,1767385041000,52.26
A0056,1773916879000,10.92
A0057,1767385342000,60.57
A0057,1773678483000,88.6
A0058,1767260033000,55.46
A0058,1773769641000,85.49
A0059,1767373240000,49.8
A0059,1774552312000,90.2
A0060,1767256373000,52.74
A0060,1772772890000,91.81
A0061,1767270973000,62.83
A0061,1774299888000,13.91
A0062,1767361259000,53.34
A0062,1773352353000,86.72
A0063,1767369293000,50.74
A0063,1773680041000,14.24
A0064,1767360291000,45.57
A0064,1774052690000,11.64
A0065,1767232282000,46.12
A0065,1773561149000,89.97
A0066,1767240276000,41.85
A0066,1774219442000,89.11
A0067,1767230073000,48.21
A0067,1773877340000,13.09
A0068,1767353627000,45.22
A0068,1773598625000,7.38
A0069,1767228780000,50.88
A0069,1772849763000,9.68
A0070,1767269463000,57.71
A0070,1773622754000,13.86
A0071,1767281826000,48.18
A0071,1772988242000,7.81
A0072,1767320556000,50.66
A0072,1774026040000,88.84
A0073,1767364394000,56.98
A0073,1773509179000,88.9
A0074,1767238250000,48.25
A0074,1773689798000,5.94
A0075,1767301371000,40.86
A0075,1773605227000,7.06
A0076,1767281437000,36.49
A0076,1773798609000,14.58
A0077,1767351583000,50.22
A0077,1773260846000,7.74
A0078,1767350375000,48.55
A0078,1772593159000,12.59
