row_id,f1,f2,f3,f4
R00000,1.86401,4.027821,3.566253,0.650665
R00001,3.166766,3.708266,3.945119,1.016646
R00002,2.317793,4.358384,4.67036,0.780742
R00003,3.115325,3.638436,4.09659,1.429937
R00004,2.623394,2.641874,2.875068,1.5429
R00005,3.599953,4.049021,1.961465,1.060434
R00006,2.201909,4.536904,8.863687,0.897474
R00007,3.009719,5.81045,4.227022,1.198261
R00008,2.62685,3.618943,-2.468402,0.69386
R00009,2.980041,4.933192,3.606302,2.049733
R00010,3.815857,3.26075,0.599044,1.698489
R00011,0.94142,4.71064,4.982193,1.849405
R00012,3.853631,4.092558,8.15184,1.096563
R00013,0.969961,3.191492,3.751987,1.462042
R00014,3.034918,6.548467,2.854683,-0.283385
R00015,3.54443,4.170123,2.12798,0.990055
R00016,4.224515,5.37691,4.206942,1.880504
R00017,1.70856,5.181383,0.512084,1.689389
R00018,3.289322,2.489501,1.209486,1.168
R00019,4.498812,3.178513,-3.670835,1.106862
R00020,2.748472,2.927014,-1.462472,1.329453
R00021,2.973754,4.576723,2.494567,1.095264
R00022,2.453241,4.680025,0.755329,0.433703
R00023,4.990651,4.200744,4.349342,0.669666
R00024,1.466502,4.241389,-1.152531,0.668886
R00025,2.588938,3.575824,2.374599,1.253431
R00026,1.93111,4.971477,5.625122,1.876816
R00027,3.402832,3.461528,5.781463,0.871391
R00028,1.96707,3.633454,11.204728,0.844227
R00029,4.946988,3.346021,5.326835,1.869708
R00030,3.511881,5.061293,2.470862,1.0814
R00031,0.97986,3.68197,5.764973,1.253284
R00032,4.083304,4.266113,1.553878,0.749868
R00033,2.897488,3.688807,1.900106,0.613218
R00034,2.280187,3.830047,0.995489,1.164892
R00035,3.447372,4.81556,-0.688698,0.744301
R00036,2.954719,3.39104,3.687825,1.634064
R00037,2.112724,3.350792,2.35646,0.780226
R00038,3.522972,4.159112,7.074396,1.126893
R00039,3.911703,4.060317,2.330807,1.079565
R00040,3.229834,3.259258,2.644659,1.393308
R00041,4.560426,4.315644,2.404101,1.964494
R00042,2.44048,5.276332,4.746328,0.136017
R00043,5.175921,4.603963,0.097132,1.28048
R00044,2.142911,3.943332,5.105425,2.006224
R00045,1.587444,5.584571,0.683918,1.177191
R00046,2.829061,3.093649,4.951168,0.398266
R00047,2.144965,4.558211,1.202897,0.603323
R00048,2.69336,4.426531,1.954025,1.517699
R00049,1.7059,2.988294,3.002673,1.085062
R00050,4.164549,3.887855,1.171453,2.157947
R00051,3.369982,3.954492,3.842244,0.431921
R00052,3.382289,4.30584,2.832188,0.293291
R00053,2.715927,3.685739,7.926326,0.903491
R00054,2.540431,3.903671,1.604133,0.69975
R00055,3.258947,4.346735,1.350381,1.02668
R00056,1.967027,3.627851,-2.094763,1.001884
R00057,2.915815,2.951261,4.472015,1.18608
R00058,3.351206,3.162604,2.190392,1.100981
R00059,2.774937,3.684688,4.21685,1.247968
R00060,1.153043,3.396603,2.534046,0.592319
R00061,2.479454,4.728178,-0.056501,0.636445
R00062,3.408417,3.393939,-1.13207,1.798238
R00063,1.430174,3.666248,3.222133,0.372683
R00064,3.447503,4.24101,0.714636,1.060647
R00065,3.616843,4.691458,2.104763,1.400053
R00066,4.342864,4.160691,3.566957,0.823961
R00067,3.15628,4.29412,4.10993,0.866029
R00068,2.463305,4.075444,4.616324,0.883509
R00069,3.527267,4.338639,3.864741,1.500335
R00070,1.478862,4.536515,-0.283517,0.593007
R00071,4.452791,4.827441,0.402098,1.656195
R00072,2.096778,4.240273,3.693,0.686579
R00073,1.1072,3.639519,3.050043,1.542256
R00074,3.058326,2.084905,4.795618,1.272782
R00075,1.435506,4.523545,3.879756,1.452592
R00076,3.698502,4.364314,2.427472,1.193833
R00077,1.978713,5.684254,-3.256222,1.632369
R00078,3.31557,4.060241,4.523604,2.110244
R00079,2.445661,5.880626,3.820439,1.614505
R00080,2.25022,4.712299,1.755735,1.468183
R00081,2.976859,5.872892,4.748635,1.703426
R00082,1.897526,3.588955,-1.105907,1.539335
R00083,2.589107,4.360414,3.169709,1.369232
R00084,2.375842,4.206397,2.176182,1.249919
R00085,4.136003,4.178372,4.585576,0.733289
R00086,2.38895,4.60072,4.992389,1.482053
R00087,3.270989,4.087395,6.663253,1.598857
R00088,1.467814,3.520392,3.509931,2.153393
R00089,3.371677,4.668477,5.471796,1.105808
R00090,2.476306,4.752233,2.743659,1.269181
R00091,3.005007,4.162989,-0.586794,2.12249
R00092,3.593014,3.30881,3.200901,0.703441
R00093,2.799387,3.337983,5.227739,1.513611
R00094,3.087177,4.1625,1.495804,2.047342
R00095,2.278177,3.724016,3.343732,0.922758
R00096,2.521315,3.534785,3.952571,0.907401
R00097,2.83804,3.537878,8.108079,2.211873
R00098,2.197028,4.709113,1.252506,0.960043
R00099,2.855208,4.411868,4.569996,0.18683
R00100,2.15337,5.086861,3.838157,0.382218
R00101,2.682105,4.614713,4.470888,1.046476
R00102,1.884767,4.135803,-1.566199,0.476108
R00103,5.263668,4.502816,1.857539,1.56218
R00104,2.762356,4.340484,5.295781,0.701213
R00105,3.337097,4.757899,2.23715,1.637344
R00106,4.331901,3.020757,2.71473,1.077641
R00107,3.211649,3.684123,6.478426,1.169244
R00108,2.340706,5.032161,2.871957,1.595779
