row_id,f1,f2,f3,f4,f5,f6,label
R00000,-0.031837,2.344029,-1.324181,2.740104,-0.118757,-1.570015,1
R00001,-0.151941,-0.134068,1.017945,0.58682,1.715293,0.739094,0
R00002,-0.498194,0.133985,-0.576047,-0.682103,0.857276,1.330962,0
R00003,-0.912084,2.542733,0.07041,0.774824,1.117449,1.353712,1
R00004,-0.854721,2.593011,0.88423,0.239137,1.287031,1.162813,1
R00005,-0.396558,0.025622,-1.269328,0.537872,0.507925,0.121978,0
R00006,-2.131775,0.050861,-0.788375,1.666822,-0.602544,-0.774333,0
R00007,-0.090199,0.085398,-0.035072,-2.557064,-1.141616,-0.449275,0
R00008,1.962122,2.41021,0.471813,-0.200584,0.404661,-0.134747,1
R00009,0.215995,0.1054,0.083311,-2.009918,0.382859,-1.096335,0
R00010,-0.963284,0.069459,-1.49025,0.891447,-0.156205,0.099352,0
R00011,-0.498965,0.084633,-0.898606,-0.031991,0.011601,-0.546506,0
R00012,-0.920127,-0.020692,0.24136,1.222141,-0.841233,1.663824,0
R00013,0.681573,-0.071128,-1.479769,-0.978593,0.287222,0.010033,0
R00014,1.696708,0.161095,-0.061537,-1.18511,1.160575,-1.081723,0
R00015,-0.118212,2.291791,-0.554017,-0.041229,0.123573,0.997521,1
R00016,0.71097,2.616586,0.868287,-0.714518,-0.192348,0.283816,1
R00017,-0.201975,0.067512,0.601069,-0.473281,0.119464,1.308371,0
R00018,-0.587734,-0.03971,-0.035129,0.514994,-0.233725,0.625922,0
R00019,-0.501892,0.296214,0.091068,0.488518,-0.91717,1.028682,0
R00020,0.233449,0.128069,-0.656461,-1.512689,0.385152,-1.999574,0
R00021,-1.001615,0.10655,-0.623294,0.376019,0.21106,1.22727,0
R00022,-1.486246,-0.044603,-0.245106,-0.84182,-2.714917,-0.466166,0
R00023,-0.417351,2.280578,-0.409583,0.440661,1.787007,1.00676,1
R00024,-0.471316,0.093275,-0.625519,0.329018,0.370396,0.804399,0
R00025,0.930514,2.606139,0.650788,-1.13627,0.536234,-0.726993,1
R00026,0.04642,0.310736,-0.451653,0.721392,0.559402,1.082219,0
R00027,-0.492491,0.286872,1.357926,-0.924804,-0.234342,0.501087,0
R00028,1.441043,2.369501,0.248177,-1.020374,-1.558929,1.03719,1
R00029,1.434697,-0.015135,-0.769531,0.791602,-0.394976,2.205797,0
R00030,-0.464761,0.022386,0.869098,-2.423251,0.746968,1.019231,0
R00031,-0.307493,-0.010265,-0.948095,-1.089261,0.006531,0.258586,0
R00032,-1.31505,-0.018185,-0.035928,-0.309289,0.264091,2.195022,0
R00033,-1.252081,-0.123994,-0.348476,-0.536362,2.397506,-0.104725,0
R00034,-1.591601,0.015188,-1.638187,1.626957,-1.175867,-1.235905,0
R00035,0.825205,2.665576,0.361435,-1.068246,0.939277,-0.734998,1
