account_id,f1,f2,f3,f4
A0000,-7.8895,3.3454,-4.428,5.8709
A0001,-7.3768,3.1736,-2.7114,4.4897
A0002,-4.4003,6.1198,-3.135,4.8328
A0003,-1.5783,-0.2256,-0.7976,5.3443
A0004,-3.5939,1.7105,-8.5178,5.7394
A0005,-5.0028,1.6095,-3.9023,4.4149
A0006,-6.8181,1.9469,-5.9936,4.8853
A0007,-4.2188,4.455,-2.9932,4.4883
A0008,-7.018,3.2114,-1.3457,3.8033
A0009,-0.9297,2.0621,-3.0925,4.1471
A0010,-1.4043,-1.1064,-3.9139,4.1461
A0011,-1.3322,0.5448,-2.4581,5.0418
A0012,-4.1231,1.7087,-3.9256,6.3136
A0013,-0.9991,3.4385,-1.1967,4.6722
A0014,-6.4401,3.6343,-3.5778,5.1538
A0015,-3.377,4.6844,-0.0162,4.1868
A0016,-3.454,-1.0101,-4.1442,3.7338
A0017,-3.6702,3.6739,-0.0738,7.0854
A0018,-4.0669,3.3338,-2.0186,4.3294
A0019,-1.936,6.2268,-9.9929,4.9025
A0020,-5.5188,-0.4286,-2.6432,4.0828
A0021,-5.0808,4.0531,-7.0247,6.1761
A0022,-2.882,4.4025,-6.202,4.3559
A0023,-7.6306,1.0686,-6.8105,2.4636
A0024,-4.1215,4.589,-6.705,6.6045
A0025,-2.2918,0.2355,-8.2688,2.5532
A0026,-1.8919,3.0306,-1.6896,6.5518
A0027,-3.2772,0.0326,-5.5781,4.2131
A0028,-3.3608,3.0158,-2.3234,5.7299
A0029,-2.8778,2.9428,-4.9683,5.2498
A0030,-5.9831,1.7426,-5.129,4.3966
A0031,-3.8946,-1.1352,-3.8528,4.1614
A0032,-6.5948,5.5177,-0.5587,6.6965
A0033,-7.0086,1.6607,-6.3355,3.3001
A0034,-3.2753,2.646,-11.6468,3.7833
A0035,1.1283,7.2174,-2.724,3.7566
A0036,-6.2416,4.4637,-0.0062,4.613
A0037,-3.9395,0.8536,-10.3229,3.4993
A0038,-1.8935,1.0752,-6.7138,5.7759
A0039,-5.5226,2.1836,-2.3808,3.2379
A0040,0.5996,3.2865,-4.2524,5.618
A0041,-1.9981,4.1029,-5.2286,5.5334
A0042,-1.6324,-0.2542,-5.9748,2.9162
A0043,-4.6324,2.2757,-4.7387,4.6916
A0044,-4.958,-1.392,-3.2829,0.8619
A0045,-4.7103,4.998,-3.271,2.0696
A0046,-7.2895,1.5175,-3.9699,4.2153
A0047,-6.1268,3.7096,-7.914,6.3549
A0048,-3.1604,-2.0088,-4.2569,5.04
A0049,-6.9993,3.501,-3.7627,3.4381
A0050,-3.5387,7.5165,1.1228,5.7432
A0051,-4.8811,4.754,-0.503,5.3282
A0052,-5.4145,-0.148,1.8209,6.3929
A0053,-6.1653,2.8312,-5.6172,1.8545
A0054,-1.9896,2.0981,-3.4023,5.1194
A0055,-4.01,-0.7607,-2.1615,4.2352
A0056,-2.4099,4.7664,-2.2072,6.4699
A0057,-3.2241,4.5205,-6.8156,4.4697
A0058,-6.0288,5.0828,-1.6464,3.7431
A0059,-5.501,1.6123,-3.543,7.9011
A0060,-2.0679,6.1673,1.2871,4.9879
A0061,-4.8426,5.272,-6.5208,4.1387
A0062,-1.7856,0.944,-5.4806,5.2176
A0063,-4.5853,1.0378,-5.2653,0.7235
A0064,-4.5064,-2.3811,-4.446,5.813
A0065,-2.1022,1.8536,-4.9651,4.3985
A0066,-4.0184,2.247,-2.2342,5.3758
A0067,-5.2856,1.3287,-3.9806,6.2601
A0068,-4.4962,0.6626,-2.9384,3.6085
A0069,-8.7254,0.2145,-3.7606,4.0329
A0070,-4.6829,4.403,-0.4323,6.4603
A0071,-1.6653,1.2569,-2.4428,4.3563
A0072,-3.9854,-0.8456,-2.3748,2.9051
A0073,-3.8565,-0.6339,-5.0517,5.3983
A0074,-6.5787,1.6885,-5.2639,4.2211
A0075,-6.5482,4.1584,-4.565,3.4963
A0076,-0.5723,3.482,-4.7022,3.0918
A0077,-6.3242,-0.1276,-5.7141,4.1884
A0078,-3.9081,4.3731,-6.6611,6.9434
A0079,-5.4875,4.7786,-3.4035,4.781
A0080,-6.1026,-1.507,-3.1654,3.4502
A0081,-4.3976,2.7927,-7.6195,6.2786
