entity_id,event_time,f1,f2,f3,f4,f5,f6
E0000,2026-01-01T00:00:00Z,4.1421,3.4635,3.9293,5.3195,6.7012,9.51
E0001,2026-01-01T00:00:00Z,3.1657,0.6564,4.2443,5.1367,8.8568,9.156
E0002,2026-01-01T00:00:00Z,2.7079,0.0751,4.1388,5.6793,8.6892,10.1091
E0003,2026-01-01T00:00:00Z,2.6601,1.8916,1.9638,4.6985,6.0969,8.1234
E0004,2026-01-01T00:00:00Z,2.3797,-1.0286,3.52,5.1202,7.2193,10.1047
E0005,2026-01-01T00:00:00Z,2.4207,1.7844,1.7256,5.4814,8.2986,9.0932
E0006,2026-01-01T00:00:00Z,3.3761,-0.0676,2.6351,6.1896,7.4024,8.8745
E0007,2026-01-01T00:00:00Z,2.2047,3.2516,3.6119,5.4284,7.3007,9.0164
E0008,2026-01-01T00:00:00Z,3.48,-0.7136,6.7773,5.3308,5.7446,10.9646
E0009,2026-01-01T00:00:00Z,3.3653,-0.324,1.2437,5.6794,8.8047,9.0963
E0010,2026-01-01T00:00:00Z,2.2109,1.3972,4.576,5.3271,7.9163,9.0264
E0011,2026-01-01T00:00:00Z,2.203,0.8,4.4415,5.624,7.328,10.7937
E0012,2026-01-01T00:00:00Z,2.6645,4.9852,4.8908,4.5434,7.2194,9.5221
E0013,2026-01-01T00:00:00Z,2.7662,-0.0399,2.7539,5.2227,7.1717,10.0018
E0014,2026-01-01T00:00:00Z,2.9278,-0.3086,3.6521,6.9825,7.2254,9.4556
E0015,2026-01-01T00:00:00Z,3.5433,1.0576,3.503,5.7778,6.7158,9.368
E0016,2026-01-01T00:00:00Z,3.1876,1.001,1.4605,5.0908,6.9099,10.2621
E0017,2026-01-01T00:00:00Z,2.7627,3.1276,1.6346,6.7672,7.3416,10.7789
E0018,2026-01-01T00:00:00Z,3.2247,1.6061,3.1664,6.3025,7.8862,10.0951
E0019,2026-01-01T00:00:00Z,2.3991,0.7595,4.6787,6.0454,8.9161,7.0448
E0020,2026-01-01T00:00:00Z,3.3504,-0.0246,4.2694,4.7946,8.3702,10.3353
E0021,2026-01-01T00:00:00Z,2.5416,1.587,2.9673,5.5522,6.5833,8.3445
E0022,2026-01-01T00:00:00Z,4.5468,-0.8567,2.7716,5.3079,6.6379,10.1645
E0023,2026-01-01T00:00:00Z,3.037,0.4711,2.813,5.7818,7.5062,9.8235
E0024,2026-01-01T00:00:00Z,2.3765,0.1496,3.5055,6.2513,8.5839,11.2678
E0025,2026-01-01T00:00:00Z,3.4647,1.8404,1.8615,5.5076,8.7881,10.4159
E0026,2026-01-01T00:00:00Z,2.6243,-0.4909,4.2938,5.9835,7.5193,9.4409
E0027,2026-01-01T00:00:00Z,2.2665,-0.1351,2.4811,6.4692,9.3404,9.9891
E0028,2026-01-01T00:00:00Z,2.5434,1.584,4.1261,5.3925,7.0867,11.1776
E0029,2026-01-01T00:00:00Z,1.8109,2.9656,4.012,6.1146,8.8126,9.6768
E0030,2026-01-01T00:00:00Z,2.9087,-0.1816,5.4703,5.4749,7.6611,9.6876
E0031,2026-01-01T00:00:00Z,2.6137,1.4824,5.5254,5.4805,6.7529,8.4759
E0032,2026-01-01T00:00:00Z,2.7735,0.629,3.3962,5.7484,6.9434,8.7575
E0033,2026-01-01T00:00:00Z,3.0692,0.5521,4.4384,5.1559,7.3938,7.6454
E0034,2026-01-01T00:00:00Z,2.6517,0.2123,2.6401,4.4762,7.4914,8.0896
E0035,2026-01-01T00:00:00Z,2.9182,0.6678,2.6915,5.7687,6.6814,8.4099
E0036,2026-01-01T00:00:00Z,2.6275,0.0644,4.4403,5.2601,7.3329,8.9436
E0037,2026-01-01T00:00:00Z,2.8639,1.5808,3.8512,5.2292,8.164,10.4353
E0038,2026-01-01T00:00:00Z,3.5743,1.0011,6.1704,5.7098,5.8477,8.7747
E0039,2026-01-01T00:00:00Z,3.2862,3.9379,3.6257,6.0331,8.1542,9.6571
E0040,2026-01-01T00:00:00Z,3.7139,0.0147,2.7004,5.278,6.6189,8.9078
E0041,2026-01-01T00:00:00Z,2.8284,1.3169,4.3587,5.7146,8.1534,8.8108
E0042,2026-01-01T00:00:00Z,2.1812,1.5825,3.9034,6.2782,7.9337,10.7076
E0043,2026-01-01T00:00:00Z,2.9054,0.2824,4.1848,6.0982,5.696,9.3938
E0044,2026-01-01T00:00:00Z,3.9187,1.2565,2.8881,5.1343,8.2607,8.3581
E0045,2026-01-01T00:00:00Z,3.7301,-1.8703,5.9214,5.6601,7.6819,10.8712
E0046,2026-01-01T00:00:00Z,3.5076,1.375,3.2621,6.4431,5.1611,9.9754
E0047,2026-01-01T00:00:00Z,4.0215,1.9026,3.8175,5.8831,7.7795,9.7915
E0048,2026-01-01T00:00:00Z,2.7233,1.3412,4.3396,5.9294,5.6291,12.5198
