account_id,label_time,amount,balance,credit_score,tier,sessions_7d,health_score,churned
A0000,1773578048000,2.03,6583.49,807,gold,37,53.75,0
A0001,1773637247000,23.41,3849.19,581,bronze,29,44.49,1
A0002,1772646308000,195.4,5199.25,649,bronze,15,49.52,0
A0003,1772538873000,9.0,5976.2,332,bronze,23,48.71,1
A0004,1772229082000,9.33,4053.7,358,gold,36,45.25,0
A0005,1772988530000,110.85,9242.21,390,gold,35,43.52,1
A0006,1772261586000,5.9,2413.41,373,gold,30,45.79,0
A0007,1772432626000,36.78,5204.84,639,gold,37,47.98,0
A0008,1772649861000,22.81,8190.76,473,gold,13,52.74,1
A0009,1772689234000,12.47,6813.34,592,silver,8,57.3,0
A0010,1772051862000,47.43,4629.75,537,gold,9,53.61,1
A0011,1772534921000,76.07,3857.55,420,silver,18,43.96,1
A0012,1772953278000,3.78,3888.4,555,silver,9,46.68,1
A0013,1773395096000,54.87,10749.16,626,silver,38,49.81,0
A0014,1773049803000,24.37,2608.43,804,silver,14,49.39,1
A0015,1772353992000,61.35,1900.28,472,bronze,33,48.74,0
A0016,1773457528000,16.6,1664.75,659,bronze,25,38.68,1
A0017,1772114377000,116.6,277.76,693,silver,3,45.86,1
A0018,1773679018000,54.72,6158.97,585,silver,37,48.96,1
A0019,1772279422000,24.78,8342.12,810,silver,26,44.91,1
A0020,1773664801000,44.1,7290.03,681,bronze,27,55.26,1
A0021,1772097281000,21.75,5594.55,366,gold,32,48.98,0
A0022,1772595498000,13.15,4222.49,565,bronze,11,58.28,1
A0023,1772006643000,15.1,4492.26,822,bronze,24,45.45,0
A0024,1773652857000,57.42,4944.76,464,bronze,2,52.97,0
A0025,1772230811000,31.96,2137.52,749,silver,7,50.59,0
A0026,1772074615000,6.43,4161.21,729,gold,32,53.4,1
A0027,1772517177000,34.02,3900.69,531,gold,25,52.11,1
A0028,1773387375000,25.0,6426.47,332,gold,9,49.46,1
A0029,1773475158000,13.83,6216.33,846,silver,11,49.16,1
A0030,1772817960000,221.6,9442.03,430,gold,35,62.29,1
