user_id,e1,e2,e3,e4,e5,e6,e7,e8
U0000,-0.9999,0.5913,0.4567,0.7014,0.3468,-0.1692,-0.8312,2.118
U0001,1.7106,1.4934,-1.1854,-0.7294,-1.6101,2.7756,2.4361,-0.765
U0002,-0.3543,-1.2741,1.1027,-0.7137,-1.5477,1.6844,-1.114,-0.2632
U0003,1.556,-0.0934,0.2814,-0.3625,-0.0539,0.089,-0.8233,1.5821
U0004,1.0166,1.3651,-1.4443,0.6896,-0.4857,0.8474,-0.2765,-0.9209
U0005,0.1571,1.0638,1.0832,-0.6067,0.025,1.9706,0.191,0.0199
U0006,-1.6809,-0.1558,-0.7067,0.1954,-0.1159,-0.8629,1.3369,-0.9662
U0007,0.1746,-0.3026,-1.0469,0.7491,0.6164,0.1709,-0.9636,0.9567
U0008,1.0058,0.3576,-0.3148,-0.9535,0.2261,1.6029,-0.0761,-0.9525
U0009,-0.0214,-1.2959,1.5812,1.006,0.165,-2.0155,0.2062,-0.7477
U0010,1.6409,1.7194,1.9018,-0.1806,-0.1729,-1.0916,0.4312,-0.0113
U0011,-0.4389,-0.0683,-0.6146,-1.3923,-0.6833,-1.2426,-0.3193,-0.2876
U0012,-0.7021,-0.3708,-0.4745,0.7541,0.0589,-1.6469,-1.2099,-1.0078
U0013,-0.6376,-0.828,-0.696,0.9724,-1.8547,-1.5153,-0.0499,0.0498
U0014,0.5562,0.8274,1.453,0.7813,-3.0128,0.6263,-1.7422,-0.3265
U0015,-0.6282,0.391,-0.052,-1.1241,-1.0633,0.7711,-1.1893,-1.1394
U0016,-0.7489,-0.3019,-0.4722,-0.1741,0.1365,1.3533,0.6413,1.0735
U0017,0.2902,-1.4462,1.3052,0.0334,0.8281,-0.0452,-1.2139,-0.8955
U0018,-0.4103,-0.1979,-0.1382,0.1958,0.7463,-1.2313,2.2918,-0.5283
U0019,-0.6296,0.6033,-1.0913,-0.7541,-0.0265,1.3505,0.013,0.0379
U0020,0.1196,0.7262,-0.4687,0.0759,0.8674,-0.5148,-0.0934,3.2904
U0021,-1.9644,0.6958,-0.7246,-1.7641,0.0461,1.4964,-0.9254,-0.677
U0022,-0.2963,0.0329,-0.0177,-0.3441,0.7032,-0.0497,0.2815,0.794
U0023,1.1072,1.3337,1.1004,0.5281,-0.0614,1.1562,0.8429,-1.5074
U0024,-0.0222,0.4269,0.9473,-0.7272,-1.0466,1.1827,0.3544,-0.2632
U0025,0.1332,-0.5659,1.6948,-0.0627,1.8111,0.5521,1.2257,0.2027
U0026,0.2738,-0.2479,1.2457,1.5649,-1.1695,-0.1448,1.1249,0.5384
U0027,-0.9774,-0.3305,-1.7906,-0.5026,0.0965,-0.3724,0.3251,-0.0359
U0028,0.6515,0.3354,-0.7653,0.2088,-1.0945,-1.1556,0.51,0.5103
U0029,0.0958,1.4069,0.9741,1.6079,-0.1337,0.9166,-0.4579,0.2917
U0030,1.0053,0.5705,-1.024,0.7481,1.2569,2.087,0.93,0.252
U0031,-0.5084,0.1034,-0.8611,-0.6816,-0.0828,1.5601,0.9536,-0.1664
U0032,0.3,1.3933,-0.2468,-0.5503,0.5576,-1.0932,0.6433,2.2555
U0033,-0.0022,1.1253,0.2083,0.3162,0.3635,0.5594,2.0882,-2.8257
U0034,-1.3119,-0.807,-0.1705,0.5511,0.8945,0.4429,0.3397,-1.4155
U0035,-0.6209,-0.6551,-0.333,-0.7285,0.9973,-1.4222,-0.2558,-0.114
U0036,-0.0642,0.1019,-1.0059,0.2759,-0.4964,-0.8361,-0.5373,0.1802
U0037,1.2113,0.8244,-1.6062,-0.2711,1.7391,-1.403,-0.6416,-2.1556
U0038,-0.5545,0.3081,0.3915,-0.8616,0.2406,0.3342,-0.8739,0.0046
U0039,0.6389,0.3647,1.3604,0.2084,-1.8573,0.3903,-0.3096,0.1977
