account_id,label_time,churned
A0000,1772304939000,0
A0001,1773482046000,0
A0002,1773533318000,1
A0003,1772002067000,1
A0004,1772086537000,0
A0005,1773584013000,0
A0006,1772921288000,0
A0007,1772402687000,1
A0008,1772533491000,0
A0009,1772362866000,0
A0010,1772742518000,0
A0011,1772882905000,0
A0012,1773351720000,1
A0013,1771992198000,0
A0014,1772951255000,1
A0015,1772346000000,0
A0016,1773530553000,1
A0017,1772437869000,1
A0018,1772833808000,0
A0019,1773057698000,0
A0020,1773239267000,0
A0021,1773421617000,0
A0022,1772737441000,1
A0023,1773639389000,0
A0024,1773051955000,1
A0025,1772133384000,0
A0026,1772631959000,1
A0027,1772767070000,0
A0028,1773418467000,0
A0029,1772375918000,0
A0030,1772303825000,1
A0031,1772438414000,1
A0032,1772725237000,0
A0033,1772108079000,0
A0034,1772107506000,0
A0035,1771998570000,0
A0036,1773600028000,1
A0037,1772145288000,0
A0038,1772100788000,0
A0039,1773212738000,1
A0040,1772229558000,1
A0041,1772562988000,0
A0042,1773257148000,0
A0043,1772487954000,0
A0044,1773699927000,1
A0045,1772645690000,1
A0046,1773101366000,1
A0047,1773198803000,0
A0048,1772721561000,0
A0049,1773280471000,0
A0050,1773171825000,1
A0051,1772372388000,0
A0052,1772908341000,1
A0053,1772467823000,1
A0054,1773162549000,0
A0055,1772169998000,1
A0056,1772077551000,1
A0057,1772528858000,0
A0058,1772062059000,0
A0059,1772844421000,1
A0060,1773429192000,1
A0061,1772941057000,1
A0062,1772815600000,0
A0063,1772909258000,1
A0064,1773352088000,1
A0065,1773139790000,0
A0066,1773329133000,1
A0067,1773218371000,1
A0068,1772404011000,1
A0069,1773261848000,1
A0070,1773605593000,0
A0071,1772130290000,0
A0072,1772520709000,1
A0073,1772776784000,0
A0074,1772311248000,0
A0075,1773324061000,1
A0076,1773623548000,0
A0077,1772870626000,0
A0078,1773025240000,1
A0079,1773582000000,1
A0080,1772100088000,0
A0081,1773357508000,1
A0082,1773230547000,0
A0083,1773047399000,1
A0084,1773392158000,1
A0085,1772157868000,1
A0086,1772430414000,0
A0087,1773025914000,1
A0088,1772237126000,0
A0089,1772729547000,0
A0090,1772150045000,1
A0091,1772984489000,0
A0092,1773625211000,0
A0093,1772777344000,1
A0094,1773201675000,0
A0095,1772605386000,1
A0096,1772228370000,1
A0097,1772401000000,0
A0098,1772183464000,1
A0099,1772231801000,0
