account_id,f1,f2,f3,f4
A0000,4.4873,3.0272,3.8124,-5.0458
A0001,0.772,1.934,3.2324,0.2097
A0002,1.8587,2.4781,1.5901,-2.9493
A0003,2.7001,2.4827,3.7691,-3.4693
A0004,1.862,1.9247,3.6485,0.8359
A0005,1.8945,4.3771,1.7078,-8.6478
A0006,1.273,2.4071,3.5073,0.8974
A0007,3.1158,3.359,2.8827,-1.1681
A0008,2.7856,2.9231,2.1311,0.6139
A0009,1.4157,2.4022,4.0489,0.5529
A0010,2.5899,2.2838,4.0774,-6.1389
A0011,1.9686,1.9786,3.5041,0.0043
A0012,2.8893,2.5346,2.414,1.2798
A0013,2.2385,2.739,3.6362,-4.8726
A0014,1.7455,3.0697,2.5213,-1.7993
A0015,2.52,3.6737,3.3491,-0.7038
A0016,2.1195,2.9667,4.0745,0.2961
A0017,2.2636,1.8806,3.2786,1.448
A0018,2.0902,2.2821,3.5657,0.3736
A0019,2.0833,2.3153,3.2828,-3.5271
A0020,1.8936,4.2424,4.6546,1.1413
A0021,3.7906,2.8289,3.5003,-4.6376
A0022,2.688,2.831,2.8286,-3.8332
A0023,1.1579,3.7741,2.6266,-0.0724
A0024,1.8966,2.6733,4.1362,-1.9911
A0025,2.0034,1.6728,4.1425,-3.239
A0026,1.9848,1.845,2.2476,-2.373
A0027,2.5025,2.8197,2.9186,-1.4258
A0028,2.5585,3.6479,3.1099,-4.1128
A0029,2.0564,2.8641,5.7625,-4.4708
A0030,3.2667,2.6935,4.2664,-1.9578
A0031,1.309,2.2569,3.2426,-2.5366
A0032,2.1808,3.3769,7.0475,-0.9846
A0033,2.6455,3.6022,3.3455,-1.8307
A0034,3.5704,2.4184,4.6564,-3.7977
A0035,1.8469,2.6687,2.0636,-3.6202
A0036,1.1394,2.8561,4.6512,2.2267
A0037,2.8892,3.0414,3.2745,-5.1288
A0038,2.6389,2.461,5.6422,0.1029
A0039,2.3101,3.6363,2.8703,-7.1761
A0040,2.4647,2.7729,4.7753,-0.9628
A0041,1.2882,2.8306,2.364,-0.5314
A0042,2.4135,3.4981,2.6815,-4.7157
A0043,1.7334,2.232,5.6744,-1.598
A0044,4.0178,2.7243,2.561,-0.4003
A0045,2.1043,2.9004,2.604,-4.9519
A0046,1.8236,3.0281,4.5353,0.3951
A0047,2.6655,3.0556,4.2403,-2.8217
A0048,3.1819,2.7729,3.6815,-2.9677
A0049,2.0955,2.4339,3.0574,-5.3219
A0050,1.9348,1.8369,2.3233,-2.1985
A0051,1.8106,2.6289,3.9973,0.7446
A0052,3.2723,2.868,3.8034,-2.01
A0053,1.4653,3.0397,4.1041,-2.8364
A0054,3.897,2.081,2.5466,2.7292
A0055,2.0697,1.0235,2.8415,-2.2805
A0056,2.2359,3.6841,3.1806,-3.0896
A0057,2.042,3.0149,5.4485,-4.2248
A0058,3.1159,2.7281,3.4947,-1.8513
A0059,1.5335,2.7131,4.3044,-1.8956
A0060,3.3096,2.4384,4.6802,-3.5966
A0061,2.196,2.4245,1.9486,-1.7324
A0062,0.4553,4.1671,2.7544,-0.7429
A0063,4.1046,4.3868,3.2546,-2.6946
A0064,4.4819,2.684,3.5398,-1.9021
A0065,2.3471,2.8604,4.0515,-5.4156
A0066,2.6269,3.9473,1.0441,-3.6593
A0067,2.9905,3.3157,5.0748,-3.4568
A0068,2.9039,3.8552,2.2998,-4.51
A0069,2.4519,3.8919,5.9982,-0.4121
A0070,2.6874,2.4941,4.4406,-1.237
A0071,2.2822,3.6829,2.0849,-2.5981
A0072,2.4466,1.8735,2.8753,-3.8607
A0073,1.7068,2.6684,2.3959,-6.4746
A0074,1.9916,3.1492,3.847,0.2755
A0075,1.2942,1.7408,5.2345,-2.7136
A0076,1.8435,1.9869,2.0399,1.0535
A0077,2.0952,2.4275,3.3794,-3.5559
A0078,0.8901,2.7014,4.8339,-4.7952
A0079,1.8972,2.3452,2.1657,-1.8073
A0080,1.171,2.296,1.678,-3.7779
A0081,1.5003,2.8969,2.4301,-3.962
A0082,1.8987,2.1119,2.2185,-6.7147
A0083,2.6744,2.3795,3.4593,-5.2472
A0084,1.7642,4.5323,2.7114,-3.7175
A0085,3.2073,3.1427,4.1023,-2.1834
A0086,2.9266,2.7239,2.9773,-3.3812
A0087,1.7127,2.6752,2.3086,1.1805
A0088,1.9417,3.0135,3.0826,-1.1339
A0089,3.8821,2.9106,3.0812,-0.3034
A0090,3.542,2.9659,3.6581,0.6008
A0091,1.1646,3.0457,3.8498,-2.5074
A0092,2.7089,2.9454,3.5512,-0.1917
A0093,1.2662,3.5011,6.0585,0.9824
A0094,2.1349,3.1762,2.2127,-2.0888
A0095,2.5573,3.3669,3.164,-5.7377
A0096,3.1521,4.0015,2.726,-2.2695
A0097,0.5807,2.8624,3.5194,-1.0901
A0098,2.0109,3.3955,2.711,-0.5381
A0099,1.0416,2.0742,2.1374,0.9189
A0100,2.2495,3.0279,1.8755,0.0276
A0101,3.7097,2.6353,4.0351,-1.1697
A0102,2.4413,2.6696,4.3098,-2.1465
A0103,1.6853,3.1694,2.792,-6.2608
A0104,2.6496,3.2196,3.2695,1.0376
A0105,2.585,2.6389,0.2978,-1.4719
A0106,1.6599,2.3797,1.6283,-2.9959
A0107,3.1684,2.3534,4.7171,-1.3735
A0108,2.5127,1.8377,4.3726,-7.0088
A0109,2.771,2.2438,1.3978,-2.1553
A0110,2.6585,3.1226,5.4267,-3.2937
A0111,2.6967,3.0305,3.6793,-3.681
A0112,2.1543,2.5452,5.0005,-1.7226
A0113,1.7576,2.7459,4.1856,-2.1727
A0114,1.857,2.6491,4.8239,-1.7292
A0115,2.2451,2.9088,4.2454,-0.8409
A0116,0.3793,3.6445,1.9771,2.5966
A0117,3.7282,2.6929,1.5436,-2.1864
A0118,1.4461,2.4262,1.4418,-4.539
A0119,2.8922,2.7201,3.0964,-4.4782
