row_id,b_val
R00002,-3.9799
R00003,0.7506
R00005,4.0938
R00006,-6.5179
R00008,-8.4136
R00010,-8.6867
R00011,1.0502
R00012,-3.0384
R00013,-12.2382
R00014,6.4298
R00015,1.1783
R00016,-4.5134
R00017,7.6008
R00018,3.1567
R00019,-2.9709
R00020,-1.8016
R00021,-12.1705
R00024,0.3226
R00025,-1.153
R00026,-1.4477
R00027,3.5768
R00028,-5.3857
R00030,-3.222
R00031,9.3272
R00032,-2.8876
R00033,0.0107
R00034,3.3706
R00035,-10.7218
R00036,2.485
R00038,2.7036
R00039,5.1937
R00040,-2.4801
R00041,-0.7594
R00042,-2.6778
R00043,-3.9321
R00044,5.2816
R00045,6.2668
R00046,-1.8337
R00047,-2.4652
R00049,0.474
R00050,-3.3922
R00051,-2.2428
R00052,-3.1732
R00053,-2.803
R00055,-7.6984
R00056,-9.6788
R00057,-4.1063
R00058,-4.3439
R00059,-8.5091
R00060,-5.7549
R00061,-0.4713
R00062,-8.7367
R00065,-6.7785
R00067,0.3549
R00068,-6.1671
R00069,-4.973
R00070,-2.2585
R00071,-4.7127
R00073,-1.1724
R00074,-8.9747
R00075,-1.3971
R00076,-6.2882
R00077,-0.8912
R00078,-1.3546
R00079,-5.2053
R00080,9.1368
R00082,-5.1253
R00083,-5.5121
R00084,2.2606
R00086,0.4183
R00087,-8.3508
R00088,-12.4606
R00091,-4.4995
R00092,-3.6726
R00093,0.5014
R00094,-1.5814
R00096,-11.3572
R00097,-9.1667
R00099,-2.482
R00100,-3.9846
R00102,-5.8706
R00103,3.7195
R00104,-6.0024
R00105,-6.321
R00107,-10.6498
R00109,-13.4864
R00110,3.9889
R00111,0.8962
R00112,-5.1476
R00113,1.718
R00117,-8.4946
R00118,5.3101
R00120,2.2916
R00121,-0.5667
R00123,-5.8247
R00124,-3.9003
R00125,0.515
R00128,2.745
R00131,-7.9297
R00132,-3.0111
R00134,11.2513
R00135,-4.5093
R00138,-4.3901
R00139,-6.6865
R00140,5.6845
R00141,1.1223
R00142,2.3243
R00144,-1.156
R00145,-1.0082
R00147,-2.8007
R00148,-11.078
R00150,-4.4401
R00152,-0.0041
R00153,-3.5574
R00154,-2.0184
R00155,0.4826
R00157,1.88
R00158,0.1763
R00159,-0.3814
R00160,-4.9261
R00161,6.464
R00162,-13.008
R00164,-11.9368
R00165,0.5869
R00167,-9.8399
R00168,-2.3108
R00169,-5.1899
R00170,-0.1981
R00172,-6.0897
R00173,-6.5141
R00174,7.084
R00175,-4.2112
R00176,-3.3491
R00178,-9.3361
R00179,-5.7536
R00180,-0.7571
R00181,2.8564
R00182,-9.8955
R00183,-4.1361
R00184,-6.8023
R00185,-6.9878
R00186,6.1786
R00187,-5.9221
R00188,-2.4478
R00190,0.3874
R00191,-9.8581
R00192,-8.9938
R00193,-5.319
R00195,0.8523
R00197,-6.9108
R00198,-1.6054
R00199,-4.61
R00200,-4.1744
R00202,0.0991
R00204,-3.4004
R00205,-6.0033
R00207,-16.2195
R00209,-8.2332
R00210,-8.3978
R00214,-9.4884
R00215,-2.5521
R00216,-3.6605
R00217,-1.8763
R00218,-4.1571
R00219,-3.504
R00220,-10.4221
R00221,-8.5333
R00222,-2.3075
R00224,-9.1653
R00225,-9.6247
R00226,3.4061
R00227,-3.8858
R00228,-1.5004
R00229,-7.6267
R00230,-2.1071
R00231,-10.7723
R00232,1.9955
R00234,1.0096
R00235,5.9071
R00236,-0.3314
R00239,0.2978
R00240,-3.3752
R00242,-11.7214
R00243,-1.1547
R00245,-1.615
R00246,-8.5354
R00247,7.6978
R00248,-0.4865
R00250,-7.2381
R00251,-3.0498
R00252,-3.1302
R00255,-5.9848
R00256,-8.1835
R00257,-2.4074
R00258,-2.0215
R00259,1.5413
R00261,-5.7552
R00263,-2.6174
R00264,-6.4828
R00265,-5.9016
R00266,-7.1306
R00268,4.2429
R00270,-8.5634
R00271,-0.6156
R00272,-8.076
R00273,-11.2589
R00274,-6.0399
R00275,-2.5088
R00276,-3.6175
R00277,-10.0522
R00278,-6.8189
R00279,-11.5655
R00280,-6.5163
R00282,-1.8389
R00283,7.1676
R00284,5.3221
R00286,3.3476
R00288,-3.489
R00289,-9.3246
R00290,-3.2194
R00291,0.284
R00292,-2.0347
R00293,2.49
R00294,-11.5741
R00295,-0.9296
R00296,3.1687
R00297,-8.7221
R00299,-1.5846
R00302,2.0897
R00306,-7.8872
R00307,-5.8453
R00309,1.4293
R00310,-9.7749
R00312,-11.9454
R00313,-7.7503
R00315,-8.5294
R00316,-3.0635
R00317,-2.4124
R00318,2.2347
R00319,-3.089
