row_id,a_val
R00000,14.1432
R00004,2.5208
R00006,10.2988
R00007,9.582
R00008,10.7732
R00009,8.5557
R00011,6.4014
R00012,4.794
R00014,9.9422
R00015,10.6157
R00016,6.508
R00019,16.4475
R00021,11.3924
R00022,7.2132
R00025,16.6396
R00027,18.6146
R00028,7.2178
R00029,9.0001
R00030,14.7712
R00031,8.6371
R00032,10.8732
R00033,9.0631
R00035,1.977
R00036,13.9823
R00037,12.0905
R00039,16.2651
R00040,5.5795
R00041,6.3808
R00043,6.973
R00044,13.1817
R00045,12.2423
R00046,6.0527
R00048,6.8419
R00049,6.8253
R00051,8.9502
R00052,8.9608
R00053,11.0498
R00054,13.1746
R00055,5.8745
R00057,9.8069
R00058,2.4127
R00059,5.3946
R00060,12.0104
R00061,8.2762
R00063,3.5343
R00064,10.8295
R00065,8.5492
R00066,8.8969
R00067,10.5091
R00068,1.7279
R00069,16.5822
R00070,11.7002
R00071,7.4179
R00072,7.635
R00073,1.464
R00074,10.1349
R00075,13.2189
R00076,11.168
R00077,10.2394
R00078,5.2733
R00079,10.1961
R00080,7.6992
R00082,9.4134
R00083,15.8059
R00084,11.7413
R00085,9.3527
R00086,6.6544
R00089,12.434
R00090,14.4569
R00091,2.9825
R00093,11.0947
R00094,6.7961
R00096,6.5259
R00098,14.2808
R00099,7.8314
R00100,4.5734
R00101,5.5273
R00102,3.4603
R00103,15.0184
R00104,10.4214
R00105,16.8118
R00107,10.9562
R00108,11.8873
R00109,-1.5981
R00110,1.8798
R00111,15.3334
R00112,10.1042
R00113,8.7575
R00114,13.9401
R00115,17.1286
R00117,8.7147
R00118,16.5437
R00119,10.4169
R00121,11.5422
R00122,13.6701
R00123,7.8641
R00124,9.7065
R00126,13.5576
R00127,16.1349
R00128,6.1762
R00129,10.5386
R00130,8.9301
R00131,10.6735
R00132,10.6344
R00133,4.5299
R00134,8.6912
R00135,19.0797
R00136,9.8352
R00137,1.2004
R00139,5.2824
R00140,11.3914
R00141,6.5664
R00144,9.4507
R00145,12.2514
R00146,5.9901
R00147,4.0406
R00148,14.1373
R00149,3.6753
R00151,9.8311
R00152,6.7458
R00153,9.5098
R00154,10.6273
R00155,13.6529
R00156,11.6964
R00159,7.837
R00160,13.4302
R00161,13.861
R00162,13.7705
R00163,5.3821
R00164,9.5182
R00165,10.8732
R00166,9.4467
R00167,7.2673
R00170,6.2732
R00171,8.4196
R00172,11.3743
R00173,5.9497
R00174,10.2346
R00176,8.7007
R00179,6.889
R00180,4.3535
R00181,13.2623
R00183,10.2385
R00184,10.1758
R00185,14.4163
R00186,10.1814
R00187,3.2665
R00189,2.8351
R00190,10.6479
R00191,7.3005
R00192,17.6531
R00193,12.3289
R00195,6.3502
R00197,7.0697
R00199,8.9398
R00201,10.7528
R00203,7.9136
R00204,3.3978
R00205,5.9144
R00206,5.7013
R00207,6.1352
R00208,8.9771
R00209,7.3517
R00212,7.8944
R00213,12.4921
R00214,7.8913
R00216,15.116
R00218,11.8647
R00219,9.9332
R00220,11.479
R00221,6.5496
R00222,13.6728
R00223,9.242
R00224,15.1248
R00225,9.5246
R00226,18.8531
R00227,10.2833
R00229,15.0276
R00230,6.3389
R00231,13.0113
R00232,7.7643
R00233,7.6815
R00234,9.3949
R00235,16.8574
R00237,7.779
R00238,9.3048
R00239,1.8214
R00240,6.3012
R00241,17.8352
R00242,10.6019
R00243,10.079
R00244,15.5408
R00246,16.5455
R00250,6.5475
R00251,8.9397
R00252,6.4058
R00253,7.6218
R00254,14.4558
R00255,14.5018
R00258,8.0916
R00260,5.9604
R00261,9.8437
R00263,1.9959
R00264,3.3892
R00265,7.823
R00266,10.7293
R00267,14.9856
R00268,6.4066
R00270,18.3075
R00272,3.8281
R00273,12.1758
R00275,7.9521
R00276,8.6785
R00277,3.2344
R00278,12.898
R00279,11.3867
R00280,14.8984
R00281,-3.5962
R00282,16.2728
R00284,17.0618
R00285,5.8787
R00286,14.1708
R00287,10.6714
R00288,14.072
R00289,13.3064
R00290,9.7166
R00291,4.2695
R00292,10.2443
R00293,8.1893
R00296,6.8191
R00297,10.3398
R00299,11.3855
R00300,9.614
R00301,10.2424
R00302,20.0959
R00303,2.5595
R00304,6.9329
R00306,9.7787
R00308,15.8526
R00309,18.2811
R00310,3.5719
R00311,10.0005
R00312,14.2865
R00313,14.2683
R00314,0.7591
R00315,8.5714
R00316,7.5494
R00317,11.4184
R00318,8.7141
R00319,11.513
