account_id,event_time,f1,f2,f3
A0000,1770283380000,-0.1433,-0.1955,1.4815
A0000,1770781980000,-2.6649,3.6587,-3.0443
A0000,1771315620000,1.8262,-0.2518,-2.5913
A0000,1772136240000,-0.3572,0.1035,0.6158
A0000,1772239860000,3.7325,0.229,0.2287
A0000,1773206640000,2.5916,-4.0487,-0.129
A0000,1773905400000,-3.2086,3.8629,2.0651
A0000,1773965400000,2.4923,1.1619,-0.9497
A0001,1770940740000,-3.2364,-1.587,-3.7318
A0001,1771063560000,0.3113,-0.0628,4.9108
A0001,1771218240000,-1.3481,-0.1105,-2.2373
A0001,1771704480000,-0.9302,0.4398,0.9517
A0001,1771791420000,3.1264,-4.1971,2.0693
A0001,1772782500000,-0.3336,-2.0544,-1.7723
A0001,1774618860000,-0.732,0.0113,1.3197
A0002,1770058740000,-4.0008,-4.3159,-0.5908
A0002,1770520020000,-0.9447,1.0848,3.1216
A0002,1771223040000,0.5095,0.8376,2.266
A0002,1771469400000,2.1829,0.9257,-1.0466
A0002,1772275980000,-2.6104,-1.5598,3.274
A0002,1773284880000,-2.3619,-2.8217,-1.7002
A0002,1773832140000,4.661,0.9223,0.0281
A0002,1774143540000,-1.0069,2.0116,0.4107
A0002,1774470060000,0.1992,0.108,1.297
A0003,1772376660000,-0.4867,-1.6907,5.3981
A0003,1773028860000,0.6665,0.6455,-0.8411
A0003,1773883200000,-0.9419,3.6422,1.3114
A0003,1774120140000,-0.7709,0.0128,-0.4854
A0003,1774984380000,0.2884,1.4209,1.27
A0004,1771704000000,-1.5863,0.8717,1.2107
A0004,1772691300000,-1.484,-0.3397,0.2835
A0004,1772863080000,0.3615,2.0504,0.8439
A0004,1773424440000,3.9766,-4.7097,-2.0894
A0004,1774014480000,-3.623,0.5068,0.0123
A0004,1774097820000,2.5979,-0.5211,-1.2639
A0004,1774458060000,1.2183,1.0322,-1.6196
A0005,1770514260000,0.8944,-1.1783,-0.8643
A0005,1771589640000,-1.664,1.6745,1.5157
A0005,1771745280000,-1.8868,1.9826,-0.9314
A0005,1772240400000,-3.1075,-2.4383,-0.6546
A0005,1772551080000,-2.2785,-0.4573,-3.2156
A0005,1773344460000,3.5071,1.7328,-3.3072
A0005,1774911840000,-1.1705,-4.4492,0.6719
A0006,1770658740000,1.3293,-2.4303,0.7516
A0006,1771927620000,-2.118,0.4997,1.1648
A0006,1772295480000,-0.5864,-1.2216,1.0057
A0006,1772790960000,1.7787,-2.3189,3.9861
