row_id,b_val
R00000,-9.9145
R00001,-9.6234
R00002,3.8946
R00003,-1.5206
R00004,-3.954
R00005,-4.5653
R00006,6.5787
R00008,-10.3345
R00010,-1.1544
R00011,-4.8632
R00012,-4.7974
R00015,-6.0642
R00016,-5.6392
R00017,-4.0489
R00018,-0.7438
R00020,-7.4117
R00021,0.9806
R00022,-7.8614
R00024,3.0083
R00025,-1.627
R00026,-0.4448
R00027,-4.1883
R00028,-3.7405
R00030,-1.8704
R00033,-0.2026
R00035,-9.9706
R00036,-6.3778
R00038,0.9476
R00039,2.8167
R00040,-13.4757
R00041,-5.2092
R00042,-4.4653
R00043,-3.968
R00045,-7.8112
R00046,2.1424
R00048,-1.9235
R00049,-1.4108
R00050,-4.5901
R00052,3.9236
R00054,-0.1015
R00055,3.0285
R00057,2.9152
R00059,-4.3777
R00060,0.8296
R00062,-12.1734
R00065,-0.1843
R00066,-5.7809
R00067,1.8183
R00068,-3.9245
R00069,-3.6929
R00070,-1.3239
R00071,-6.2782
R00072,-6.4519
R00073,6.4111
R00074,-4.475
R00075,2.259
R00078,2.8334
R00079,2.9835
R00080,9.0366
R00081,7.3393
R00083,1.861
R00084,-6.23
R00085,0.4666
R00087,-6.4117
R00089,1.9729
R00090,-13.9372
R00091,-11.1742
R00092,-11.32
R00093,-1.5606
R00094,-11.4448
R00095,6.7949
R00096,-8.7528
R00097,-4.2969
R00099,-6.5082
R00100,-4.1987
R00102,-10.1754
R00107,-4.0718
R00108,-6.521
R00109,6.0907
R00111,3.6924
R00112,1.6052
R00113,-5.6117
R00114,2.0515
R00115,-2.5507
R00116,1.1292
R00118,-2.2276
R00119,-4.7267
R00121,2.5681
R00122,-0.9952
R00124,-8.2995
R00125,-3.8566
R00126,5.1285
R00127,-6.071
R00130,-6.1127
R00131,-5.6228
R00132,-14.5897
R00133,2.8759
R00134,-6.9891
R00135,-9.4951
R00136,-9.546
R00137,-2.5029
R00138,-7.3264
R00140,0.2048
R00141,-2.2015
R00142,10.3296
R00145,1.1427
R00146,-5.0313
R00147,-7.1624
R00149,8.2499
R00151,-1.405
R00152,-0.9658
R00153,-4.6068
R00156,1.0846
R00157,0.9368
R00158,-8.7366
R00159,-7.5412
R00160,-0.8776
R00161,-5.6475
R00162,-6.8027
R00163,-14.9456
R00164,-3.8195
R00165,0.3736
R00166,6.2362
R00167,-1.8342
R00169,-17.5799
R00170,4.2006
R00171,-2.6047
R00172,-6.1543
R00174,-6.7326
R00175,-12.4405
R00176,-3.0394
R00178,-5.076
R00179,-11.307
R00180,-5.8242
R00181,-2.4702
R00182,-1.2633
R00183,0.2142
R00184,-3.9525
R00185,1.3026
R00186,8.5153
R00187,-0.0488
R00188,-9.7908
R00189,-0.2453
R00191,-10.134
R00194,-5.2099
R00195,-1.6068
R00196,0.5095
R00197,3.6449
R00199,-5.6146
R00200,2.453
R00201,-8.1134
R00202,-3.0959
R00203,-3.3993
R00204,-5.8825
R00207,1.0912
R00208,-7.8241
R00210,-1.0
R00211,-11.4419
R00212,-6.2207
R00213,-6.5505
R00214,-6.0993
R00215,-6.4668
R00216,3.1155
R00217,-2.9995
R00218,2.875
R00220,-1.7822
R00222,-2.8318
R00223,-1.5691
R00224,-12.1301
R00226,-1.5748
R00227,5.1153
R00228,2.4274
R00229,-3.0593
R00232,-1.5988
R00234,-2.0853
R00235,-0.8787
R00239,-12.3652
R00241,-1.2517
R00242,-12.0098
R00243,-5.213
R00245,-4.0995
R00246,2.4875
R00247,-14.123
R00248,-4.9089
R00249,-4.513
R00250,-1.6979
R00251,3.9966
R00252,-3.2418
R00253,-1.3403
R00254,-2.7233
R00255,-1.4482
R00256,3.9817
R00257,-8.5739
R00260,-4.5503
R00261,0.1216
R00262,-1.4436
R00263,-2.5241
R00264,2.9213
R00265,-3.5335
R00267,-3.5581
R00268,-2.8329
R00269,-0.6285
R00270,-2.3142
R00271,-2.4041
R00272,-6.0285
R00273,-10.4503
R00274,3.4327
R00276,5.0673
R00277,-2.217
R00278,-12.4034
R00279,0.0753
R00280,-5.8479
R00281,-3.2011
R00282,-10.6469
R00287,-3.7131
R00288,-0.6111
R00289,-2.4397
R00290,-2.0031
R00291,-1.184
R00293,-5.5962
R00294,4.5134
R00298,-2.3646
R00300,0.8567
R00301,-1.7141
R00302,0.2257
R00303,-4.3097
R00304,1.425
R00305,-0.5891
R00306,1.3865
R00307,-11.2193
R00308,-0.1887
R00309,-6.4025
R00310,-4.8488
R00312,-0.9253
R00313,-11.8717
R00314,2.3182
R00315,2.1743
R00316,-10.2365
R00318,-10.5408
R00319,-0.9491
