user_id,e1,e2,e3,e4,e5,e6,e7,e8
U0000,-1.0634,-0.3308,-1.6972,-0.3471,1.1079,1.9815,-0.5075,-0.1798
U0001,-0.4683,-2.0566,0.3149,-0.2598,-1.3432,-0.9926,0.397,-0.8002
U0002,1.1017,1.2899,-1.8047,-0.7321,0.3245,0.089,0.2367,-0.7088
U0003,2.1004,-0.2022,0.068,1.9894,0.8888,-0.1729,-1.2876,-0.7436
U0004,0.7581,0.0611,-0.6755,0.1039,0.4124,-0.6878,-1.2194,-1.4778
U0005,-1.7564,-0.095,-0.6752,-0.4129,-0.4304,0.7512,-0.5761,-0.3349
U0006,-0.5533,1.2995,-1.2436,-0.4035,0.6854,1.8306,1.011,-0.2506
U0007,-0.1811,1.2087,-0.9145,-0.3542,0.226,0.8764,-0.0681,-0.2124
U0008,-0.7161,0.2208,1.6665,0.6187,-1.0502,-0.9014,-0.8767,0.759
U0009,0.8001,-1.2909,-0.1196,1.2824,-0.827,1.3332,-0.8852,0.7809
U0010,-0.4081,-1.1961,-0.4787,-0.9664,-0.8472,-1.002,0.8708,2.5899
U0011,-0.5287,1.282,0.1151,1.3393,2.3335,1.167,-0.3728,-0.9901
U0012,-0.5876,0.4815,1.6123,1.7581,1.1372,-0.4589,0.423,-1.0978
U0013,-0.4822,-0.9529,-0.2124,-0.7425,-1.2724,-0.4903,-0.4474,-2.3273
U0014,0.977,0.463,-2.0945,-1.0939,-1.3091,1.529,2.5736,-0.7662
U0015,0.0892,0.7871,0.3153,-0.9995,0.4095,-0.0997,-0.4836,-1.6018
U0016,-0.2842,-1.0584,0.5628,1.6404,0.3117,-0.3187,0.9897,0.7241
U0017,-0.7366,0.8439,-0.0261,1.4648,0.0526,-0.857,-0.5013,-0.665
U0018,0.5704,0.6188,1.5934,1.1397,-0.4452,0.6721,-1.2001,1.0548
U0019,-1.1665,0.5252,0.8345,-0.0189,0.7939,-0.7684,-1.3373,-0.9453
U0020,0.9681,-0.3386,-0.1821,0.0756,-0.9072,-1.7779,-0.9006,-0.2883
U0021,0.5306,-1.8038,-1.2731,-0.0341,-0.6786,1.7233,2.0221,1.3405
U0022,0.8077,1.039,1.4984,0.2573,-0.9957,-0.1853,-0.3831,-0.6479
U0023,-0.4579,-0.2353,-0.0022,-0.001,0.4017,0.2212,-0.0533,-1.0556
U0024,0.9759,-0.4332,0.2338,1.2663,0.9365,-0.4532,-0.429,1.1388
U0025,-0.5731,-0.6418,-1.5861,-0.5773,0.1739,-0.0871,-2.0167,-0.9511
U0026,1.0685,-0.6375,0.1337,0.3959,0.806,0.1083,-0.5242,-0.9069
U0027,-0.8253,1.1803,-0.5706,-0.4279,-0.5357,-1.0847,0.259,1.0044
U0028,-0.8166,0.6428,1.229,-1.6501,-1.33,0.3024,1.0611,0.9502
U0029,1.1417,-0.3365,1.4888,-0.3261,0.5053,-0.2263,0.2374,-1.7433
U0030,-0.7258,-2.0332,-0.0079,-0.0415,-0.5396,0.4239,-0.3842,-0.4192
U0031,0.0473,1.5,1.4904,-0.039,0.085,0.8168,-2.0469,0.3167
U0032,-0.3189,0.0422,1.3956,-1.1964,0.9645,0.7917,-1.8156,0.7122
U0033,2.0514,-0.5288,-0.3621,1.1442,-0.2787,0.3192,-0.2838,0.2731
U0034,-0.3745,-0.8714,-0.2756,-0.4718,-0.3815,0.6717,1.8111,0.1835
U0035,1.1813,-0.324,-0.8972,-0.4456,0.5803,0.4879,-1.2851,1.3141
U0036,0.7709,0.9425,0.7886,0.1188,-1.645,-0.6735,0.982,-0.8734
U0037,-0.203,-0.1623,-0.6246,-1.0336,0.5943,-0.8941,0.1804,0.4016
U0038,-0.1715,0.2318,-0.9835,-0.9361,-0.1445,1.0393,-0.5566,0.6155
U0039,-2.197,-1.5554,0.8805,0.2038,0.2866,1.2151,-0.6666,1.7507
