date,pm25_lag1,temperature,humidity,wind_speed,pressure,precipitation
2025-04-15,6.6,9.0,68,14.3,1012.4,0.0
2025-04-19,15.3,8.6,87,17.8,1007.0,4.0
2025-04-29,5.2,12.1,60,20.3,1012.3,0.3
2025-05-01,2.0,8.6,79,13.5,1013.6,0.3
2025-05-05,1.6,7.0,54,21.3,1008.3,0.0
2025-05-10,3.5,6.6,68,9.4,1020.5,0.0
2025-05-12,4.0,10.6,66,12.0,1016.3,0.0
2025-05-18,3.2,10.2,67,23.7,1012.3,0.0
2025-05-21,3.3,7.9,79,19.6,1001.1,4.3
2025-05-27,3.2,12.7,67,24.3,1006.8,2.2
2025-06-01,1.9,14.7,60,20.4,1007.9,0.0
2025-06-03,3.2,15.1,59,14.7,1005.3,0.0
2025-06-05,7.4,15.3,62,17.0,1001.9,0.2
2025-06-12,6.0,12.8,62,24.8,1020.2,0.0
2025-06-16,3.6,19.2,64,17.3,1007.4,0.2
2025-06-21,2.7,16.7,52,23.1,1010.4,0.0
2025-06-23,2.3,14.6,82,24.9,996.0,11.8
2025-07-02,3.5,19.7,69,12.2,1010.2,0.6
2025-07-05,2.3,14.1,90,14.1,1003.1,8.7
2025-07-24,8.5,22.2,76,13.3,1006.5,2.3
2025-07-28,4.9,21.6,73,7.8,1003.1,5.6
2025-08-06,2.9,16.3,67,23.4,1001.1,0.2
2025-08-12,3.2,17.3,72,14.3,1013.9,0.2
2025-08-20,3.0,13.2,64,16.3,1008.2,0.4
2025-08-24,1.2,13.2,70,23.0,1003.4,1.5
2025-08-26,1.9,12.2,78,10.0,1006.9,1.0
2025-08-30,5.0,16.0,82,11.5,1003.7,0.0
2025-09-05,7.3,18.5,84,13.6,1012.6,0.0
2025-09-08,3.8,17.0,90,12.9,1020.9,0.2
2025-09-13,4.7,14.9,77,18.7,1015.1,0.0
2025-09-15,4.7,14.9,84,22.5,999.0,9.5
2025-09-20,3.2,17.6,81,23.0,1004.0,1.2
2025-09-22,4.9,11.6,65,22.5,1003.7,0.2
2025-09-26,3.5,10.7,81,8.2,1031.6,0.0
2025-10-02,4.5,8.5,86,6.9,1029.4,0.2
2025-10-06,2.7,9.7,91,8.3,1006.2,0.0
2025-10-11,2.9,11.1,65,25.8,1011.4,0.0
2025-10-14,2.3,5.7,88,8.8,1017.3,0.0
2025-10-18,2.6,3.0,82,11.8,1019.9,0.0
2025-10-21,4.2,9.5,81,22.7,999.8,0.0
2025-10-25,6.4,8.7,97,8.7,987.8,1.9
2025-10-27,5.5,6.2,92,8.9,982.4,7.7
2025-11-06,6.4,10.8,96,11.6,1009.9,1.5
2025-11-10,7.2,5.4,92,5.8,1009.4,0.0
2025-11-15,2.5,-0.0,77,18.5,1011.5,0.0
2025-11-19,4.2,-3.1,90,7.1,1001.2,2.8
2025-11-29,4.2,6.1,86,22.0,999.3,0.0
2025-12-02,3.8,5.1,85,22.6,1009.4,0.1
2025-12-10,4.2,6.3,91,23.1,1000.2,2.9
2025-12-12,3.6,2.9,87,11.7,1017.8,0.0
2025-12-15,3.4,7.8,86,19.8,1003.1,0.1
2025-12-17,11.6,5.1,95,19.8,1007.7,0.5
2025-12-19,6.3,6.7,93,20.6,1006.4,1.2
2025-12-22,2.5,-0.4,93,13.8,1022.7,0.0
2025-12-24,3.6,-2.4,91,11.9,1033.5,0.0
2025-12-27,4.2,1.8,62,29.7,1012.5,0.0
2025-12-30,1.9,-3.4,64,28.0,1009.1,0.0
2026-01-01,5.5,-0.4,91,28.0,978.6,9.3
2026-01-03,2.5,-2.2,92,24.0,983.3,5.8
2026-01-07,5.5,-5.4,91,16.9,1008.7,1.4
2026-01-11,1.8,-3.4,84,26.6,1014.0,1.1
2026-01-19,12.8,-0.2,96,9.8,1026.9,0.0
2026-01-22,6.5,-2.3,86,21.0,1017.7,0.6
2026-01-28,2.7,-7.1,91,14.7,1011.5,0.0
2026-01-30,2.9,-5.8,80,13.9,1019.7,0.0
2026-02-02,2.8,-8.1,85,8.7,1025.1,0.0
2026-02-07,4.4,-6.0,90,15.5,1014.8,0.0
2026-02-09,4.5,-8.4,87,15.0,1013.2,0.0
2026-02-12,5.7,-7.4,88,16.2,991.6,0.0
2026-02-22,5.5,-4.5,84,17.3,1005.3,0.0
2026-02-25,5.6,-3.9,88,21.6,1020.4,0.9
2026-03-05,2.6,3.0,77,12.7,1018.2,0.0
2026-03-07,12.0,1.4,92,9.6,1024.9,2.9
2026-03-13,5.9,6.0,79,29.6,997.6,1.9
2026-03-19,6.7,6.8,81,15.4,1017.6,0.0
2026-03-23,4.4,5.1,68,20.6,1008.1,0.4
2026-03-30,4.0,4.1,82,25.8,1004.2,0.7
2026-04-04,3.3,3.1,89,26.9,995.2,10.8
2026-04-11,3.4,3.8,66,10.1,1020.3,0.0
2026-04-16,6.8,8.4,61,15.2,1018.5,0.0
2026-04-22,4.3,9.0,59,17.7,1014.5,0.0
2026-04-25,2.6,6.2,63,25.3,998.0,1.3
2026-04-28,2.3,5.4,48,19.9,1023.6,0.2
2026-04-30,3.6,12.4,60,13.0,1022.1,0.0
2026-05-04,3.5,9.9,68,21.9,1000.8,5.3
2026-05-15,4.2,10.5,72,14.8,1000.5,0.6
2026-05-18,2.7,12.0,67,11.2,1016.6,0.0
2026-05-23,3.5,18.3,64,20.0,1016.3,1.0
2026-05-26,2.7,14.9,61,24.2,1010.4,0.8
2026-06-01,3.9,15.2,66,15.7,1009.2,0.0
