account_id,label_time,amount,balance,credit_score,tier,sessions_7d,health_score,churned
A0000,1772547776000,52.46,4280.22,531,silver,4,47.72,0
A0001,1772804090000,19.29,1036.74,336,silver,1,46.18,1
A0002,1773019906000,36.52,4999.63,706,silver,14,45.46,1
A0003,1773078103000,9.84,4012.91,746,bronze,21,42.72,1
A0004,1772177173000,41.15,3757.0,550,bronze,29,56.87,1
A0005,1772686095000,45.08,2968.49,680,gold,32,54.05,1
A0006,1772696875000,31.31,8304.27,850,silver,25,53.42,0
A0007,1772012793000,46.29,5154.51,850,gold,31,49.32,1
A0008,1773101935000,18.97,3436.47,586,bronze,33,45.06,1
A0009,1773250170000,33.45,5944.59,799,silver,28,43.32,1
A0010,1773259626000,26.07,4682.89,775,gold,18,47.01,0
A0011,1772190863000,92.62,6367.9,820,gold,11,55.66,0
A0012,1772704130000,42.62,6882.94,799,silver,0,43.33,1
A0013,1773691788000,28.48,5240.33,435,silver,4,42.08,0
A0014,1773610947000,12.24,4090.06,786,gold,31,43.52,0
A0015,1772344394000,145.76,3380.85,354,gold,2,52.17,0
A0016,1772506248000,56.13,5904.9,498,bronze,5,46.48,0
A0017,1772927940000,234.78,976.72,778,gold,31,57.22,1
A0018,1772763715000,7.92,4663.77,520,silver,8,45.59,0
A0019,1772880673000,162.54,4432.91,819,bronze,28,53.2,0
A0020,1772685513000,51.4,7621.12,382,bronze,11,49.57,1
A0021,1773437371000,16.32,3618.24,358,silver,8,50.16,1
A0022,1773185796000,46.09,949.72,378,silver,29,48.97,0
A0023,1772561132000,28.98,4684.87,769,gold,13,54.91,1
A0024,1773613975000,7.79,3128.39,618,bronze,24,45.41,1
A0025,1772552999000,16.14,5335.98,412,silver,11,48.83,0
A0026,1771999715000,9.82,2308.79,465,bronze,34,54.12,0
A0027,1772361648000,3.95,3994.26,381,gold,7,46.88,0
A0028,1772873390000,6.3,5120.54,435,bronze,7,46.12,0
A0029,1772931477000,16.74,5609.7,736,bronze,7,49.77,1
A0030,1773564531000,4.2,8360.92,315,bronze,14,37.57,1
A0031,1772090678000,10.59,896.52,398,gold,35,48.63,1
A0032,1773228437000,70.46,3878.18,720,bronze,8,49.13,0
A0033,1772618684000,81.67,3325.88,737,gold,0,40.89,0
A0034,1773407389000,18.41,4924.45,443,bronze,14,53.19,1
A0035,1772725288000,14.32,6156.17,306,silver,31,53.35,0
A0036,1771978580000,63.36,5041.75,831,silver,39,39.97,1
A0037,1772948204000,42.18,7985.29,331,bronze,22,45.72,0
A0038,1773278823000,25.35,5168.14,414,bronze,18,57.35,1
A0039,1773203622000,61.58,3097.39,669,gold,13,52.62,0
A0040,1772304174000,64.53,7442.12,522,bronze,37,51.26,0
A0041,1772203327000,14.06,6647.26,491,gold,0,42.33,1
A0042,1773195676000,33.48,2505.65,521,silver,4,51.85,1
A0043,1772970516000,23.85,3201.52,416,gold,33,50.81,1
A0044,1773406019000,38.66,3806.74,407,silver,11,43.22,0
A0045,1773504185000,20.64,2474.59,817,bronze,6,61.12,1
A0046,1773375944000,50.03,7570.18,387,silver,18,48.32,1
