account_id,f1,f2,f3,f4
A0000,0.4889,-1.6782,-1.7381,2.5947
A0001,0.7047,-2.353,-3.1215,1.5493
A0002,0.0813,-3.5105,-1.3518,2.378
A0003,1.034,-0.4738,-2.1505,2.1353
A0004,1.3372,-2.8711,-3.4235,1.2139
A0005,2.1123,-0.7215,-2.8197,3.3092
A0006,0.8661,-0.912,-1.2825,1.2943
A0007,0.6197,-1.5839,-2.6352,3.2869
A0008,1.7515,-1.6791,-1.9364,2.7561
A0009,-0.1796,-0.1366,-3.0702,2.6783
A0010,1.0605,-2.8039,-2.1724,2.6811
A0011,1.2366,0.8924,-2.2014,2.3826
A0012,1.2204,-3.0622,-2.4861,4.092
A0013,0.8029,-2.6133,-2.0724,1.9245
A0014,-0.1506,-1.5387,-2.4878,2.3744
A0015,-0.0898,-1.2405,-3.1102,2.3182
A0016,-0.8264,-2.0827,-2.0951,2.6887
A0017,0.3307,-1.3599,-2.5804,0.5988
A0018,2.6793,-1.7546,-2.6314,1.6609
A0019,1.0777,-3.2306,-2.6838,2.9051
A0020,-0.5785,-1.7605,-2.5971,4.0494
A0021,0.8844,-1.8509,-2.2832,2.8618
A0022,-0.1887,-0.6797,-2.145,2.9705
A0023,0.1804,-1.0364,-2.5126,1.343
A0024,0.5673,-1.8691,-3.1445,1.9535
A0025,0.8818,-1.0298,-2.26,0.5484
A0026,0.6037,-4.2187,-3.2009,1.4398
A0027,0.0957,-0.3666,-1.9493,3.3775
A0028,2.0869,-3.9278,-2.4116,2.2567
A0029,-0.2028,-3.3212,-2.0751,3.6864
A0030,-0.9238,-3.7591,-1.7096,2.6461
A0031,0.499,-2.413,-3.0531,1.9565
A0032,1.2358,-0.4641,-4.3198,2.9628
A0033,0.5588,-0.9353,-2.0593,3.9249
A0034,1.8654,-0.1869,-2.1926,0.8469
A0035,-1.0397,-2.5294,-2.2033,2.2432
A0036,0.5992,-1.5871,-3.3529,2.6433
A0037,0.6175,-3.7409,-2.9296,4.133
A0038,0.6402,-2.0459,-1.9827,3.283
A0039,1.2913,-0.0391,-1.4624,2.0633
A0040,-0.328,-3.6909,-0.8861,3.4005
A0041,0.1958,-0.1673,-1.6779,1.6707
A0042,1.2797,0.0288,-2.507,2.0721
A0043,1.8802,-3.5816,-2.5917,2.9471
A0044,1.6538,-2.7293,-1.2492,2.1307
A0045,-0.639,-0.7226,-1.5588,3.4298
A0046,0.7991,-1.5909,-1.4472,1.3952
A0047,0.5497,-2.4075,-2.8753,1.9311
A0048,1.1773,-3.0532,-1.2257,2.4006
A0049,0.7544,-1.6602,-3.4411,2.1906
A0050,0.9084,-2.9418,-1.7668,1.6875
A0051,0.748,0.1263,-1.5837,2.3482
A0052,0.4715,-1.0358,-2.2957,2.065
A0053,-3.1959,0.1849,-2.2753,0.5348
A0054,1.5089,-1.6365,-2.0339,2.506
A0055,-0.415,-0.5709,-3.3564,2.498
A0056,-1.8329,-1.9245,-2.3524,1.9903
A0057,-0.2609,-1.6795,-1.2488,1.4642
A0058,1.4931,-2.1762,-1.5005,0.4431
A0059,0.3827,-0.6325,-1.4789,1.3547
A0060,0.3064,-2.1873,-2.4228,2.8653
A0061,-0.585,-0.7309,-4.261,3.1105
A0062,0.8356,-2.1314,-3.9158,3.1358
A0063,0.9177,-2.2106,-1.8178,1.3461
A0064,0.9845,-0.8151,-3.4165,2.0293
A0065,1.499,-3.2335,-0.1455,1.5554
A0066,-0.1603,0.407,-1.3423,3.4717
A0067,2.1497,-2.6236,-2.9266,3.5647
A0068,0.921,-0.9367,-2.648,2.5149
A0069,1.1166,-3.0625,-3.5961,1.3436
A0070,0.8493,-1.6175,-2.0382,2.2383
A0071,0.4687,-3.9243,-1.5246,2.4356
A0072,-0.7371,-0.146,-2.9627,3.4602
A0073,1.2178,-2.1444,-1.759,1.2045
A0074,1.8308,-1.5112,-2.9182,3.0373
A0075,0.4544,-1.8802,-3.1986,0.6895
A0076,2.2282,-2.0318,-0.7317,2.035
A0077,0.3527,-2.8797,-1.9386,2.4626
A0078,0.475,-1.4808,-2.0853,1.7406
A0079,-1.4656,-0.7061,-2.1245,2.7503
A0080,1.2966,1.1761,-1.3924,3.1051
A0081,0.5696,-1.4338,-2.3652,2.0776
A0082,-1.1992,-3.8854,-1.4517,3.3293
A0083,2.2895,-0.4073,-2.6753,3.4203
A0084,-1.2259,-2.382,-2.5928,1.4603
A0085,-0.5402,-1.0274,-2.8548,4.1454
A0086,0.5341,0.215,-2.5551,2.0389
A0087,1.7947,-1.0375,-2.5528,3.7624
A0088,1.7327,-2.191,-0.389,3.677
A0089,2.1745,-1.0803,-1.8089,4.1148
A0090,0.4023,-0.1715,-1.4466,1.3311
A0091,-0.4359,-3.2961,-2.9894,3.1968
A0092,-0.1603,-1.0165,-0.7839,0.8458
A0093,1.2551,-2.0255,-3.479,1.0327
A0094,2.9633,-1.2342,-1.1642,2.5435
A0095,0.8495,-1.4374,-1.7885,2.0527
A0096,-0.3104,-0.3049,-1.9348,2.8406
A0097,0.6647,-2.0571,-1.0518,1.2005
A0098,1.1653,-1.8041,-1.49,0.4788
A0099,1.2594,-2.0977,-2.0753,1.6889
A0100,-0.4039,-1.888,-1.3078,1.9833
A0101,-1.2645,-2.704,-1.8831,2.0846
A0102,1.2935,-1.4463,-1.6214,3.1138
A0103,-0.1933,-0.4474,-0.5572,2.3821
A0104,1.6633,0.6525,-2.795,2.1928
A0105,-1.2678,-3.0174,-1.1918,3.7592
A0106,2.3703,0.145,-2.0799,3.3909
A0107,-1.0351,-3.42,-2.107,2.3951
A0108,0.3082,-0.3369,-2.8954,3.3804
A0109,0.6622,-1.0359,-2.2294,2.4813
A0110,0.9498,-2.8299,-2.5555,3.2438
A0111,0.1047,-3.8146,-1.9895,2.0988
A0112,0.9927,-0.9931,-3.8947,2.0965
A0113,0.5005,-2.8387,-2.0792,3.3559
A0114,1.2023,-1.9774,-3.5137,2.699
A0115,0.8998,-0.9507,-2.8059,2.9223
A0116,0.6404,0.6338,-2.8705,2.3133
A0117,1.1394,-2.1031,-3.096,2.3213
A0118,1.924,-1.1902,-2.4885,1.3495
A0119,0.7329,-2.9878,-1.8795,1.5792
