account_id,label_time,amount,balance,credit_score,tier,sessions_7d,health_score,churned
A0000,1772343590000,15.23,2368.83,834,silver,14,88.86,0
A0001,1772142873000,29.35,5399.33,850,silver,30,93.99,0
A0002,1773604048000,71.09,-165.98,577,bronze,35,13.43,1
A0003,1772459473000,530.15,3414.57,652,gold,9,8.12,1
A0004,1772713062000,169.06,1534.69,705,bronze,5,13.11,1
A0005,1773484694000,8.28,7109.65,754,gold,27,88.39,0
A0006,1772939098000,14.06,-307.24,323,silver,4,5.8,1
A0007,1773299381000,21.04,6677.13,505,gold,11,90.18,0
A0008,1773395278000,2.1,3791.49,347,gold,16,90.83,0
A0009,1772007399000,48.71,4910.11,704,silver,12,10.54,1
A0010,1773413589000,28.53,11210.91,556,gold,14,89.6,0
A0011,1773705492000,52.16,2813.29,300,bronze,20,85.62,0
A0012,1772647360000,161.4,6040.47,492,silver,37,89.74,0
A0013,1772313893000,21.24,7538.98,806,bronze,14,11.29,1
A0014,1772013752000,16.96,3341.5,676,silver,19,88.62,0
A0015,1772463052000,56.39,2887.09,615,bronze,29,86.37,0
A0016,1772142620000,6.5,1878.61,473,gold,3,93.44,0
A0017,1772002428000,30.9,5746.24,434,bronze,22,8.28,1
A0018,1772545138000,20.76,4497.6,686,bronze,27,11.12,1
A0019,1772827055000,13.59,6824.77,420,gold,2,88.44,0
A0020,1773689522000,39.71,3085.98,526,silver,18,11.11,1
A0021,1772492087000,104.65,5743.09,765,bronze,32,94.51,0
A0022,1772255021000,29.85,4873.66,787,silver,34,9.04,1
A0023,1773119369000,22.74,8875.94,526,bronze,17,9.16,1
A0024,1773677666000,17.3,2782.81,669,bronze,3,8.91,1
A0025,1772387132000,149.27,1335.99,467,gold,19,89.56,0
A0026,1772973929000,9.53,7295.6,714,bronze,4,11.13,1
A0027,1773177443000,131.1,1670.26,569,gold,19,87.41,0
A0028,1773362529000,8.08,4941.65,683,silver,28,10.11,1
A0029,1773468302000,10.32,8751.37,326,gold,5,92.27,0
A0030,1773203296000,21.05,7358.08,334,bronze,23,5.28,1
A0031,1772645017000,37.45,8239.31,754,gold,36,13.56,1
A0032,1773439854000,45.05,5918.57,624,gold,0,93.96,0
