account_id,f1,f2,f3,f4
A0000,0.4248,-2.419,5.4504,3.1919
A0001,2.0857,-2.8088,4.4404,0.8436
A0002,3.9432,-2.3009,0.7811,0.1442
A0003,2.5798,-2.3162,1.9727,2.7585
A0004,1.2383,-2.8522,4.0034,-0.4906
A0005,0.6577,-0.9576,7.0762,2.5279
A0006,1.4312,-0.1378,-0.3477,-0.794
A0007,3.0026,-2.8918,-2.4918,4.971
A0008,1.053,-1.6149,7.0556,1.8796
A0009,2.9094,-2.3633,1.8512,-1.4721
A0010,1.6038,-1.8006,2.5904,6.1179
A0011,3.3575,-1.9752,2.8897,4.457
A0012,2.0576,-1.5629,0.5729,5.0935
A0013,0.9817,-2.7206,8.1582,4.4781
A0014,1.548,-1.5846,1.6137,4.1097
A0015,3.0767,-2.8894,2.4604,6.2269
A0016,0.388,-0.0001,0.0652,0.423
A0017,1.7437,-1.6334,0.2311,4.1466
A0018,2.5069,-1.3513,2.3158,3.522
A0019,2.8079,-1.0619,4.3223,4.7459
A0020,1.2774,-2.667,4.1869,4.7481
A0021,2.7326,-0.8159,-0.9285,2.4167
A0022,1.7205,-4.0769,2.8041,6.1745
A0023,2.1591,-2.0744,1.1985,5.0938
A0024,1.5967,-4.5048,-1.1429,1.9334
A0025,0.3682,-1.3402,0.857,5.3761
A0026,2.316,-3.1646,-0.0103,2.0814
A0027,-0.2759,-4.2316,-0.9559,6.4336
A0028,4.3346,-1.0615,-2.4404,3.8528
A0029,3.5845,-0.3993,-1.3268,3.1172
A0030,2.6694,-1.9429,-0.3155,2.0803
A0031,2.3413,0.186,1.92,2.2475
A0032,4.6384,1.4389,5.2157,-2.8574
A0033,1.9801,-2.9009,-0.9245,6.3816
A0034,2.6893,-2.5517,4.3683,4.9923
A0035,0.6177,-4.4097,0.9357,5.9403
A0036,1.9087,-2.5394,-1.3861,2.407
A0037,3.0318,-3.6168,1.7262,7.0248
A0038,2.7365,-1.3417,0.5981,3.2615
A0039,1.3967,-2.6823,-1.2643,4.1973
A0040,0.5429,-3.7653,-5.0256,5.6429
A0041,2.3172,-3.5549,3.6213,2.7148
A0042,0.61,-2.1715,6.1185,9.4816
A0043,2.243,-2.0153,4.9261,1.5559
A0044,1.3078,-1.1248,0.3561,2.6131
A0045,3.3152,-5.2014,-2.1202,4.0736
A0046,2.1329,-2.1135,-0.5451,3.3042
A0047,1.6436,-1.776,1.6577,1.1878
A0048,4.4129,-2.7057,0.7535,9.4895
A0049,1.6383,-2.5186,1.1126,1.0379
A0050,1.2728,-1.661,0.4228,6.5839
A0051,1.5532,-2.0727,-2.4918,7.8538
A0052,3.3225,-4.7926,-4.6127,2.7785
A0053,1.9026,-1.9689,-0.313,6.9954
A0054,2.7941,-4.8974,0.1412,3.9506
A0055,3.2775,-2.4494,3.4899,-0.7585
A0056,2.3412,-1.8997,3.9191,6.5263
A0057,2.0436,-2.5724,4.5783,1.5917
A0058,4.2963,-2.9303,2.2011,3.8989
A0059,-0.1187,-0.3318,3.8554,-2.0634
A0060,1.4848,-1.1062,4.8646,3.9553
A0061,3.869,-2.1849,2.753,4.2424
A0062,3.1985,-2.655,-2.4617,5.3711
A0063,4.3884,-3.5158,0.241,6.2454
A0064,2.8715,-3.6293,0.914,2.9271
A0065,0.1266,-2.3877,5.6301,3.0385
A0066,2.1159,-1.063,2.7789,3.7529
A0067,2.8659,-3.2781,3.3884,4.9401
