account_id,f1,f2,f3,f4
A0000,-1.1729,3.441,-2.9425,-4.6221
A0001,-0.2206,-2.7001,-1.0261,-3.4439
A0002,3.362,-3.4322,0.2957,-2.5434
A0003,1.8327,-4.9499,-0.1811,-4.3223
A0004,-1.4401,-0.1055,-0.1941,-3.8166
A0005,5.3494,0.1744,0.0979,-4.4205
A0006,0.1295,-1.687,-1.0814,-5.6584
A0007,2.1642,-5.3534,-0.2127,-6.8967
A0008,1.6456,0.2116,-2.0338,-6.381
A0009,1.6048,-5.8759,1.0346,-5.2391
A0010,3.1314,-0.3028,-0.4851,-3.9134
A0011,0.7965,-0.9521,-1.2332,-4.9569
A0012,1.0246,-3.3469,-2.4724,-2.8666
A0013,2.9346,0.4265,-2.1132,-6.0087
A0014,0.7372,-6.4824,-0.9679,-5.5288
A0015,1.0915,-2.6943,-0.587,-5.7188
A0016,2.4021,-0.4299,-0.0437,-5.9257
A0017,1.4735,0.9236,-0.4413,-4.8677
A0018,1.0785,-1.1228,-2.5627,-2.7103
A0019,0.3477,-0.3502,-0.1404,-4.1525
A0020,1.5972,-2.7385,-1.7737,-5.8585
A0021,0.0935,-6.2835,-1.6829,-3.5096
A0022,1.7448,0.33,-1.729,-5.13
A0023,2.0608,2.1319,0.8692,-4.0769
A0024,-0.0476,-2.735,-2.6252,-6.4538
A0025,0.003,2.0454,-1.6708,-5.3213
A0026,0.2539,2.1413,-0.9495,-4.6932
A0027,0.3468,-4.8194,-1.7015,-3.6774
A0028,1.6644,-5.5596,-1.6926,-1.4899
A0029,2.5192,0.3491,-0.4316,-6.1016
A0030,0.4589,3.3981,-0.3077,-7.3546
A0031,2.8425,-3.0172,-0.2093,-4.928
A0032,4.2682,1.1045,0.5841,-5.2639
A0033,0.9259,2.3247,-4.2928,-6.5049
A0034,1.7341,-5.5599,-1.1422,-3.7216
A0035,1.7253,-6.0352,-3.8801,-5.7637
A0036,-0.7471,-3.3582,-1.7927,-6.0126
A0037,2.8819,7.5153,-0.8573,-5.1117
A0038,-1.5739,-3.6333,-0.8438,-4.9553
A0039,3.5481,-2.6387,1.5356,-5.6567
A0040,0.0008,-3.013,-2.1055,-5.3966
A0041,2.2646,-4.8752,-0.116,-4.6498
A0042,2.3021,-2.7232,-1.9536,-5.679
A0043,3.2717,0.2772,0.9528,-3.9371
A0044,-0.5856,-0.3311,-1.8311,-5.1672
A0045,-0.7443,-0.8344,-1.0258,-3.5906
A0046,0.0194,1.1616,-2.2517,-2.9045
A0047,1.7253,3.8826,-2.0496,-7.1778
A0048,0.8855,-1.5939,-0.4755,-4.4069
A0049,0.7543,-6.5979,-2.8544,-7.9142
A0050,1.686,-2.4189,-2.281,-3.0793
A0051,0.7203,2.2239,-0.7736,-5.3112
A0052,1.8506,-2.7663,-2.9356,-3.5614
A0053,2.6835,-2.0661,1.1482,-3.6368
A0054,0.1903,-0.2816,-1.6062,-4.2418
A0055,0.6328,-1.0343,-2.7496,-5.0739
A0056,2.3886,-4.8008,-2.8659,-2.7915
A0057,1.7033,2.1045,0.3292,-2.9704
A0058,1.7923,-1.6044,-0.9226,-7.6068
A0059,0.9698,0.445,1.7329,-4.9949
A0060,0.9546,-2.5698,-0.8188,-1.067
A0061,0.4663,0.1773,-1.8955,-4.8269
A0062,0.0419,-2.8634,-3.8333,-5.2553
A0063,0.9771,-1.8542,-0.4259,-6.3124
A0064,2.7223,-4.0547,-1.4659,-8.0685
A0065,1.2717,1.3819,-3.1855,-6.6858
A0066,1.3138,-2.1291,-0.7719,-6.9817
A0067,-0.263,1.7864,-2.6952,-3.0441
A0068,2.62,-2.0185,-2.1946,-6.0175
A0069,-0.2577,-1.5404,-2.4675,-3.8313
A0070,1.4857,-1.8165,0.2822,-6.5921
A0071,0.3712,-1.1132,-1.8124,-5.1835
A0072,0.0562,-4.761,-1.9296,-5.1044
A0073,1.685,-3.0791,-3.1619,-6.4089
A0074,2.2754,-3.1819,-1.8633,-4.989
A0075,1.1615,-2.1051,-1.9629,-3.8913
A0076,-0.4935,0.3432,-1.5326,-4.7506
A0077,2.1027,-2.1339,-0.9458,-2.9439
A0078,1.327,0.4791,0.3306,-5.0273
A0079,2.5571,-1.1574,-1.5093,-4.3647
A0080,1.1632,-3.6598,-1.5059,-5.7447
A0081,0.9431,-4.2562,-2.4317,-6.8536
A0082,0.8535,0.1883,-2.1839,-5.7261
A0083,1.9508,-2.2982,-1.3171,-6.8193
A0084,1.4856,-2.7704,0.4672,-4.6607
A0085,1.4868,-4.7271,1.0618,-5.2028
A0086,0.2256,-0.3412,-0.9248,-6.7291
A0087,0.611,0.0986,-0.0648,-5.2314
A0088,2.3966,-2.1404,-1.2081,-3.0016
A0089,0.8831,-3.5679,-2.2446,-4.7813
A0090,2.1371,-3.8761,-0.8605,-5.6474
A0091,2.0908,-4.1117,-2.0436,-6.8659
A0092,1.756,-2.2535,-1.9151,-5.4152
A0093,-0.1093,-0.5205,-0.1105,-3.8228
A0094,-0.3799,-0.9647,0.3895,-4.0662
A0095,2.5287,1.8491,-2.2271,-4.8211
A0096,-0.0362,0.3863,-0.8107,-5.5126
A0097,-0.0857,-3.7131,-0.9833,-4.3617
A0098,0.4674,-0.6636,-1.5809,-4.2922
A0099,1.9711,-4.836,-1.4057,-5.4081
A0100,2.8961,0.962,-4.2923,-3.6767
A0101,2.4151,-4.1385,-1.2708,-3.1881
A0102,0.6175,-1.4857,-1.4726,-6.2514
A0103,1.1831,-4.6737,-0.5644,-5.4283
A0104,3.0222,-1.3375,-1.293,-3.0806
A0105,2.5122,0.0396,-4.3809,-7.082
A0106,0.8602,-3.7699,-0.9258,-4.3416
A0107,0.5568,1.5049,0.0401,-6.5326
A0108,0.3585,-0.1819,1.2402,-6.0433
A0109,3.0234,-3.1288,-1.7744,-8.0378
A0110,2.5488,-1.9396,0.2413,-6.5208
A0111,1.2465,-1.7819,-0.3756,-7.4209
A0112,2.1833,0.0843,-1.9407,-3.9947
A0113,0.9805,-3.9889,-2.0156,-5.3254
A0114,1.7325,2.6067,-2.3028,-6.4254
A0115,0.6221,-0.6988,-2.3309,-3.6792
A0116,-0.3825,-0.9814,-0.5346,-4.6204
A0117,-0.4888,0.9969,-2.0195,-5.4463
A0118,-0.3807,-1.2659,-0.0416,-4.1401
A0119,1.6493,0.3017,-1.844,-4.5776
