account_id,label_time,churned
A0000,1772974022000,1
A0001,1772248961000,1
A0002,1772780416000,0
A0003,1773078206000,1
A0004,1773629283000,0
A0005,1772645674000,0
A0006,1772276546000,1
A0007,1772611597000,1
A0008,1773596072000,0
A0009,1772652365000,1
A0010,1772882872000,1
A0011,1772244038000,1
A0012,1773580453000,0
A0013,1771990057000,0
A0014,1772152670000,0
A0015,1772214255000,0
A0016,1773171865000,1
A0017,1772340173000,1
A0018,1772212574000,1
A0019,1772072512000,1
A0020,1772550330000,0
A0021,1772999537000,0
A0022,1772794281000,1
A0023,1772876883000,0
A0024,1772379587000,1
A0025,1772214908000,0
A0026,1773689925000,0
A0027,1772142351000,0
A0028,1772760620000,0
A0029,1773666205000,1
A0030,1772913600000,0
A0031,1772635236000,1
A0032,1772216295000,0
A0033,1772193442000,1
A0034,1772557369000,0
A0035,1773228278000,0
A0036,1772517051000,0
A0037,1773649545000,1
A0038,1773344049000,1
A0039,1773405016000,0
A0040,1773684111000,0
A0041,1773547756000,0
A0042,1772881033000,0
A0043,1773607052000,0
A0044,1772508557000,0
A0045,1772988469000,0
A0046,1773370874000,1
A0047,1772122916000,0
A0048,1772349292000,1
A0049,1772871807000,1
A0050,1772081518000,1
A0051,1773531003000,0
A0052,1773613951000,0
A0053,1773346794000,1
A0054,1773026322000,0
A0055,1772162357000,0
A0056,1772414725000,1
A0057,1772476000000,1
A0058,1772347396000,0
A0059,1772880942000,0
A0060,1773413383000,0
A0061,1772315591000,1
A0062,1772379211000,0
A0063,1772707681000,1
A0064,1772940041000,0
A0065,1772169834000,0
A0066,1772201266000,0
A0067,1772851746000,1
A0068,1772668608000,1
A0069,1773341805000,1
A0070,1772149795000,0
A0071,1773581849000,0
A0072,1772957711000,0
A0073,1773421585000,1
A0074,1773479730000,1
A0075,1773683196000,0
A0076,1773512848000,1
A0077,1772300928000,0
A0078,1772142441000,1
A0079,1773562765000,0
A0080,1772643633000,0
A0081,1773600915000,1
A0082,1772370970000,1
A0083,1772258106000,0
A0084,1773161357000,1
A0085,1772052447000,0
A0086,1772878402000,1
A0087,1773426990000,0
A0088,1773525588000,0
A0089,1773347302000,1
A0090,1773646281000,0
A0091,1772858773000,1
A0092,1773138301000,0
A0093,1772610968000,1
A0094,1772713731000,0
A0095,1773348740000,0
A0096,1773479899000,1
A0097,1772961801000,1
A0098,1772075367000,0
A0099,1772070125000,1
