account_id,f1,f2,f3,f4
A0000,-1.9772,-0.6377,0.2021,3.5896
A0001,-1.987,-4.9683,-1.0241,2.441
A0002,-1.2928,-2.4526,0.0185,4.2731
A0003,-0.7223,-0.2364,-0.2773,4.6702
A0004,-1.3017,2.7181,-0.0067,3.643
A0005,-4.7711,-3.9921,-0.9781,2.2681
A0006,-2.5257,1.0433,-0.1703,3.4704
A0007,-2.6057,-1.1132,-3.307,2.2696
A0008,-3.0871,-0.131,1.3787,2.2942
A0009,-2.1672,-1.2511,-0.9973,3.4731
A0010,-3.4783,-3.3068,-2.3454,4.7364
A0011,-2.6343,0.9016,-1.5941,2.3508
A0012,-3.2246,-2.1481,0.5291,2.9586
A0013,-2.9693,-3.4335,-0.7217,3.187
A0014,-2.1382,-0.749,-0.7843,2.0769
A0015,-3.5659,2.1722,-1.5874,2.2995
A0016,-1.2667,0.1229,-0.6585,1.888
A0017,-4.0024,0.8392,0.5483,4.6373
A0018,-4.0594,4.0355,0.8781,3.8021
A0019,-2.1382,-3.232,-2.5643,3.9441
A0020,-1.304,2.8932,0.2771,4.9508
A0021,-3.3264,-0.8512,0.9388,3.258
A0022,-1.3144,-4.0601,-1.7562,3.2569
A0023,-2.6773,-1.5448,-0.4077,4.0726
A0024,-3.7886,-1.5815,-2.2731,2.4285
A0025,-2.7231,-1.9311,0.7781,3.7192
A0026,-0.7799,3.1748,-0.6253,4.1809
A0027,-1.3283,-3.3517,-0.8556,3.1809
A0028,-1.8209,1.4807,-1.4711,3.7723
A0029,-1.0553,-0.419,1.3805,3.3916
A0030,-5.6073,2.0436,1.7816,2.63
A0031,-2.6692,-3.2276,-0.0769,2.2832
A0032,-1.764,0.4532,-0.313,4.5753
A0033,-1.5156,0.4941,1.6716,4.3199
A0034,-1.6168,1.3936,-1.3406,3.3666
A0035,-1.2226,3.7058,-2.5489,2.6096
A0036,-2.2891,-4.5827,-1.173,4.0931
A0037,-2.7098,1.9125,-0.1749,3.5401
A0038,-2.3833,-0.7898,1.1328,2.561
A0039,-4.5249,-4.4892,-3.1974,3.4372
A0040,-2.848,1.5473,-2.3552,2.7334
A0041,-1.1007,3.2996,0.3246,4.1498
A0042,-4.8037,1.0447,-0.5912,3.4395
A0043,-1.9072,-1.8714,-0.1872,2.4629
A0044,-2.815,0.824,-1.5367,4.474
A0045,-4.0922,3.1576,-1.2779,2.518
A0046,-3.3351,-0.5738,-0.98,2.4937
A0047,-3.3087,3.7,-0.6985,4.3508
A0048,-2.3552,-2.5719,-1.0791,2.8351
A0049,-3.1246,4.1884,-0.9488,3.0877
A0050,-4.1425,-1.8663,-0.3041,3.6513
A0051,-3.0886,3.3325,1.2509,3.9861
A0052,-3.264,2.1153,-0.8429,2.5619
A0053,-1.5112,-3.2839,-0.3436,4.2117
A0054,-2.5996,1.1086,-0.7935,4.2473
A0055,-2.7503,5.6442,1.1583,2.7792
A0056,-2.7774,-1.1672,-0.2157,4.4287
A0057,-0.9272,-2.9404,0.3341,4.0003
A0058,-2.8208,1.6082,-1.0548,3.4485
A0059,-1.8074,-0.4808,-0.1749,3.2652
A0060,-2.621,-0.8406,0.095,4.4227
A0061,-3.4396,2.6999,-0.4591,3.3104
A0062,-2.3883,1.215,0.6243,2.7511
A0063,-3.0343,1.0642,-1.3387,2.7349
