date,pm25_lag1,temperature,humidity,wind_speed,pressure,precipitation
2025-04-17,8.5,10.4,90,10.7,1011.0,0.0
2025-04-26,2.6,5.1,61,13.4,1024.0,0.0
2025-04-30,2.2,9.1,73,24.4,1012.6,0.4
2025-05-04,1.5,5.7,55,26.9,1003.6,0.1
2025-05-06,2.7,6.7,59,22.0,1011.2,0.3
2025-05-11,3.3,8.2,64,14.9,1019.3,0.0
2025-05-13,4.2,11.8,65,8.2,1011.6,2.1
2025-05-15,2.6,9.7,62,28.7,1010.3,0.6
2025-05-19,2.9,14.5,48,16.7,1011.3,0.0
2025-05-27,3.2,12.7,67,24.3,1006.8,2.2
2025-05-31,2.9,14.2,53,16.6,1007.7,0.0
2025-06-02,2.8,15.5,63,23.6,1000.9,3.5
2025-06-04,3.1,15.8,64,22.7,1002.8,0.2
2025-06-12,6.0,12.8,62,24.8,1020.2,0.0
2025-06-14,2.8,17.6,49,13.2,1021.8,0.0
2025-06-24,3.8,13.6,87,24.3,985.9,11.0
2025-06-29,2.7,17.3,61,27.4,1000.2,2.1
2025-07-01,2.4,19.7,63,16.2,1012.7,0.0
2025-07-05,2.3,14.1,90,14.1,1003.1,8.7
2025-07-07,2.6,15.7,86,16.9,997.7,8.4
2025-07-11,4.0,16.7,72,22.7,1012.4,0.3
2025-07-13,4.1,18.4,80,9.2,1015.9,1.9
2025-07-19,7.7,21.1,69,10.6,1010.3,0.0
2025-07-21,8.0,21.6,68,13.5,1006.7,0.0
2025-07-25,10.3,22.1,76,11.9,1006.6,0.6
2025-07-27,5.9,21.9,65,13.2,1004.7,0.0
2025-07-29,5.5,20.3,82,34.4,995.8,21.3
2025-07-31,4.2,18.8,80,12.7,1005.2,2.8
2025-08-08,4.0,17.8,74,15.5,1009.3,2.1
2025-08-14,4.8,20.8,65,14.9,1019.2,0.0
2025-08-19,3.9,15.1,67,15.3,1008.0,0.4
2025-08-25,1.7,12.4,69,22.6,1005.7,0.5
2025-08-30,5.0,16.0,82,11.5,1003.7,0.0
2025-09-04,5.7,18.3,84,16.9,1009.1,0.0
2025-09-11,8.5,17.4,90,36.9,1005.0,15.0
2025-09-14,4.5,15.7,86,13.6,1010.8,4.4
2025-09-21,4.3,16.6,82,22.1,997.1,1.2
2025-09-24,1.7,9.5,71,14.8,1026.5,0.0
2025-09-28,5.3,11.5,84,14.5,1029.5,0.0
2025-10-07,5.7,10.9,89,18.4,1013.6,6.5
2025-10-13,1.5,5.6,79,15.7,1018.2,0.0
2025-10-19,2.5,4.1,91,14.2,1015.1,0.0
2025-10-22,7.1,10.6,94,21.4,995.4,4.3
2025-10-24,7.9,10.0,97,19.3,988.7,7.5
2025-10-29,6.0,4.9,95,9.5,994.5,0.1
2025-10-31,4.4,6.5,92,15.3,1006.8,0.0
2025-11-02,3.0,8.9,94,20.0,1002.5,5.0
2025-11-05,3.8,11.3,87,18.3,1008.8,0.2
2025-11-09,12.2,5.8,93,12.6,1009.9,0.6
2025-11-14,2.5,1.0,80,15.4,1004.8,0.0
2025-11-18,2.8,-3.7,86,9.7,1001.1,0.0
2025-12-03,5.0,3.7,91,14.3,1013.0,0.1
2025-12-05,11.8,4.1,99,8.9,1013.8,2.0
2025-12-11,3.6,6.3,94,18.0,1000.4,1.8
2025-12-15,3.4,7.8,86,19.8,1003.1,0.1
2025-12-17,11.6,5.1,95,19.8,1007.7,0.5
2025-12-20,7.1,6.0,86,18.9,1005.1,0.0
2025-12-24,3.6,-2.4,91,11.9,1033.5,0.0
2025-12-28,2.7,0.9,65,24.3,1013.2,0.0
2025-12-31,2.0,-6.3,87,9.5,1004.9,0.2
2026-01-02,2.5,-1.4,93,25.0,974.8,9.1
2026-01-04,2.5,-5.4,89,21.7,996.2,0.0
2026-01-07,5.5,-5.4,91,16.9,1008.7,1.4
2026-01-12,1.6,-4.9,89,12.3,1014.3,0.2
2026-01-14,5.6,0.6,92,25.0,1006.2,12.9
2026-01-22,6.5,-2.3,86,21.0,1017.7,0.6
2026-01-25,4.9,-4.1,89,14.2,1013.1,1.3
2026-02-03,3.7,-10.7,80,11.2,1025.6,0.0
2026-02-07,4.4,-6.0,90,15.5,1014.8,0.0
2026-02-10,4.2,-8.6,89,8.6,1001.1,0.0
2026-02-16,6.7,-8.1,80,10.6,1007.8,0.0
2026-02-20,6.5,-5.8,74,23.9,1012.8,0.0
2026-02-23,3.9,-0.6,92,12.7,1001.2,0.4
2026-02-27,7.8,5.2,95,20.6,1004.5,0.1
2026-03-05,2.6,3.0,77,12.7,1018.2,0.0
2026-03-07,12.0,1.4,92,9.6,1024.9,2.9
2026-03-10,13.7,4.7,75,12.2,1009.4,0.0
2026-03-12,18.2,6.6,78,24.0,1003.8,1.7
2026-03-16,4.8,3.0,85,18.1,1008.3,0.0
2026-03-24,6.6,5.2,77,23.3,1000.5,0.7
2026-03-31,5.5,4.6,83,10.9,1012.2,0.0
2026-04-09,2.6,2.3,64,10.9,1026.8,0.0
2026-04-11,3.4,3.8,66,10.1,1020.3,0.0
2026-04-13,5.5,6.3,70,15.3,1025.1,0.0
2026-05-07,2.5,8.6,40,12.9,1013.9,0.0
2026-05-12,3.7,7.3,92,21.7,995.1,9.0
2026-05-15,4.2,10.5,72,14.8,1000.5,0.6
2026-05-20,2.9,13.6,65,13.7,1017.0,0.0
2026-05-22,5.2,15.9,68,15.3,1017.2,0.7
2026-05-30,3.5,15.9,51,12.3,1008.1,0.0
