item_id,embedding,label
I0000,"[1.920414, 0.179263, -4.020411, -1.424426, -0.449215, -4.902444, -5.482224, -3.750033, -1.107305, -1.600381, 4.526138, 3.330556, -2.397175, -2.75895, -4.289142, 1.198092]",c4
I0001,"[-2.484502, -2.166305, -1.712963, -0.142118, -0.867721, 0.162191, 0.308519, -4.518551, -4.486927, 5.867401, 4.995031, 3.865036, 3.436578, 3.922304, 3.806128, -2.100735]",c5
I0002,"[-3.018385, -3.730607, -1.053148, -0.839971, -2.705961, -0.037557, -1.68185, 3.651655, 1.568934, -4.196474, 1.669951, 6.711338, 4.450721, -0.37206, 0.54814, 0.06344]",c2
I0003,"[1.772026, -0.626305, -3.321085, -1.234356, -0.848324, -5.83388, -6.092331, -4.30289, -1.792699, -2.242895, 4.054363, 2.568849, -3.240339, -2.548202, -3.274514, 0.311211]",c4
I0004,"[-2.055417, -3.730247, -1.485823, -0.125751, -1.534764, 0.555507, -1.847263, 2.327641, 1.027047, -2.730577, 0.288216, 6.655987, 5.344835, -0.022039, 0.42771, -0.335426]",c2
I0005,"[-2.068159, -3.209007, -1.398643, -1.014504, -2.462351, 0.844442, -1.651797, 2.949763, 1.799231, -2.980658, 0.934244, 5.368701, 4.645908, -1.588133, 0.87049, -0.181736]",c2
I0006,"[-6.051999, -1.322123, 0.801947, 0.026564, -0.482823, 3.656681, -0.826681, -0.392664, -1.63523, 4.789434, -1.399135, -2.02497, -2.868842, 1.920751, -1.867386, 3.669854]",c1
I0007,"[1.181387, 0.287169, -4.379806, -1.880952, -0.488581, -3.45743, -3.182445, -4.225419, -0.158567, -1.191643, 4.550959, 3.061476, -1.757613, -2.76401, -3.668267, 1.789835]",c4
I0008,"[1.576709, -0.004713, -3.977457, -1.332016, 0.14536, -3.926838, -5.476513, -3.322438, 0.063371, -1.629638, 3.947664, 3.218638, -2.427071, -2.358364, -4.207861, 0.421383]",c4
I0009,"[-6.057332, -0.778281, 0.408268, -0.765933, -0.653213, 3.280637, -0.394811, -1.757375, 0.015276, 3.929244, -0.772591, -2.732169, -2.534395, 0.306055, -1.661668, 4.465303]",c1
