row_id,account_id,event_time,amount_usd,is_weekend,amount_7d
R00035,A0000,1772516100000,1.08204E1,0,8.52E0
R00229,A0000,1773619920000,2.83005E0,0,2.979E1
R00250,A0000,1773780120000,7.61238E1,0,8.972999999999999E1
R00253,A0000,1773802920000,2.26E0,0,9.199E1
R00278,A0000,1773911580000,4.63E0,0,9.661999999999999E1
R00316,A0000,1774157160000,9.592000000000002E0,1,1.0541999999999999E2
R00407,A0000,1774616160000,1.252E1,0,2.132E1
R00489,A0000,1775082840000,3.1272100000000005E1,0,4.121E1
R00505,A0000,1775139180000,7.98475E0,0,1.2525999999999999E2
R00550,A0000,1775409660000,1.82118E1,1,1.2708E2
R00560,A0000,1775459580000,1.9655500000000001E0,0,1.4777E2
R00566,A0000,1775520660000,4.5714E0,0,1.9589000000000001E2
R00057,A0001,1772618340000,4.6113E0,0,4.854E1
R00069,A0001,1772684340000,1.77E1,0,6.624E1
R00093,A0001,1772770140000,5.8318400000000004E1,0,1.1216E2
R00112,A0001,1772895840000,1.41455E0,1,1.2705E2
R00148,A0001,1773181020000,9.1105E-1,0,1.3664E2
R00247,A0001,1773741300000,9.483E0,0,1.829E1
R00273,A0001,1773886740000,5.29844E1,0,5.042E1
R00346,A0001,1774364400000,8.04E0,0,4.976E1
R00367,A0001,1774452900000,5.08508E1,0,8.98E1
R00427,A0001,1774731300000,2.1124200000000002E1,1,6.746E1
R00455,A0001,1774913940000,6.380199999999999E0,0,1.3462E2
R00554,A0001,1775447220000,2.559E1,0,9.275E1
R00593,A0001,1775678040000,1.1314200000000001E1,0,3.597E1
R00631,A0001,1775898240000,8.343900000000001E1,1,1.0167E2
R00668,A0001,1776072600000,4.043900000000001E1,0,1.1318E2
R00202,A0002,1773483780000,5.4064000000000005E0,1,4.96E0
R00220,A0002,1773597840000,2.2097E0,1,2.8220000000000002E1
R00260,A0002,1773844260000,5.0358E0,0,3.284E1
R00387,A0002,1774535520000,8.305E1,0,8.305E1
R00392,A0002,1774556220000,1.81165E0,0,1.0212E2
R00426,A0002,1774721160000,4.9191E0,1,1.539E2
R00482,A0002,1775056140000,4.9657E0,0,1.5781E2
R00576,A0002,1775599320000,5.3962300000000006E1,0,4.6400000000000006E1
R00652,A0002,1776006360000,3.0378400000000003E1,1,6.641E1
R00021,A0003,1772430180000,2.6388900000000003E1,0,2.421E1
R00098,A0003,1772803680000,1.11633E1,0,3.3E1
R00130,A0003,1773030720000,2.0102E0,0,5.416E1
R00195,A0003,1773431640000,5.13E-1,0,2.6560000000000002E1
R00344,A0003,1774348500000,1.718E1,0,1.718E1
R00356,A0003,1774413480000,1.70335E0,0,3.511E1
R00410,A0003,1774624920000,2.6047700000000003E1,0,5.5620000000000005E1
R00429,A0003,1774740240000,1.870456E2,1,2.029E2
R00445,A0003,1774825680000,3.61E-1,1,2.0670000000000002E2
R00516,A0003,1775231820000,5.969E0,0,1.5578E2
R00544,A0003,1775354760000,1.175E1,1,2.025E1
R00571,A0003,1775568900000,4.3676300000000005E1,0,5.6519999999999996E1
R00594,A0003,1775678220000,6.58E0,0,6.3099999999999994E1
R00636,A0003,1775906880000,1.883E1,1,7.722999999999999E1
R00664,A0003,1776056760000,1.7924779999999998E2,0,2.0661999999999998E2
R00063,A0004,1772656560000,1.045E1,0,1.045E1
R00119,A0004,1772944740000,3.0124500000000003E0,1,4.216E1
R00280,A0004,1773932100000,1.16332E1,0,9.16E0
R00287,A0004,1773952020000,2.616E0,0,1.156E1
R00349,A0004,1774381860000,1.67424E1,0,2.692E1
R00465,A0004,1774952460000,4.989400000000001E0,0,6.788E1
R00578,A0004,1775615220000,1.23571E1,0,9.73E0
R00597,A0004,1775690880000,9.575800000000001E0,0,1.727E1
R00605,A0004,1775780340000,1.427E1,0,3.154E1
R00650,A0004,1776000300000,1.292E1,1,4.446E1
R00049,A0005,1772562180000,5.9309E0,0,4.67E0
R00102,A0005,1772813520000,6.43863E1,0,6.374E1
R00104,A0005,1772842320000,2.6454099999999997E1,1,8.457E1
R00199,A0005,1773476340000,3.1724600000000002E1,1,2.498E1
R00261,A0005,1773844260000,2.0292E0,0,4.634E1
R00345,A0005,1774357320000,5.619E1,0,7.755E1
R00448,A0005,1774873080000,1.6023E1,0,7.089E1
R00493,A0005,1775090280000,2.5859E0,0,4.192E1
R00513,A0005,1775181960000,5.832999999999999E-1,0,4.806E1
R00530,A0005,1775290440000,7.177E1,1,1.1983E2
R00556,A0005,1775451720000,4.77638E1,0,1.6365E2
R00683,A0005,1776135660000,1.4289900000000001E1,0,1.311E1
R00188,A0006,1773383340000,2.109E0,0,2.22E1
R00305,A0006,1774089360000,1.5998E0,1,1.684E1
R00381,A0006,1774510980000,5.6525E-1,0,2.279E1
R00484,A0006,1775064300000,2.5137E0,0,3.2410000000000004E1
R00644,A0006,1775963280000,1.9532600000000002E1,1,1.538E1
R00142,A0007,1773163800000,1.581531E2,0,1.2453E2
R00157,A0007,1773240060000,5.1815999999999995E1,0,1.6532999999999998E2
R00511,A0007,1775167020000,8.3603E0,0,7.67E0
R00589,A0007,1775646060000,7.2599E0,0,8.409E1
R00608,A0007,1775788440000,2.2039999999999998E-1,0,7.874E1
R00681,A0007,1776122400000,1.664E1,0,9.538E1
R00074,A0008,1772695500000,4.998E1,0,4.998E1
R00082,A0008,1772719140000,1.3830300000000001E1,0,6.087E1
R00095,A0008,1772784480000,2.791926E2,0,3.1701E2
R00099,A0008,1772804400000,8.1096E0,0,3.2445E2
R00355,A0008,1774412340000,5.77046E1,0,5.294E1
R00419,A0008,1774692480000,8.38708E1,1,1.1898E2
