account_id,event_time,health_score
A0000,1767263485000,48.14
A0000,1773401392000,10.0
A0001,1767358566000,45.81
A0001,1774040331000,88.16
A0002,1767342394000,43.04
A0002,1773764152000,8.0
A0003,1767265022000,59.18
A0003,1773102893000,6.35
A0004,1767346364000,52.72
A0004,1773848032000,86.92
A0005,1767260592000,62.78
A0005,1773166694000,87.49
A0006,1767364367000,52.01
A0006,1773680430000,85.24
A0007,1767254757000,46.86
A0007,1774499783000,85.07
A0008,1767231238000,45.71
A0008,1774310296000,12.03
A0009,1767390953000,49.77
A0009,1773681064000,94.54
A0010,1767232896000,46.87
A0010,1772920653000,94.43
A0011,1767250038000,50.15
A0011,1773662474000,8.42
A0012,1767286745000,52.23
A0012,1773045475000,9.85
A0013,1767371464000,54.72
A0013,1773383434000,93.83
A0014,1767232365000,53.39
A0014,1773437071000,91.12
A0015,1767260151000,50.43
A0015,1774117452000,14.22
A0016,1767331944000,56.25
A0016,1772722368000,11.4
A0017,1767281952000,50.66
A0017,1773889419000,88.18
A0018,1767375195000,46.75
A0018,1773367356000,92.34
A0019,1767397472000,57.64
A0019,1773736622000,14.14
A0020,1767328622000,45.37
A0020,1774119867000,92.19
A0021,1767344204000,47.19
A0021,1773276868000,7.47
A0022,1767255740000,57.49
A0022,1772964264000,85.28
A0023,1767286927000,47.57
A0023,1773368234000,92.02
A0024,1767271877000,47.47
A0024,1773705573000,9.83
A0025,1767278683000,53.63
A0025,1773637379000,14.82
A0026,1767255390000,54.14
A0026,1773918610000,5.5
A0027,1767346470000,42.86
A0027,1772471280000,90.08
A0028,1767316523000,50.56
A0028,1772664046000,13.68
A0029,1767227434000,54.7
A0029,1773601255000,13.52
A0030,1767380677000,55.46
A0030,1773886116000,87.7
A0031,1767341815000,59.94
A0031,1773359611000,90.76
A0032,1767375533000,48.54
A0032,1773427688000,91.01
A0033,1767294602000,51.5
A0033,1773919628000,92.82
A0034,1767332888000,41.5
A0034,1774136829000,92.79
A0035,1767323660000,54.9
A0035,1773053316000,90.14
A0036,1767263556000,52.0
A0036,1773446861000,12.13
A0037,1767331905000,46.23
A0037,1774476434000,13.78
A0038,1767313476000,42.85
A0038,1773486605000,14.1
A0039,1767232198000,52.39
A0039,1774043664000,13.86
A0040,1767304176000,60.16
A0040,1773115845000,6.53
A0041,1767300347000,50.76
A0041,1772401985000,86.08
A0042,1767228714000,50.61
A0042,1773560792000,8.66
A0043,1767360857000,49.05
A0043,1773541030000,94.17
A0044,1767369129000,48.18
A0044,1772852529000,90.03
A0045,1767313049000,52.48
A0045,1773475567000,5.74
A0046,1767323345000,49.11
A0046,1773732931000,85.35
A0047,1767360882000,54.58
A0047,1774251984000,86.95
A0048,1767239511000,45.9
A0048,1773935824000,87.68
A0049,1767239074000,52.12
A0049,1773209998000,91.74
A0050,1767367300000,53.31
A0050,1773682767000,91.81
A0051,1767340512000,44.62
A0051,1774069221000,86.15
A0052,1767370737000,52.13
A0052,1772801093000,91.48
A0053,1767264588000,53.48
A0053,1772671104000,13.66
A0054,1767251853000,51.95
A0054,1772797185000,8.92
A0055,1767354819000,51.03
A0055,1772685687000,6.45
A0056,1767250794000,44.67
A0056,1772793370000,7.49
A0057,1767292226000,47.59
A0057,1773374304000,89.68
A0058,1767335539000,53.95
A0058,1773745851000,94.63
A0059,1767293291000,48.83
A0059,1772601772000,85.71
A0060,1767362361000,50.39
A0060,1773832645000,6.82
A0061,1767318554000,52.32
A0061,1774116095000,9.01
A0062,1767365692000,58.66
A0062,1773801960000,7.67
A0063,1767279418000,63.23
A0063,1774092027000,94.79
A0064,1767232700000,50.5
A0064,1773232428000,90.96
A0065,1767312649000,47.84
A0065,1773362551000,13.58
A0066,1767338734000,46.35
A0066,1772912770000,92.49
A0067,1767276706000,49.85
A0067,1773082364000,9.17
A0068,1767368139000,59.43
A0068,1773562981000,88.73
A0069,1767348220000,53.44
A0069,1774003058000,88.37
A0070,1767342811000,53.03
A0070,1773471048000,90.68
A0071,1767342634000,48.49
A0071,1774333322000,14.65
A0072,1767323263000,42.47
A0072,1772865028000,86.08
A0073,1767230533000,50.7
A0073,1773019891000,86.88
A0074,1767337843000,48.1
A0074,1773415507000,7.71
A0075,1767326303000,44.11
A0075,1773965372000,7.48
A0076,1767353179000,47.72
A0076,1774009954000,12.88
A0077,1767298264000,55.0
A0077,1774455378000,93.68
A0078,1767392906000,56.68
A0078,1773292226000,91.87
A0079,1767378493000,44.41
A0079,1773944228000,91.24
A0080,1767369124000,47.36
A0080,1773550751000,11.72
A0081,1767324155000,48.18
A0081,1774430619000,89.71
A0082,1767385116000,53.74
A0082,1774052665000,6.1
A0083,1767323271000,50.89
A0083,1773873271000,89.66
A0084,1767251911000,47.36
A0084,1772791246000,11.95
A0085,1767327802000,54.65
A0085,1774253418000,5.64
A0086,1767312415000,49.83
A0086,1773810185000,10.78
A0087,1767313401000,49.86
A0087,1773228295000,10.13
A0088,1767261724000,43.45
A0088,1773034915000,86.65
A0089,1767354090000,48.99
A0089,1772607972000,11.99
A0090,1767321707000,56.79
A0090,1773770499000,10.72
A0091,1767227387000,50.43
A0091,1774029400000,12.85
A0092,1767328741000,53.76
A0092,1774063947000,88.58
A0093,1767262754000,59.27
A0093,1773171534000,10.34
A0094,1767348895000,48.35
A0094,1773281069000,14.59
A0095,1767296656000,52.43
A0095,1773430071000,92.27
A0096,1767230229000,46.53
A0096,1773941693000,89.22
A0097,1767278495000,62.01
A0097,1773340359000,12.44
A0098,1767257698000,57.41
A0098,1773403471000,6.52
A0099,1767265839000,51.59
A0099,1772676970000,11.64
