account_id,label_time,churned
A0000,1772861990000,1
A0001,1773564948000,0
A0002,1773281728000,1
A0003,1772747784000,1
A0004,1773572969000,0
A0005,1772302577000,0
A0006,1772970790000,0
A0007,1773629934000,0
A0008,1773489882000,1
A0009,1772909994000,0
A0010,1772091225000,0
A0011,1773138245000,1
A0012,1772069780000,1
A0013,1772713704000,0
A0014,1773164182000,0
A0015,1773379315000,1
A0016,1772256869000,1
A0017,1773263903000,0
A0018,1772503862000,0
A0019,1773476213000,1
A0020,1773177684000,0
A0021,1772534758000,1
A0022,1772259200000,0
A0023,1773038892000,0
A0024,1773191085000,1
A0025,1772667411000,1
A0026,1773109500000,1
A0027,1772157168000,0
A0028,1772326218000,1
A0029,1772976709000,1
A0030,1772945082000,0
A0031,1772511736000,0
A0032,1772579496000,0
A0033,1773565091000,0
A0034,1773151221000,0
A0035,1772452677000,0
A0036,1772835729000,1
A0037,1773530527000,1
A0038,1772539555000,1
A0039,1773598449000,1
A0040,1772577324000,1
A0041,1772016747000,0
A0042,1772605812000,1
A0043,1773109117000,0
A0044,1772270886000,0
A0045,1772962543000,1
A0046,1773273816000,0
A0047,1773700651000,0
A0048,1773540358000,0
A0049,1772240476000,0
A0050,1773061138000,0
A0051,1773676571000,0
A0052,1772430419000,0
A0053,1772374625000,1
A0054,1772149158000,1
A0055,1771992060000,1
A0056,1772166327000,1
A0057,1772913564000,0
A0058,1773325640000,0
A0059,1772121450000,0
A0060,1773134633000,1
A0061,1773238238000,1
A0062,1772867573000,1
A0063,1773185553000,0
A0064,1772858033000,0
A0065,1773032055000,1
A0066,1772200128000,0
A0067,1772643325000,1
A0068,1772833030000,0
A0069,1773581613000,0
A0070,1772799949000,0
A0071,1773507575000,1
A0072,1772130973000,0
A0073,1772558620000,0
A0074,1772598237000,1
A0075,1773048711000,1
A0076,1773625780000,1
A0077,1773680363000,0
A0078,1772717344000,0
A0079,1772952543000,0
A0080,1773135078000,1
A0081,1773538861000,0
A0082,1773391394000,1
A0083,1773308506000,0
A0084,1772281102000,1
A0085,1773438401000,1
A0086,1773404207000,1
A0087,1772287560000,1
A0088,1772522033000,0
A0089,1771987033000,1
A0090,1773382130000,1
A0091,1773334361000,1
A0092,1773287220000,0
A0093,1772352449000,1
A0094,1772794891000,1
A0095,1772488667000,0
A0096,1773268660000,0
A0097,1772511557000,1
A0098,1772854422000,1
A0099,1772321376000,1
