row_id,a_val
R00001,2.8031
R00002,3.7898
R00003,6.7616
R00004,8.2197
R00005,12.5751
R00006,8.59
R00007,13.4461
R00009,6.5077
R00010,11.3525
R00011,13.064
R00013,13.2843
R00014,18.5006
R00015,11.0469
R00016,8.4667
R00017,12.9043
R00019,2.24
R00020,8.2697
R00021,9.237
R00022,8.9057
R00023,18.387
R00025,2.2607
R00027,11.0043
R00028,7.6622
R00029,9.9293
R00030,10.3048
R00031,9.0929
R00032,5.4499
R00033,3.6468
R00036,1.0204
R00038,6.3862
R00039,7.2192
R00040,13.675
R00041,13.7534
R00042,6.9457
R00043,16.0933
R00047,7.7617
R00050,15.7174
R00051,9.4756
R00052,14.0374
R00053,12.2926
R00054,8.5128
R00055,9.9254
R00056,9.2207
R00057,8.6021
R00058,5.2686
R00059,9.8816
R00060,12.0423
R00062,8.2282
R00063,11.5032
R00064,8.6697
R00065,14.609
R00067,5.3542
R00068,12.9955
R00069,11.4528
R00070,14.2364
R00071,12.6519
R00072,4.3433
R00074,12.6811
R00075,8.7979
R00076,7.7995
R00077,10.8069
R00078,13.5255
R00079,10.9534
R00080,8.6256
R00082,13.6296
R00083,10.4148
R00084,12.6269
R00085,6.4889
R00086,15.896
R00088,14.4685
R00089,11.0766
R00090,5.0384
R00092,6.6525
R00093,12.1123
R00095,14.0484
R00096,14.6589
R00097,3.9365
R00098,14.3217
R00099,11.9086
R00101,9.6022
R00102,6.8445
R00103,12.982
R00104,13.8147
R00105,7.0103
R00107,7.6405
R00108,6.4791
R00109,11.6264
R00110,12.4718
R00111,10.8144
R00113,5.3124
R00114,9.9519
R00116,11.2449
R00117,14.6334
R00118,17.8707
R00119,10.5305
R00120,3.4543
R00125,11.4946
R00127,7.3813
R00128,9.1873
R00129,13.3893
R00130,12.2278
R00131,8.3193
R00134,15.7087
R00135,16.4537
R00136,11.1417
R00138,8.6979
R00139,15.7584
R00140,12.6676
R00141,8.5749
R00142,5.0359
R00143,7.5047
R00144,13.1637
R00145,16.4598
R00147,11.0807
R00148,10.0528
R00149,14.0881
R00151,7.6226
R00153,12.6293
R00155,8.1948
R00156,12.6956
R00157,8.6067
R00158,8.6231
R00159,14.7585
R00160,9.6721
R00161,12.8896
R00163,11.3505
R00164,10.0631
R00165,5.3463
R00167,10.8361
R00168,10.4229
R00169,6.6889
R00170,12.8138
R00171,9.7585
R00173,11.4209
R00174,1.4065
R00175,3.5327
R00176,16.3396
R00177,6.4825
R00178,15.5733
R00179,13.2489
R00180,9.3034
R00181,11.3384
R00182,4.2223
R00183,4.6924
R00184,9.301
R00186,14.5616
R00187,16.901
R00188,5.8678
R00189,7.2516
R00190,11.9129
R00191,10.7496
R00192,7.8091
R00193,14.4045
R00196,8.4049
R00198,25.0237
R00199,5.8235
R00200,5.9359
R00201,7.4692
R00202,10.4045
R00203,8.9472
R00204,2.7945
R00205,10.6857
R00206,9.3867
R00207,9.8565
R00210,8.4476
R00212,13.5383
R00213,13.7626
R00214,8.0047
R00215,11.9496
R00217,9.7326
R00218,8.4358
R00220,9.6133
R00221,14.1782
R00222,5.6605
R00223,16.5477
R00224,10.4119
R00225,4.7109
R00227,13.8335
R00228,8.3469
R00231,10.9368
R00232,7.5985
R00233,10.3686
R00234,13.7069
R00235,0.9257
R00237,17.9634
R00238,5.068
R00239,4.5047
R00240,10.1934
R00241,10.0874
R00242,5.8942
R00243,11.1741
R00244,13.3797
R00245,8.0091
R00247,12.4957
R00248,7.4986
R00249,8.7132
R00250,2.6399
R00251,8.5252
R00252,7.4092
R00253,10.9392
R00255,11.3356
R00256,12.6699
R00257,7.4348
R00259,12.6818
R00260,6.9255
R00262,16.0946
R00263,14.0202
R00266,8.0207
R00267,4.0534
R00268,9.4691
R00269,7.5097
R00270,1.3526
R00271,5.2517
R00272,10.7636
R00273,13.1274
R00274,9.9814
R00275,9.4135
R00276,10.3104
R00277,12.4291
R00279,12.4869
R00281,14.7851
R00283,12.1581
R00284,12.9841
R00285,7.3314
R00286,11.1389
R00287,14.1951
R00288,6.3787
R00289,13.1269
R00291,7.8839
R00292,10.8415
R00293,6.1116
R00294,10.495
R00295,9.9502
R00296,5.4685
R00297,2.1292
R00298,-0.7249
R00301,10.1497
R00303,9.2162
R00304,12.7231
R00305,1.4503
R00306,13.4162
R00308,12.3402
R00311,11.8732
R00312,3.7512
R00313,7.5522
R00314,10.8765
R00315,12.1133
R00316,12.6834
R00317,11.4881
R00318,15.854
