row_id,b_val
R00000,0.374
R00001,-3.357
R00003,-5.5806
R00005,5.1485
R00006,0.6312
R00007,-12.4327
R00008,2.2754
R00009,-3.5686
R00011,4.8399
R00012,-12.4864
R00013,2.854
R00014,0.4579
R00015,3.8199
R00016,-3.0808
R00017,-4.9581
R00018,-1.1788
R00019,-8.4717
R00021,-6.8958
R00022,-8.6234
R00024,5.1432
R00025,-4.7773
R00027,-4.693
R00028,-8.4087
R00030,-5.8046
R00031,-5.3094
R00032,10.2965
R00033,-7.1074
R00036,-3.662
R00038,-5.7302
R00040,-9.5784
R00041,-2.1127
R00043,-6.7468
R00045,-12.4609
R00046,-4.081
R00048,-4.1683
R00049,-9.7556
R00050,5.7862
R00051,-7.5604
R00053,-2.9618
R00054,1.0147
R00055,-10.2951
R00057,0.6379
R00060,-3.5201
R00061,1.0184
R00062,0.7054
R00063,-2.7466
R00064,-4.2322
R00065,-1.3517
R00070,-4.3958
R00071,-1.4414
R00072,2.4799
R00075,0.2031
R00076,5.2465
R00077,-8.2737
R00078,0.657
R00079,-0.3403
R00084,0.3361
R00087,6.9255
R00088,-8.2288
R00089,1.3152
R00090,1.7288
R00091,-4.0567
R00092,-13.3405
R00093,-4.1361
R00095,-4.6139
R00097,-2.9526
R00098,-7.7932
R00100,-8.8564
R00101,-7.7196
R00102,0.8223
R00103,2.0725
R00104,-1.6757
R00105,8.5504
R00106,-3.4661
R00108,-1.4969
R00109,-6.745
R00110,-6.1828
R00111,1.6345
R00112,1.4732
R00113,-0.2164
R00114,-6.5174
R00115,1.8053
R00116,-4.0759
R00117,-1.4503
R00118,-2.5977
R00119,6.3351
R00120,-9.8566
R00121,-0.5432
R00123,1.7727
R00124,-6.5636
R00125,1.7181
R00126,-16.9443
R00127,2.1115
R00129,-5.1651
R00130,-1.1544
R00131,-0.7009
R00133,2.9389
R00135,-3.2075
R00136,-9.6452
R00137,-4.6722
R00138,1.4389
R00140,-1.8442
R00141,0.6935
R00142,0.9721
R00144,-8.0653
R00145,-2.704
R00146,-13.0073
R00147,6.7162
R00149,5.445
R00150,0.6073
R00151,0.0149
R00152,-6.9045
R00153,-3.055
R00154,-8.5561
R00155,-0.4977
R00156,-3.1511
R00157,-3.7344
R00158,-3.4638
R00159,5.3475
R00160,-3.0724
R00163,-9.5332
R00165,6.0348
R00166,-1.529
R00167,-7.0779
R00168,2.6138
R00169,-0.8912
R00170,-5.6925
R00172,0.1335
R00174,-3.1423
R00175,0.3092
R00176,-6.0542
R00177,0.1042
R00178,6.017
R00179,-3.4131
R00181,-0.5445
R00182,-4.382
R00183,-6.0291
R00184,-6.0866
R00185,-8.2001
R00186,-2.414
R00188,0.2826
R00189,-4.138
R00190,-6.3685
R00191,0.2924
R00193,-5.1057
R00194,3.471
R00195,-6.7702
R00197,-2.9055
R00202,-3.4324
R00205,-3.4807
R00206,1.8664
R00208,-0.7128
R00210,-1.0668
R00211,-2.6444
R00212,-3.0488
R00213,-2.0908
R00214,6.7714
R00215,-0.4416
R00216,-1.7316
R00217,-0.1619
R00218,6.6706
R00220,14.0926
R00221,-5.8134
R00222,-6.5335
R00223,-5.8063
R00224,-2.0768
R00225,-8.5897
R00227,-8.6975
R00228,-8.1974
R00229,-8.1542
R00232,-3.6503
R00234,3.0386
R00235,-6.2561
R00236,-13.7983
R00239,0.8953
R00240,-6.137
R00241,-2.8095
R00242,-0.6977
R00243,-3.1293
R00244,-1.3895
R00245,-8.8391
R00246,-8.5806
R00248,0.4695
R00249,-5.1799
R00250,4.2034
R00252,-9.4991
R00253,-0.9387
R00254,2.7432
R00255,-6.0534
R00256,-6.3814
R00257,-3.4078
R00258,-4.7814
R00259,3.7015
R00260,2.6022
R00261,-7.1027
R00262,-3.9717
R00263,-2.8811
R00264,-2.8468
R00265,-2.4028
R00266,-3.3396
R00267,6.7002
R00268,5.383
R00269,-9.0681
R00271,4.8973
R00274,3.406
R00275,-9.0375
R00277,-3.9582
R00278,-7.389
R00280,-2.5372
R00281,2.9788
R00282,-5.1324
R00283,-6.6212
R00285,-2.6602
R00286,-10.4078
R00287,2.4224
R00288,0.2832
R00289,-5.0081
R00291,-1.9324
R00292,-9.246
R00293,-2.9436
R00294,-4.2901
R00295,3.3049
R00297,2.3665
R00298,-4.379
R00299,-2.2715
R00300,2.2266
R00302,-10.248
R00304,1.7309
R00305,-5.9243
R00306,-0.0664
R00308,5.783
R00309,-8.8272
R00310,-6.7687
R00311,-2.3558
R00312,-0.0105
R00314,-8.0359
R00315,-3.1694
R00316,-3.8636
R00317,-2.4526
R00319,-7.7035
