item_id,e1,e2,e3,e4,e5,e6,e7,e8
I0000,-0.6373,-0.5275,-1.1033,-0.7135,-0.456,1.27,-2.6233,0.2339
I0001,0.7549,-0.3471,-1.354,1.5055,-0.4553,1.9675,-1.1577,0.5051
I0002,0.7027,-0.9364,0.402,0.0863,0.26,0.4786,0.17,0.5895
I0003,1.282,1.6542,0.1216,-1.1407,-1.6811,0.3725,1.4099,0.5202
I0004,-0.7145,-0.6433,1.2254,-1.5997,-1.4033,-1.1113,0.5745,-0.202
I0005,-1.5006,-0.8666,-1.0283,0.1863,-1.5656,2.1654,-0.8538,1.0116
I0006,-0.0517,0.4505,0.0375,0.1012,0.5979,0.1918,0.9021,0.8842
I0007,-0.6501,0.5522,0.1779,0.1972,-0.6538,-0.7074,-1.5018,-1.6813
I0008,-0.9255,1.6796,0.0483,-0.7925,0.8067,-1.6981,-0.0899,0.7714
I0009,-0.439,0.2202,-0.1431,-0.7403,-0.1736,-0.6696,0.2099,-0.1187
I0010,0.1237,0.655,-0.365,-0.4,-0.1702,-0.9276,-0.3108,-0.4558
I0011,0.0492,1.2954,1.0446,-0.2672,-0.7903,-0.4046,1.0576,0.9977
I0012,0.1015,0.1156,-0.2001,2.577,0.0659,-1.6652,0.4856,-0.6181
I0013,-0.503,-0.2546,1.4533,-0.5487,-0.942,-0.4133,1.2517,0.5883
I0014,0.756,0.7287,0.6992,-0.0845,0.8596,-0.4229,-1.8889,-1.7517
I0015,-0.1661,0.9524,0.8334,1.1701,-0.2232,-0.3987,-0.2994,0.5187
I0016,-0.031,0.0516,0.97,1.4691,0.0972,-0.8726,0.2346,-0.2111
I0017,0.9119,0.5311,1.1022,-0.8253,1.2847,-0.3174,-1.1152,0.1389
I0018,-0.9289,-0.1859,-1.101,-0.6886,-0.0654,0.5268,-0.5626,0.8158
I0019,1.8143,-0.7209,-1.2002,-1.6422,-0.5967,-0.614,0.3939,1.0443
I0020,1.4962,0.531,0.2994,-1.0777,0.8769,-0.6162,0.9151,0.4028
I0021,0.4553,-1.1279,-0.8325,0.8124,-0.2467,-0.9013,-0.1703,-0.0395
I0022,-1.9944,0.1868,0.1899,-0.2853,0.7847,-0.5102,-0.1686,-0.9887
I0023,1.669,-0.5452,1.098,0.6033,0.293,0.8472,0.1336,-1.4956
I0024,-0.0046,-1.5873,-1.0584,-0.122,-0.8191,-0.2521,0.5548,-1.6634
I0025,-1.0085,0.5233,0.8051,2.1088,1.9804,0.3724,-0.2899,-0.2677
I0026,-1.8864,0.4592,0.2686,0.18,-1.5773,-0.5906,0.0362,1.1919
I0027,1.3291,0.3567,1.6857,2.8014,0.4457,0.04,-0.2636,0.234
I0028,1.1861,0.6425,-0.6801,-1.5281,-0.1572,0.4369,0.2019,-0.6212
I0029,0.3387,-0.194,0.6973,0.8091,1.2577,-0.4206,-1.689,0.4899
I0030,0.4553,-1.1279,-0.8325,0.8124,-0.2467,-0.9013,-0.1703,-0.0395
I0031,-0.3129,0.2041,-0.8043,0.4785,0.2217,-0.299,-0.3979,-1.2919
I0032,1.2129,0.2338,0.9918,0.9972,-0.7125,-0.4614,-0.3438,0.0998
I0033,0.0931,0.4237,-0.8247,0.2853,0.2336,-0.0755,0.7275,-1.1184
I0034,-2.1085,-1.085,-0.0152,0.4256,-0.3001,0.7511,0.0778,-0.3788
I0035,0.9646,-0.1519,0.1014,0.9133,1.8104,-1.0313,-1.4635,0.5107
I0036,-0.9255,1.6796,0.0483,-0.7925,0.8067,-1.6981,-0.0899,0.7714
I0037,0.3667,1.1695,-1.9451,-0.4574,-0.1937,0.6628,0.3362,0.1145
I0038,-0.6115,-0.4865,0.3974,-1.6928,-1.7171,-0.3433,1.5493,1.4968
I0039,-0.6373,-0.5275,-1.1033,-0.7135,-0.456,1.27,-2.6233,0.2339
I0040,-0.0973,0.3746,1.1055,-1.1409,-1.2799,-0.3395,0.4158,2.0507
I0041,-0.2397,0.0527,-1.543,-0.497,0.1909,-0.675,-0.0462,0.593
I0042,-1.8302,-0.6718,0.8499,-0.1982,-0.2968,0.5687,-0.2274,-1.382
I0043,0.2216,0.2326,-1.3747,-0.5252,0.6079,0.0023,-1.0756,-0.7094
I0044,1.4192,-1.6631,-0.9223,0.0578,-2.092,0.0535,-1.4105,0.954
I0045,-0.6501,0.5522,0.1779,0.1972,-0.6538,-0.7074,-1.5018,-1.6813
I0046,-0.4061,0.4075,-1.404,0.4941,-0.5448,1.4952,0.4967,-0.7909
I0047,-0.835,-1.5327,-1.3215,-1.6855,-0.8189,-1.0853,2.32,0.3944
I0048,0.0931,0.4237,-0.8247,0.2853,0.2336,-0.0755,0.7275,-1.1184
I0049,1.3291,0.3567,1.6857,2.8014,0.4457,0.04,-0.2636,0.234
I0050,-1.2305,0.5288,-1.0016,-0.2209,1.0074,0.0865,-0.5198,-0.111
I0051,0.1015,0.1156,-0.2001,2.577,0.0659,-1.6652,0.4856,-0.6181
I0052,-0.3816,0.8137,1.848,0.5412,-1.1053,0.2461,0.4954,-0.9447
I0053,0.113,1.5735,-0.0318,-0.1833,-1.5879,-0.3039,0.303,-1.1474
I0054,-1.2569,-1.0667,0.2983,-1.1043,-0.8194,1.3344,-0.3675,1.0809
I0055,-1.1452,0.2897,1.0988,2.5354,-0.8552,-1.8675,0.8474,-1.4199
I0056,-0.6857,1.2976,-0.48,0.2822,-0.9217,-0.3467,0.9738,0.2256
I0057,-0.9289,-0.1859,-1.101,-0.6886,-0.0654,0.5268,-0.5626,0.8158
I0058,1.3475,1.0407,-0.4335,0.1947,-0.1231,-1.0606,-1.3865,1.987
I0059,-0.8469,-0.5735,1.1289,0.2865,-0.6631,-1.3602,-0.4769,0.1535
